,number_of_likes,caption
89,83,"I often find myself in a delicate balance between CONFIDENCE (in who I am, what my skills/talents are, and the close connections I have in life) and INSECURITY over how those elements of me are expressed to and received by the outside world.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Sometimes that comes out in my love for photography but my hesitance to be on the other side of the lens (leave people who take bad pictures in 2017).
⠀⠀⠀⠀⠀⠀⠀⠀⠀
But that’s changing moving forward. Here’s to a 2018 feeling comfortable captured on camera and a big TANK you to @elyseketura for capturing these shots."
90,19,Mashup of my Memorial Day. Solid end to a great weekend.
91,13,I've come to the realization that I've ALWAYS been different. Always been a clown. #tbt
92,123,"I was told if I head to the Golden State, to look out for one (4-1) thing.... 🌉🌉"
93,47,"When they ask the crew to show ID... Watch out!! These 4th graders just got CARDED! Every Kid in a Park is an initiative from President Obama that gives every 4th grader in the country (and their family) a free pass to get into all national parks and public lands. “Because no matter who you are, no matter where you live, our parks, our monuments, our lands, our waters — these places are your birthright as Americans”
#LoveWhatIDo #EveryKidinaPark @everykidinapark @IslandWood @ChildrenNature"
94,6,@sophieiszeus making crazy life decisions and cutting off her hair.... #insanity #barbertraining
95,8,@sircharis aka young Goulding aka little big sexy. Sibling day still has two hours left right?
96,94,"It’s a special day for the kid, the hermano, the 6am workout partner, the best friend to me and to so many others. The first quarter’s over, but I know 26 is going to be the year when you go off and grow fully into your own.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Happy Birthday @sircharis"
97,31,What @sircharis and I look like without facial hair #childhood #throwback
98,31,"The true proof of one's existence is if they're remembered when they're gone. You never know what kind of impression you are leaving, what your imprint will be when you are no longer around."
99,19,Planes at airports
100,57,Sometimes life is like this photo: dark and out of focus. But having the right mindset/perspective allows you to see the beauty and opportunity in this photo and those tough times. #lifeimitatesart #artimitateslife
101,53,Cause I'm not one for long lines and shopping malls... #OptOutside
102,9,Just a little #bocceball on #fathersday
103,20,Woodland Park Zoo
104,36,He was thrilled to see us. I'm sure of it. 😎
105,19,"Work outfit today.
Doing my part in leading the 9/11 Day of Service with the Secretary of the Interior and @the_sca"
106,15,Clown @sircharis with his new #headphones #noisecanceling #newbeats #surroundsound
107,8,My motto. My mantra. #newexperiences
108,6,Sign in at #islandwood for the #legacycamp @naturalleaders #naturalleaders
109,418,"Call me George Gervin with the pick and roll
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Get it? Iceman? 😂😂"
110,70,"The sun sets on Seattle and my 2nd quarter of grad school. Homeward bound in the am.
———————————————————————
#Seattle #igers_seattle #SeattleShots #instadaily #instagood #iPhone6 #Seattle_community #agameoftones #fatalframes #adventureisoutthere #adventurer #explorationgram #exploreeverything #explorers"
111,51,"I haven't accomplished anything yet, but still blessed to be able to give back and (fingers crossed) inspire or mentor the kids coming behind me. The North Cascades Youth Leadership Conference brings 60 youth (14-22) together and provides tools to build their awareness, learning, inspiration, and engagement in the outdoors while connecting them to networks and potential internships. ————————————————————————
#youth • #mentoring • #leadership • #npsyouth • #ncascades • #YLC2015 • #NOCA • #FindYourPark"
112,44,"...so she did.
#internationalwomensday"
113,16,"Every risk holds a reward, every obstacle an opportunity"
114,87,"When can something as majestic as Yosemite falls be dwarfed?
When it's lined up with meeting the President of the United States @barackobama
#ElPrezatElCap #FreshTracks2016
#WATTBA"
115,17,All of the National Geographic covers....ever. At the NatGeo headquarters in the heart of DC. #NatGeoBYT #vscoboss
116,31,"Good morning
#GrandTetons
#GrandTetonNationalPark
#myGTNP"
117,2,#ncwild #northcascades
118,13,"Canoeing on Ross Lake, #NOCA #ncwild #summer12"
119,329,"Here’s to birthdays
To new years
To growth, becoming the best me
To laughter and joy
To the “cocoon phase”
To chasing wonder and adventure
To greatness in progress
⠀⠀⠀⠀⠀⠀⠀⠀⠀
And also wishing a #HappyBirthday to the other fifty ‘leven people born in March. I have questions about our parents and the month of June...but I’m not sure I want answers 🤣😂
⠀⠀⠀⠀⠀⠀⠀⠀⠀
📸: @elyseketura"
120,266,"I pledge allegiance, my brother’s keeper til I’m death departed
#HitThemFolks #GouldingMagic"
121,60,"""#Nature is painting for us, day after day, pictures of infinite beauty if only we have the eyes to see them.""
-John Ruskin
#NOCA #ncascades #mountains #ruskin #PNW"
122,24,No no no no no no... 🙊🙀😶😵😂😭😂😭 #weak #lebronhairline #mademyday
123,51,Here's to 6am trains and 🚝 24 hours in Philadelphia 🚝
124,51,"Had to do it again...
#SkyZone
#TrampolineDunks"
125,19,
126,53,"So proud of this guy, my brother, @sircharis the graduate."
127,171,"“When you photograph people in color, you photograph their clothes. But when you photograph people in black and white, you photograph their souls” (Ted Grant)
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I can only hope that this is what my soul looks like. Here’s to being contagious and sparking smiling souls in 2018."
128,6,@samhos focusing on his yoga poses @outdoornation @the_sca #ONamission #scaserve
129,282,"⚡️📚 GIVEAWAY 📚⚡️
⠀⠀⠀⠀⠀⠀⠀⠀⠀
My dad’s 60th birthday is next week, and for the past couple weeks I’ve been thinking about how we’re connected, about how his legacy continues through me.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I love books and reading, and while it comes from both my parents, there’s a part of my dad that has stuck with me, this idea of learning never ending.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Growing up, we had a wall of bookshelves in our tiny apartment. Books on every subject, books of every size. When people would come over, or would see him reading something, my dad would let them borrow the book, give away the book, or buy another copy for them, sharing that knowledge and building connections through books.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Sharing a book is personal, telling someone that there are ideas you believe might be interesting or helpful or entertaining, sharing learning, sharing life experiences.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I’ve seen myself growing into that sharing, that legacy, so I’m giving away a few of my favorite books! These books are a collection of my childhood favorites, tools in my work and personal life, and a celebration of Black women authors.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Books:
-Children Of Blood and Bone (@tadeyemibooks) & Empathy (Roman Krznaric)
-Honey I Love (Eloise Greenfield) & Teaching Community (@bellhooks_)
-The Chronicles Of Narnia (CS Lewis) & Black Faces, White Spaces (Carolyn Finney)
⠀⠀⠀⠀⠀⠀⠀⠀⠀
RULES TO ENTER (US only):
⠀⠀⠀⠀⠀⠀⠀⠀⠀
1. Comment your favorite book and your takeaway/lesson from it.
2. For an extra entry, tag another book lover!
⠀⠀⠀⠀⠀⠀⠀⠀⠀
That’s it! I’ll share the three winners soon. Happy reading!
#NationalBookMonth
⠀⠀⠀⠀⠀⠀⠀⠀⠀
📸: @elyseketura"
130,201,"Struggle is a part of life, and overcoming struggle a part of growth. That element of challenge is a big reason why I love climbing.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
The first time I ever went climbing, a few friends took me to Mazama. Now as a kid, I used to climb EVERYTHING (ask my mom). So I was preeetty confident this would be simple. I mean, I’m an athlete right?
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I Thor’d my way through a few routes (“ANOTHER!”), confidence right through the bright blue skies I was climbing under
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Then it hit. The route that wasn’t straightforward, the mental/emotional baggage I hadn’t beat yet, the challenge that wasn’t like ones I had faced before, the tough semester in school or the semesters out of it, the hold/crimp that would force me out of my comfort zone
⠀⠀⠀⠀⠀⠀⠀⠀⠀
And I sat there.
I sat, strung up stories above the ground, arms pumped up and unable to drag me through, ready to quit. I asked to be let down (multiple times, and my friends didn’t let me, literally and figuratively). So I sat. I sat, then tried, and sat, then tried something different. I sat, and cried (jk), and sat, then asked for advice
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Eventually, I made it to the top of that route (then they let me down). While I made it to the top this time, climbing is a reminder of those times in the middle, the struggle, the learning, the growth
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
So for those of you who are facing those sitting moments in life, the middle moments of your climb, I hope these reminders help you find your next hold:
- It’s ok to sit and not have a next move. Sometimes it’s ok to pause and regain energy for what comes next
- It’s ok not to be strong all the time. Just like in climbing when you can’t muscle through everything, strategy can help just as much as strength
- It’s ok to take what looks like a step back in order to move forward. Progress is not only measured at the end, but in the ste it takes to get there
- Trust your support, seek perspective. I get lost in my head, in the frustration of what I’m currently facing or trying to accomplish. In those times, I have to trust the perspective of those who are mentors (more experienced climbers) or the support of family/friends (my harness/belay)."
131,32,"The man and his mountains.
#GrandTetonNPS #FindYourPark"
132,59,Throwback to three weeks ago and my last night in Seattle. Thanks MJ for the tickets! ⚽️👌🏾
133,102,She's not pleased with her payment for helping with the leaves. 🤗🤗🤗
134,16,
135,26,
136,200,
137,215,"What was your introduction to the outdoors?
⠀⠀⠀⠀⠀⠀⠀⠀⠀
This question is often asked in the outdoor recreation and environmental education fields, an effort to build common ground as people share the grounding experiences that inspired their love or connection to nature and the outdoors. Often these founding experiences are an adult introducing people to camping, first time canoeing/climbing, or family trips to national parks as a kid (if you were so lucky).
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Last year, the folks over at @brownenvironmentalist started a campaign to amplify the experiences, contributions and leadership of Black, Indigenous, and People of Color (BIPOC) in the environment. BE uses the hashtag #BeenOutside to “celebrate the different and many ways that BIPOC have spent time in the outdoors for generations and throughout history, and how bipoc continue to enjoy time outside today.”
⠀⠀⠀⠀⠀⠀⠀⠀⠀
As I look back and write my #BlackHistory, and tell the story of my connection to nature, I honor the fact that it was planted in me by my mother’s fertilizer-soiled hands. As I look forward and write my #BlackFuture and my journey as an educator, I honor and realize that growth also has its roots in my grandmother’s #GouldingGardens. An educator, or anyone seeking to create lasting change in a community, has to live and teach with their mindset, the mindset of a gardener. Just as a gardener creates neither the seeds nor the soil that are in their garden, an educator organizes and brings together the resources available in their community. Just as the gardener tends to the environment surrounding the plants and their potential for growth, resilience, and sustainability, an educator also has to have a keen sense of awareness of the different factors that both block and encourage the growth of the young leaders or people they work with (in my case).
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Read the whole tribute on my page through the link in my bio and I hope you connect to your past to #ChangeTheNarrative as well!"
138,88,The queen listens to her birthday toasts #HappyBirthdayGrandma
139,74,"Here's to my whirlwind week in LA, a week spent as a tourist, a taco consumer, working with the community of Compton, and with framily (@jdexplore @gardenxica ) Great first visit, guarantee I'll be back!"
140,51,"""Yeah I think I got one
Her soul is Presidential like Barack, son
Yeah she call me Goose, I call her Maverick 'cause of Top Gun
They say we annoying, they just jealous cause we got love aw yeah""
Happy Valentines Day to my Kim!"
141,67,
142,12,#reflections during today's snowshoe hike #npsacademy13 #scaserve
143,8,Eagle statue at the #northcascadesinstitute during the #youthleadershipconference
144,17,
145,69,"Me and Kanye earlier today.
She doesn't smile. (Her name also isn't Kanye)"
146,26,
147,7,"Some days, being a #dog is #ruff 🐶 #laughathispain #imnotfunny"
148,35,Thursdays
149,405,"I am Nat Love. I am Selika Lazevski. I am Bill Pickett. I am Cleo Hearn. I am Cheryl White. Black people are woven throughout every aspect of America’s history, including the experiences at the root of cowboy culture and history.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Even today, in Houston and Compton (with programs like Compton Junior Equestrians @comptonjrposse @comptoncowboys), we’re continuing that heritage and connection to riding. We have leaders like Donna Cheek at the top of their sports. We continue to ride.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
So yeah, we do that too."
150,8,#breakdancing at #camplong #scaserve
151,45,Love What I Do: Allie and Brother Wilderness from (@wildernessinquiry) lead the St. Paul #naturalleaders on a hike and discussion about #CommunityEngagement and the outdoors
152,20,#Cowboyboots with character
153,10,#tbt @the_sca @samhos looks like he's starting the national anthem. #GrandTetons in FOUR DAYS!!
154,13,Night time talking with the Austin artists at #HopeOutdoorGallery #AustinAdventures
155,13,@samhos staring at the #tetons at the end of the day3 snowshoe. #npsacademy13 #scaserve
156,14,"It's said there are only two certainties in life, death and taxes.
It's actually death and the Knicks losing. You can run from the IRS."
157,5,I'm #outdoorsy #ONamission @outdoornation #scaserve
158,21,First baseball game in forever...
159,74,Sunday I saw seagulls and ships in the sound 🛥
160,207,
161,16,These three lights. 🔥🌕📱
162,374,"“I’ve never seen you and @juanwith_nature in a suit!”
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Well here you go 😂😂
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#SometimesICleanUp
#JuanTwoThreeCheese
#JuanPhotobomb"
163,31,"I never saw a discontented #tree. They grip the ground as though they liked it, and though fast rooted, travel about as far as we do. #JohnMuir"
164,6,This girl...
165,4,Reading material on deck....
166,48,
167,27,#rp from @swt_newbein
168,25,Today was a luggage and #plane day...
169,6,Easy fold #poker #chips
170,17,#work #scatraining @the_sca #scaserve
171,11,Day one of the urban commuting crew. My office has clouds for a ceiling @the_sca #youthoutdoors #scaserve
172,48,👴👵 #FAMILY
173,27,
174,8,Admiring the Tetons #npsacademy13 #scaserve
175,52,"🐘 Needles and Elephants 🐘
——————————————————
#Seattle #PinkElephant #ColorSplash #SpaceNeedle #igers_seattle #instadaily #instagood #Seattle_community #agameoftones #fatalframes #KillerKaptures"
176,32,"Good morning Seattle

On the way to Bainbridge Island"
177,48,📵
178,4,#rosslake #ncwild #northcascades
179,24,Seen in my neighborhood. It's probably true.
180,35,"An #octopus tried robbing a bank this morning. It didn't have a gun, but it was 'well-armed'. #🐙 #JokesForDays #KanyeSmile 😄😐😒 #SeattleAquarium"
181,77,
182,45,✈️✈️✈️
183,47,🏀🏀🏀
184,51,"A #tbt shoutout and #HappyBirthday to my grown little cousin Sophia!!! I can't tell you exactly when we switched from annoying each other to having each other's back, but I've come to admire how completely you love, your crazy honesty, and crazy determination. Keep being a boss! In the words of Sophie, ""That's #love"""
185,28,Focused on my purpose and advancing my mission. #NeverNotWorking
186,14,#rp @jennifercamiloo 😦😧😭😂😭😂😭 I had to stop while reading this at least three times #dead
187,41,Mood.
188,31,Squares and diamonds
189,440,"Greensboro Four
February 1, 1960
⠀⠀⠀⠀⠀⠀⠀⠀⠀
David Richmond, Franklin McCain, Jibreel Khazan (Ezell Blair Jr.), Joe McNeil
⠀⠀⠀⠀⠀⠀⠀⠀⠀
When the students sat down at the ""white only"" counter of Woolworths they were told they would not be served. The police were called, but the Greensboro Four stayed until the store closed that day. The following day, twelve African Americans sat at the counter, and the protest grew.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
The group returned the next day with 25 men and four women and sat at the lunch counter from 11 a.m. until 3 p.m. enduring racist vitriol from the white customers. The students sat with their books ignoring the hecklers, according to reports by WFMY News.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
The Greensboro Four's act of courage inspired others. The Student Nonviolent Coordinating Committee (SNCC) was founded in Raleigh, North Carolina, during the height of the sit-in protests in April 1960.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Their example has me thinking about how to spark change, how it takes courage and actions that go beyond words, how it means chipping away at the status quo, how it involves risk and potential sacrifice. What’s my bold action? How do I show up and stand up for what’s right?
⠀⠀⠀⠀⠀⠀⠀⠀⠀
It also has me thinking of the impact we all can have. These four did not become national faces of the movement, they didn’t become leaders who everyone followed. In some cases, they received backlash and had trouble finding jobs locally because of their stand. But their actions these few days were leadership in the sense that they inspired others to move towards change. Your actions, however small they might seem, have the same power. You don’t have to be a charismatic, upfront, national public personality to lead and influence others. Put your hand to work with the skills you have and where you are, and we can change things together. ✊🏾"
190,100,"I do my best to make friends and hang out with people who are great at what they do. This way I get to learn directly from experts, dive into the mindset of greatness, and am inspired to further improve on my skills and strengths.
Oh, and occasionally I get dope photos taken by dope photographers like @antmayphoto 😎"
