,number_of_likes,caption
25,33,😍😍😍 when you know you just know. #love #lobsterroll #downtownla #watergrill #lit
26,134,"Work trips. Don’t let the sunshine fool you. Apparently it does get cold in LA. .
.
.
#santamonica #LA #Beach #Loews #lit #LAwinter #Bevnet #worktrips #extra"
27,134,"Flatiron. I love architecture and I love this city.
.
.
.
#flatironbuilding #flatiron #nyc #selfie #staylit"
28,2,This made me laugh. #saints #nola
29,40,We clean up real nice. #bffs #newyears #lit #itwaslitfam #turnup #readyfor2016 #newyearseve #Houston #3livecrew
30,30,"Views. I really like this city, but I can do without the cold. #lit #chitown #itwaslitfam #goodmorning #views"
31,98,"Ice in my veins last night over my brother @_mliu and ice packs all on my body today. Had a blast running with the @overtime crew last night. ‘Twas Lit! Thanks for making this happen, Mike! Happy Birthday Brother! .
.
.
#nyc #overtime #lifetimesky #bball #stepback #notoldyet #lit"
32,50,Back on my grind. Friday night workout. #gymlife #gymrat #fitbody #fitfam #fitness #lean #muscles #eatcleantraindirty #newgoals #fitspo #hardwork
33,18,I'm so freaking proud of my little brother @ackeamm_ . He too has an appreciation for the arts and for music! Here he is with his high school at their National Show Choir competition in Illinois! Bring home the trophy this year!!! #uniondalehighschool #proudmoment #bringhomethetrophy #nationalshowchoir
34,15,Wildin out at #acl waiting for Kanye and Nas #austin
35,13,Back when a nigga had barely any body fat. 😏 senior picnic day with my boos! #tbt #highschool
36,8,Sunday Funday!
37,65,She thinks my beard is a treat or some kind of toy. She will not stop eating my beard. #puppylove #zoey #dachshund #howiwokeup #dogsofinstagram #puppy
38,37,Gains. Abs are trying to even out. #gains #fitnessselfie #fitness #muslce #gymlife #lean #summerbody
39,166,"Out here with these two DIMES! I can’t stand them though.
.
.
.
#sxsw2018 #faderfort #calmbeforethestorm #sxswbae #outhere #lit"
40,9,Lunch break!
41,30,Came to see my family today! So excited for this little one to grow up and start walking although he's only 3 weeks old! Can't hold him today though 😔 #nephew #love
42,22,Looking like a bunch of tourists! #weinmainemayne #portland #readyforlobster
43,8,How my mom and I talk to each other lol.
44,13,I was so pumped up. Pre-mudder pep rally! #toughmudder #austin #texas
45,33,My sweet ass ride for the day. Going beach cruisin!!! 😁😁 #galveston #beach #cruisin
46,41,"New cleats. Meant for soccer, but they will be used for soccer, ultimate frisbee, flag football, sprints, and whatever else I can think of that involves grass!! #mercurialvortexfg #cleats #sports #nike #soccer"
47,9,My dinner. #cook #chicken #rice #stew #jamaican #cuisine
48,71,"Being touristy AF with the groom. 🤷🏾‍♂️. We ouccheeaa.
.
.
.
#veracruzingtorogers #veracruz #everdaywelit #lit #mexico #touristAF #groom #extra"
49,10,He made sure he got in the water fully clothed!! Lol
50,114,"Pops is in town for work in H-Town and we were able to kick it for a bit. Always lit. .
.
.
.
.
.
.
.
.
.
#DAD #HTX #Houston #lit #fatherandson #imtaller #goodtimes"
51,75,Haven't sang this song in so long. I think my depression about my music is finally over. #original #music #piano #ilovemusic #singing #songwriter #singer
52,1,Tried to make my feet look pretty ha ha. Riding shotgun in my car
53,57,😍 I want this dog so me and my dog can love on it eternally! 😍#turn #imactuallyfreezing #doglover #Atx
54,58,Nike Dri-fit addiction. High socks. Less than 10% body fat. Working my ass off and slowly reaching my goals. #gym #fitness #nike #drifit #workout #hardwork #training
55,90,Love these two beautiful babies! My year is made after seeing these two along with my brother and his family. #unclerich #kodakmoment #christmas2016 #lit #happy
56,4,Snow day
57,21,My view.
58,71,"Can’t stop being extra. 📸 @tamara_smart .
.
.
#monarch #nyc #views #ESB #empirestatebuilding #newyorknewyork #extraaf #lit #nycrooftops #newyorkstateofmind #oldfashioned #threepostsintwodayswhoami #bye"
59,89,Shoutout to making my friends take pictures of me. @drizzyness #welit #sxsw #capitalonehouse #antones #atx #mychristmas #itslitliterally #theyloveme #kbye #atx #austin
60,121,
61,10,Meeee
62,8,My negro and I at the batting cages!! Shit got real real.
63,48,Forgot to post this a few weeks ago
64,19,I kinda love this pic of me and @angie_oflaherty! #crewlove #sundayfunday
65,1,It takes dedication to be this ugly for a month #noshavenovember
66,38,"This happens when I get bored and when I cannot sleep, which is basically every single night of my life. When your mind races as fast as mind does, this is what happens. #beauty #goodbye #original #myfirstlove #piano #isweartheyremyhands #😁 #iwroteasongandijustfeltlikeplayingit"
67,26,Taking the bike out today to break in the new tires! Such a nice day to be out! Honk if you see me lol!!! #biking #schwinnfrontier #fitness #exercise #goodtimes
68,10,I am jammin right now. I love this song#pandora #envogue
69,35,
70,30,This 15 second piece doesn't do this song justice. Adding a new twist to something I wrote a little while ago. #piano #music #musing #newtunes #ilovemusic #musiciansorta
71,19,Hadn't played in a hot minute. My other love. #piano #music #ilikemyhairinthispic
72,4,College Gameday New Orleans #NOLA
73,37,"A little beat up, but I keep this in my car every day as motivation and I live my life in this way! #livesoda #kombuchaism"
74,54,"Obliques and shoulders a month later 😁. Not much cardio this month, but lots of high rep workouts and swimming. #progress #hardwork #fitness #lean #dedication #gymrat #gymflow #gymlife #fitbody #healthyliving #progress #gymspiration #training"
75,15,Oh you know just watching the dal/okc game with my boo
76,5,She waits all day for me to come home do she can cuddle lol. #puppylove
77,43,My brothers of 15+ years! Damn times flies. #brothers #friendsforlife #signaturepose #dressedup #bowties
78,43,I love weddings! The lovely brinde and groom!!! #rivaswedding #love #bride #groom #wedding #reception #swag
79,49,Out here chillin with this monster of a Rhodesian Ridgeback. #swaggedout #swag #pancho #chillin #happyholidays
80,15,We had a live fantasy football draft! Shit just got real. Ready to defend my championship. #fantastyfootball #draft #live #nfl #league #championship #2012
81,48,Who says you need a grill?!? #steaknight ##mediumrare #steaks #panseared
82,3,New shoes #clarks
83,36,Loved seeing my pops this weekend. Not everyone can say that they were able to turn up with their dad! 😁 #isthatyourbrother #dad #vibes #lit
84,4,Me and the home Maxx
85,50,My second home. #gymlife #gym #workout #hiit #fitness #fit #sweat #nikefreerun #nikedrifit
86,36,"""I'm not scared to tell the world about you""
Frank Sinatra inspired me today, so I've been writing. #newsong #telltheworld"
87,52,"When you're not 6'7""! 😔 #cali #tallfriends #midgetlife #lookatmyeyes #preturnup #expowest #crew"
88,14,I was a fat baby! 😁😁😁 #tbt
89,98,Putting on a little mass. I'm all in and devoted. 😊 #fitness #hardwork #results #gymbody #fitbody #fitsporation #gymspiration #gymlife #gymrat #muscle #abs
90,143,"Views.
.
.
.
#views #nyc #mrpurple #thecity #oucchea #secondhome #nevergofulllightskin"
91,66,If any one knows me they know I'm a Giants fan! Met @teamvic tonight! Swag! #giants #newyorkgiants #nfl #swag
92,35,"""Stay with me"" -Sam Smith (cover) I absolutely love this song. #cover #singer #lovesong #samsmith #music #ilovethissong #ballad #staywithme #sam #smith #samsmithworld"
93,24,"How I dress to go to the movies. ""Let Me Explain"" was hilarious. #letmeexplain #cape #superrich"
94,16,"Today must be my lucky day. Random guy saw me driving to lunch and asked if he could fix this dent in my car. Initially he asked for $500 dollars to make it ""perfect,"" but I talked him down to $100 dollars and it's perfect enough. ☺️ #happyrich #dentremoval"
95,38,New shoes to beat up in the gym. Whoop!!! #workout #nike #fitness #shoes
96,19,My new boo on my background. 😍 #fitness #love #sexy
97,32,"Believe it or not, this is my aunt! Love her. #family #newyork #jamaicans"
98,91,Views from the Pacific. GoPro selfie! #lit #itwaslitfam #torreypines #lajollashores #gopro #beachhike #cali #sandiego
99,59,Oh you know just warming up for my birthday. 26 in this bih!! #topgolf
100,20,"I gave up on grooming myself, but my hair is on another level. #sexy #selfie #rough"
101,27,First learning piano in the studio #throwbackthursday
102,33,Turned my downstairs into a studio for the next few days! Producer and I working on my next album. #careless #music
103,56,Pouring up before we hand out these gifts. #santaclaus #elf #pourinup #mybigbro #galveston #bulletproof
104,34,😍. Before my lova and I headed to the gym today. #bae #fitcouple #fitbody #mylove #legday
105,40,Carving them out one by one #fitnessbum #gymrat
106,22,Coffee connoisseur... I love you. #latte #😍 #bae
107,51,The love I got from these two was not captured in this photo unfortunately. Just know they loved me. #Radar #Buddy #dinnerwiththeross #dogwhisperer
108,24,Work attire. And beautiful hair. 😁 hi!
109,40,This made me so happy. My friend got me my home country's flag!!! 😁😄
110,29,"Bootcamp for Camp Gladiator yesterday. I'm infinitely sore right now, but it was a blast working out and shooting with them. Our instructor was a former NFL player which explains why I'm dying right now. #campgladiator #fitness #austin #texas #zilkerpark #bootcamp #gladiator #cg #fitlife #hardwork #dedication"
111,10,My rugged look!
112,6,Real life! And I'm about to go run in this shit. #texas #heat #weather #hot #sunny #crazy
113,11,I had a phone call. 94 called and asked for their cell phone!!
114,18,This has to be the funniest shit ever!!! I can't breathe!!!! 😂😂😂
115,73,Lasagna was a hit! #chefrichard #lasagna #food #instafood #dinner
116,38,Me and my buddy Batman! We hang out from time to time. He also enjoys Live Kombucha Soda. #casasuperherorun #superherorun #livekombucha #livesoda #batman #darkknight #brucewayne
117,30,9 miles today! #running #run #trail #fit #fitness #fitsporation #cardio #nike #nikefreerun
118,2,For the love of music...
119,27,Been ballin since day one! My little league baseball days. We won the championship that year!!! 😁#baseball #littleleague #oldschool#throwback #pitcher #shortstop
120,1,New Years Eve #timesquare
121,133,"This little dude @kingajmc is 21 today. Baby brother can “go to bible study” with me now when I’m back in New York. That’s what we’ll tell Mom at least. Can’t wait to officially have a drink with you when I’m back in NY. Have the best day ever and be safe. Love you little dude. Drinks on me today. .
.
.
#212121 #happybirthday #littlebrother #itslit #nyc"
122,30,I love the acoustics in my apartment. I decided to play a song I wrote in a different key and it actually turned out magical. Late night musing. #15secondcover #mysong #treatmegood #gettingbetter #piano #original #nshit
123,40,Second annual Backyard slip-n-slide with these fools! #lit #itwaslitfam #turnt #welit #mdw2016 #MDW #lifeisgood
124,30,Keeping me in shape since 2012! @livesoda and @oatmegabar! #secrettosexy #catsoutofthebag
125,8,Favorite song on the album #takecare #drake
126,23,All set up! I'm taking all these stairs in the airports today on my way to New York!!! #nikefuelband #nike #fitness 😁
127,44,Love these two. The most amazing couple I know. So great to be apart of their family. #fagliewedding #family
128,66,Crazy socks!!! #fagliewedding
129,192,"I got up five times. Blake, exactly zero. Early morning surf session in Huntington Beach. Litty.
.
.
.
#litty #beach #surfing #huntingtonbeach #surfcity #amateurhour #beforeandafter"
130,27,Volleyball today for 4 hours! Awesome day! #volleyball #outdoors #fun #sports #sand
131,29,After finishing tough mudder.
132,33,"A super snippet of the first single off my album ""Careless."" We're almost finished. 😁😁😁😁 #music #careless #music #album #musichasmyheart"
133,27,"Stole this recipe. Italian sausage with pease, carrots, spinach, and veggies. Malbec. #dinner #wine #delicious"
134,36,Dinner tonight courtesy of My Fit Foods. 😍😍😍 #chicken #broccoli #mashedlotatoes #myfitfoods
135,4,Happy Monday and an Happy me. ☺
136,11,Yes there is traffic downtown Houston on a Saturday afternoon. 😖 #traffic #houston
137,161,"Today’s hike squad. T’was lit.
.
.
.
.
#lit #reiadventures #Day3 #hikesquad #mountains #beautiful #Niceland #Iceland"
138,45,Up late prepping meals for a few days. Saving money and eating healthy. 😊 #food #mealprep #fitfood #fitness #chicken #avocado #sweetpotatoes #rice #cabbage #fruit #apples
139,32,Exploring the woods behind the bed and breakfast and I got this awesome shot from the GoPro! Need I say that this is lit. #💡 #itslitfam🔥 #abbeyslanterninn #inthewoods #exploring #actionshot #gopro ##woods #richardrobinsonphotography
140,7,Shoes from Spain!!!! Espadrilles 😍😍 #shoes #spain
141,50,Still got it. My grandma taught me how to sew when I was 6. #pimp #sewing #grandmasboy
142,36,Beachin in with my two buddies. #galveston #beach #sun #fun #sand #spring #texas #ocean #gulf
143,28,I literally ran out of energy. Not bad for not running for two weeks. #run #fitness #fit #cardio #endurance #trail #nike #freerun
144,51,Dinner tonight because I felt like making salmon. I'm clearly husband material! #dinner #healthyliving #fitnessfoods #healthy #salmon #spinach #avocados #rice #livesoda #kombucha #orange #imawesome
145,12,Hi ☺
146,53,"My brotha. Gotta pay tribute to this guy right here. Serving our country and being not only a great person, but an even better father. Love this guy!! #mdw #memorialday #mybrother #reunited #galveston"
147,19,What I look like when I play ball. 😁😁😁
148,1,Why don't you love me? #storyofmylife
149,33,Showing me all of her medals and awards! #athlete #beastmode #goodgenes
150,32,Waiting for football season like...#giants #onlyafewmoreweeks #giantsnation #bucket
151,94,"My little sister is 8 and soooooooo cute! Haven't seen her in so long! .
.
.
#babysister #growinguptoofast #shescuterthanme #ATL #Georgia"
152,50,I didn't remember this picture at all. My boy Cole in his bear costume. I love Austin. #sundayfunday #bear #party #drunk
153,13,Don't know who had the better form. Lol. #topgolf #golfswing #fun
154,30,I laughed so hard. 😂😂😂#niners #superbowl #poweroutage #superdome #ravens
155,9,I couldn't have said this any better. #virgo
156,22,My Vietnamese brotha!!!
157,31,Glow up at 29. When your beard finally starts to look decent. Hallelujah. #patchesmcgee #itslit #glowup #happy
158,59,
159,81,"Struggle beard, but here for national selfie day or whatever fake holiday we’re celebrating today. I’m just here to spread love and forgiveness n tings and remind people to love themselves even if your beard doesn’t cooperate with the rest of what your face is trying to do. Anyway, have a great day. .
.
.
#strugglebeard #work #living #nationalselfieday #staylit #lovelife #postthemselfies #LA"
160,33,Yoga in time square! #solsticeintimessquare
161,39,Ate this for lunch today at the Domain. The greatest chicken ever!!! #roastedchicken
162,26,Picking up a turkey like a champ! I used to bowl in my former life! #bowling #imthebest #itooktwoyearsofbowlingincollege #champ #ilovebowling #lookattheflickadawrist
163,23,Baby brought me back an awesome hat from Cali. #snapback #hat #california #vans
164,6,Merry Christmas :)
165,81,Finessing in these Houston streets. #lit #finessing #Houston #Graces #kodakmoment #ouchea #tistheseason 📸 @barygiggers
166,58,It's lit. #lakelife #birthdayweek #turnup
167,25,"""Take a picture with me and Lucky""...#sister #dog #family #chillin"
168,92,"Uh oh, somebody already loves me. #puppy #cute #newboo #dachshund #tiny"
169,42,On my Corporate America hustle. #business #marketing #sales #career #suit #businessprofessional
170,101,"It’s not a holiday until we give the people what they want. The hottest out. Might submit to @gq .
.
.
#holidaypics #thanksgiving #gq #styling #jodeciback #albumcover #lit #probablygonnamaketheseintochristmascards #staylit #models #oucchheea"
171,22,Nice day out. Sun roof weather!! #selfie
172,97,"Working on my GQ portfolio. 😂
.
.
.
#coronadoisland #beach #beachandmountains #itslit #notamodel #gqhollaatmethough #lit"
173,5,The gang!!!
174,27,"I shot a gun for the first time today! Only took 28 years. It's hard to tell, but I was shaking like crazy. #12gauge #firsttime #skeetshooting #0for18 #itwaslitfam #turnup"
175,91,"Wouldn’t be me if I didn’t do something extra basic today so here you are! ACL in my beautiful city of Austin. Stay lit
.
.
.
#acl #austincitylimits #festiveaf #lit #jayz #hot #basicaf #bestcity #atx #livingmybestlife"
176,41,Found this on their site! Fuck yeah!!!! #toughmudder
177,2,"Hand written ""anything"" is an endangered species"
178,35,#heyboo #fitbody #fitness #newbackground 🙌
179,100,"Waiting on my flight and the lighting was great so hi! Not pumpkin spice btw.
.
.
.
#basicrich #starbucks #notpumpkinspice #denver #lit"
180,158,I actually don’t hate these two. Everyday we lit. #fam ##bff #rainey #rainyonrainey #lit
181,45,Warrior Dash. Jumping over fire. Temporary pic until I can get the real one 😁😁 #warriordash #centraltexas #event #fitness
182,58,Art. #lit #art #fresh #sculpture #htown 📸 @barygiggers
183,30,When your barber hooks you up like jumper cables. #💡 #freshcut #beautiful #selfiegamestrong #itslit
184,21,My saturdays! Summer time volleyball!!! #zilkerpark #zilker #volleyball #sports #fun #summersaturdays
185,22,Feeling myself today. My hair is untouchable lol #sundayfunday
186,59,"They blessed us with an IN-N-OUT in central Austin, 5 minutes from my place and one minute from my gym. So I get to see the sign to AND from the gym. Jesus help me!!! #innoutburger #notgoodformydiet #animalfries #amen"
187,62,Halloween in this bih!!! #cerealkiller #halloween #2013 #cinnamontoastcrunch #frootloops #frostedflakes
188,18,Me and my ninja on 6th street. #swag
189,150,"It's not the holidays unless we give the people what they want.
.
.
.
.
.
.
#family #goals #easter #lit #fresh #Galveston #EasterSunday #pastel #puppylove"
190,21,Came to see these two angels (devils) on my lunch break. #zoey #lucky #puppylove #dogsofinstagram
191,61,Damn she makes me look so good. My love. #baby #sexy #mylove #almostmatching #party #housewarming
192,14,Downtown Houston #oucchhheeaaa
193,37,Crazy clouds!
194,18,My sexy face 😌
195,48,Tailgate SZN. #longhorns #lit #latepost #redbullshouldsponsorus #Texas #Longhorns
196,10,Hi
197,9,#mom #whitneyhouston #rip
198,19,Fell in love with basketball again. Added it as apart of my fitness regiment. Still committed. #shooting #basketball #fitness #firstlove
199,44,"Look what I found! Yes, I was a nerd in high school. A super cool nerd, brah!! #nerdlife #perfectattendance #highschool #loser #badass #schoolboy"
200,19,160 year old book my co-worker brought to work. Passed down from her previous generations. Crazy!! #history #oldschool #antique
201,28,Cause it's starting to get warm and this is where sexy starts! #breakfast #healthyliving #eatingclean #fitnessfoods
202,141,"@ bae.
📸 @jadeelease .
.
.
#Dallas #living #nightlife #bae #richsignal #lookingforbae #lit #life #JETphotography"
203,66,Tito's and Topo. Flannel SZN. Lit. #tistheseason #lit #atx #gloup
204,52,Where I get half of my juice from. #oldman #dad #firsttimeinaustin #itslit #turnup #🔥
205,49,Can't break SXSW tradition with my bro's! #itslit #imtired #sxsw2016 #tradition #itwaslitfam
206,10,My hair>>>your hair 😂😂 *✋👋✋👋✋👋* *drizzy hands!
207,103,"In the streets with the Birthday babe @hownottotravellikeabasicbitch. I’m trying to get a girl that looks at me the way she looks at my beard. 😂 .
.
.
#imthebestguysheknows #birthday #atxliving #sundayfunday #threedrinklimit #greenlight #rooftop #beardgang"
208,19,What I wore to the mall today. *Shrugs* 😝#nike #drifit #gymgear
209,52,"BrainJuice in the city for Fancy Foods. Leggo. .
.
.
#stylin #BrainJuice #SundayFunday #work #Marketing #lit #focusnow #theypaymebutthisaintnoAD #model #almostaninfluencer #amen"
210,30,We rock!! Pink for breast cancer awareness! #breastcancerawareness #ultimatefrisbee #airtrafficcontrollers #austinsportsandsocial
211,74,"Family. Hadn’t seen my uncle in 6 years, but came to the Bay and got to kick it. .
.
.
.
#sanfrancisco #family #uncle #cali #thebay #bayarea #worktrip #onelove"
212,33,Mom came to see me at work. Swear to god this is my angel on earth. I love her SO damn much! #mom #mylove
213,32,Paying homage to my dad because we're basically twins!! #sundaythuggin ##sundayfunday #fun
214,8,My lovely little friend Erika!!! I look so gone ha ha. #halloween
215,86,"Shoutout to pumpkin cupcakes, pumpkin margaritas (apparently that’s a real thing), and pumpkin spice lattes. Also, I was sweating in this picture because Texas weather ain’t shit and it’s hard to dress for it. Anyway, stay cool, or hot or whatever. Happy flannel szn.
📸 @ldkaye .
.
.
#fall #lit #pumpkinspice pumpkinszn #cupcakes #sugarmommas #atx #flannelszn #basicrich #baesic #coldandhotatthesametime #hashtag #aightpeace #staylit #rundmc #art #streetart"
216,3,"Me and the Rhodesian, Winston"
217,10,#concords the shoes everyone was so hype about. I don't even really like em
218,21,Singing my little heart out. #houston #jetlounge #myobsessionwithlove #music #2012
219,35,NYC Thuggin with this one. #nyc #westvillage #goodtimes
220,4,Not bad for not drawing since high school. Ha ha I'm terrible 😁
221,26,A lil something I whipped up for @katalac1989 and myself! #steaknight #spinach #mushrooms #mashedpotatoes #A1 #dinner #chefrichard
222,7,My hands because I'm too stubborn to wear gloves in the gym. Lol. #gymrat #hand #calluses #teamfitness
223,9,Happy Thanksgiving with puppies! #thanksgiving #happythanksgiving #turkeyday
224,4,Sweaty Rich
225,29,Set a goal of 6 and demolished it with 8 miles. I feel great. #nikerun #freeruns #running #fitness
226,34,"Tina Turnuh, Victor Booze, Trillary Banks, and Randy Sauce!! #nolarollas #nola #labordayweekend #ilovemyfriends #nollinwitmyhomies"
227,37,"Forever a tourist. Favorite mural in Midtown. .
.
.
.
.
.
.
.
#HTX #Houston #Art #lit #streetmurals #streetart #alwaysatourist #idontknowwhattodowithmyhands #instaart #bye"
228,32,Boxing workout with my brothers!! #boxing #workout #sweat #cardio #fitness #hardwork #dedication
229,36,Updated back picture. #nofilter #back #muscles #fitness #fitbody #progress #lats #traps #lean
230,33,Downtown lovin! #atx #sixth #street #austin #downtown
231,43,I never felt so small in my life. Met John Salley at Expo West! #oatmega #naturalproductsexpowest #nba #anaheim #cali
232,99,"Two of my favorite humans and I at the Austin Area Urban League Gala. Loved the message and loved hearing about what the AAUL is doing to make our community better for ALL of us.
.
.
.
#AAUL #Austin #civilrights #Atx #Gala"
233,86,When you're trying a take cool picture and @ldkaye needs attention.She's the annoying little sister I'm glad I never had to grow up with. #bestfriendmostdays #iblockheroften #lit #atx #austin
234,59,Dad hats and DBZ! East Village with my brotha. #lit #DBZ #dadhats #NYC
235,21,The weeknd #dallas #concert #music
236,38,#sxsw @_mliu @unclephil418
237,50,Been working. Body Weight 165 lbs. 315 lb. bench 405 lb. squat #progress #fitbody #fitfam #fitness #everydayimhustling #gymrat #gymlife #allnatural #workout #lean #muscle
238,22,"In all honesty, I think I may have found my musical soulmate
.
.
.
#sabrinaclaudio #tellme #love #musicalsoulmate @sabrinaclaudio"
239,11,"Now that the Olympics are over, I'm catching up on some reading. ☺"
240,26,Went hiking today! #greenbelt #austin #atx #nike
241,29,Me and bae. I came to see her during lunch. #almostsevenyearsoflove #bae #lucky
242,29,Morning workout complete! I'm unwillingly evolving into a morning person. #morningworkout #live #workingonmywinterbody
243,22,All I want out of life. A girlfriend to workout with 😃
244,25,I've had this for at least 4 years. The very same one. Just thought I'd pay homage and show support. #livestrong #lancearmstrong
245,45,Out here. My bros! @itsjustinfoo @a_lowe #sundayfunday #thuggin #chillin #atxnjghts #atx
246,44,Open Mic night!! #luckylounge #austin #atx #downtown #open #mic #singing #piano
247,11,Dallas for the weeknd concert with @ebonykcobb and @cynthia8907 !!! Epic concert!!
248,29,"Ab check. Despite slacking like crazy, they're here still. #abcheck #alwaysbeachready #latenightlifts #fitnessislife"
249,51,Intense cardio this week along with full-body workouts. Clean eating like crazy and just going hard in the gym. I also smiled a little this time around. So many goals this year and I continue to work my ass off every single day. #gohardorgohome #fitfam #progress #fitness #abs #lean #eatcleantraindirty #muscle #exercise #gymrat #gymlife #selfie #fitbody #fitspo
250,30,Saw a fellow Texan out here in these NYC streets at the Texas/Oregon watch party! #nyc #party #eastvillage #downtown #thuggin #texas #oregon #alamobowlwatchparty
251,26,Never shaving again just cause. #beardgang #beardsofinstagram #selfie #rough #ifeelsexy
252,12,"Go to YouTube.com/Richardrobinsonmusic and listen to ""invading your space""...you'll love it. :) let me sing to you"
253,49,"Part 2. Bridge to one of my songs titled ""I've changed."" #musing #music #musicismypassion #musician #piano #singer #singing #songwriter"
254,39,Old town. #scottsdale #oldtown #imactuallyfreezing ##arizona #worktrip #lit
255,50,Made it to Jamaica. View from my late grandma's house! #jamaica #itsbeentoolong #hopewell #grandmashouse #motherland
256,36,Beast mode in the gym today with my boy!! Back and biceps. #fitness #back #biceps #weights #seatedrows #deltoids #traps #muscle #hardwork #fitbody #gymrat #gymlife #gymspiration #fitsporation #lean
257,131,"Garden of the Gods was fantastic
.
.
.
#hike #highpoint #gardenofthegods #bestview #colorado #coloradosprings #breathtaking #mountains #lit"
258,71,That one time I won a tire flipping competition and then almost died five minutes later. 300 lbs. #fitnessiguess #tireflip #heavy
259,126,"Two things: really good hair day yesterday and this vest is surprisingly super functional. Amen. Also, I’m not a model, but I’m living my best and most amazing life. 📸 @anerehs_ .
.
.
#fodel #lit #sundayfunday #greathair #staylit #livingmyvestlife #bestlife"
260,15,Birthday girl cheesing!!!! #sushi #dinner @katalac1989
261,23,Hooping at Gregory gym at the University of Texas!! #basketball #cardio #exercise #hooping #texas #UT #GregoryGym
262,7,
263,50,Today was pretty rad! #atx #W #imusuallynotthetallest #downtown #iateapplesallday #anditsnotevenMYbirthday
264,8,Pretty ladies!
265,18,Fitness Models>>>>> Supermodels 😍😍😍
266,1,this city....#ACL #Austin #Texas #Music
267,50,Space Needle was lit. I LOVE Seattle! #spaceneedle #views #seattle #lastday #skyline #beautiful #itwaslitfam
268,139,"Hiking glaciers can bring out a rare smile in a photo. @summerrofgeorge knows how to make me look pretty. .
.
.
#niceland #glacier #hiking #reiadventures #optoutside #iceland"
269,116,
270,18,"""If I never tried to cater to your feelings, I probably didn't deserve to be with you after all, but I swear that I've changed."" Songs are coming along quite nicely and I'm very much excited about finishing my record this year, NO MATTER WHAT!!! Check out this snippet of a beautiful song I wrote and recorded recently! I don't know if people understand how hard I work on this music, but I hope it shows! #newmusic #newsong #ivechanged #music #newalbum #snippet @jlpyne1906 on the immaculate production!"
271,20,"Should probably trim my hair, but probably not."
272,84,"I know I said 30 days, but it's been 15 and I gain 5 lbs 😁. Working on bigger, leaner legs and obliques as well. Been kicking my ass and I'm not stopping anytime soon. #fitness #quads #obliques #chest #abs #dedication #hardwork #training"
273,7,#hova best to ever do it
274,22,Long-boarding in our new office! #suchfun #longboarding #coolkid #ididntfall
