,number_of_likes,caption
97,40,This was my I have to work to get money selfie. But shoutout to my fam @th at_man_jclark for the cut. I felt like I kinda looked like myself today lol
98,26,For real tho.... Smh
99,17,Have more ambition than just thinkin of mainstream values or success... There is more out there... For all of us
100,35,"Word to my boy from round yonder @coolasdom much luv on the shirt. He is making some impressive moves, from the CO back to you fam I REP. #DOMN8LIFE #keepup #stayorginal #beyou #smyf #itsonlyshoeshomie #sole #itsamovement #irep"
101,91,"Happy Mother's day, Momma -Nadine's Son"
102,6,Out here in that basketball wives section.... #lebron #heat 🔥🔥🔥🔥 #nuggetsgame #pepsicenter #withthelady #limolife
103,12,@young_stokey gettin tonight #stokesbrosworkout
104,10,#tbt #otero #ratternation
105,6,#tbt #ratternation #otero
106,11,Damn right lol
107,24,Man 6 years ago... Fresh out of Missouri
108,15,It went down last night... Me and the crew had to put some real bread up this year. We only need a few wins and a biggest loser. Then pay dirt. #marchmadness #calcutta #moneyup #arizona #purdue #Michiganstate #westvirginia #getuspaid
109,18,And I do it as much as possible lol
110,19,Had to do it #lebron #superman #manofsteel
111,16,I don't have one of those emotional brackets like @mocurly or @outspoken_thoughts I'm banking on wins! And I got my 20 for the pool @that_man_jclark where ur bracket!?
112,15,Last night.... ;)
113,25,Bred IV school
114,31,Where were you when you heard America stepped back 20 years... When you found people in the same country as you made a choice out of fear and ignorance... Yea I was in damn suite thinking we had progressed as a nation... See that was a blow to the chest.
115,19,A lot of cats talk bout lookin IN the rim but only a few can really do it! @kingjames #truth #lethisgamespeak #thegreatest #back2back
116,13,@jfitch20 Goin super sayin!!!! Lol
117,49,That's real... Know your circle and use it. That's my job on a daily #repost @_heymstalley
118,8,
119,18,Kendrick Is Not My Friend No More!!!
120,25,This drake ish is mad funny lol
121,68,Flints 7... Easy #phuckyourfilter #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakergame #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #jordan #nike #solepursuit #dailysole #kixtique
122,30,Black power !!!
123,28,Pulled another hoe move wit that #gymselfie *shrugs* at least I make sure 30 cats ain't lookin at me while I do it lmao. #midnightsession #strengthandlength
124,18,I feel you! Lol
125,51,⚡Word to my best friend Jameer. But don't tell my moms lol. Got that crotch 🚀 going ⚡⚡⚡⚡
126,33,"Up in Blackhawk yesterday, changing the game... #stokes_sneakers #itsonlyshoeshomie #airmax #mynikeids #nikeid #nike #3labs?hellno #kickskeepup #maxes #airmaxid #onlyme #1of1 #ihatesneakers #bedifferent"
127,45,End my day with this...
128,39,CG IVs this afternoon be coo #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #coolgreys #retro #4 #crazypair #lacedsociety
129,6,
130,1,One more of the fam... Miss my lil cousin @tayyybaee
131,16,"Two of the greatest mikes of all time. Cameo by babystokes with them DMP 11s... Been rockin ""Concordes"" for years lol #stokes_sneakers #smyfh #wdywt #walklikeus #wedothis #noluvlost #kicks4eva #wlu #getofme"
132,17,Shane dp and ya mans at DXC...
133,26,Yea just like that @outspoken_thoughts the real deal
134,25,When the night don't start till 1am lol @forever_finessing @4everheart_less
135,2,Let's take it back #throwbackthursday
136,4,
137,30,On my off day.... Word to @vro_yo my guy that always comes thru heavy. #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #olive #9
138,14,"Wut are feeding this kid, they have to whoop this kid with a baseball bat when he gets in trouble."
139,20,Let me know you are OK. I don't care who are
140,42,If you ain't following my family @o_motion u need to be. The man no doubt 👉 @o_motion 👈
141,34,Over the years back when my brother was working for Nike... Even shorty picked up so much nike shit she can cross the ocean and have all the gear on the mannequins lol... Smh
142,3,Lc me and @digmypersona goonin by the Monte Carlo
143,19,I just got the job as a power ranger.... Zordon gave me the call today! Check the new #morpher it's go time #powerrangers #greenranger #waittillyouseethezord #forgetthat9to5
144,14,Musta knocked fire from her ✊⚡ lol.... Maybe when I was 16 lmao Jk
145,19,What I spend my Sunday's lookin like
146,98,Stokes....
147,4,She ain't grown! Lol
148,27,Yes they do yes they do lol
149,9,This how I spend a Tuesday night lol @kayers89 #bluemangroup #limolife #livelife #downtown #upscale #doittwice
150,47,"Happy birthday to my younger brother @s_dot_stokes I'm proud of you. I'm excited for you. And really can't wait to see what you build as a man. I may get I your ass about stuff or tell you what to do but it's really all love and its only because I have the highest expectations for your life L. Luv ya kid, enjoy your birthday!"
151,2,I remember why we don't fuck with none of these niggas!!!
152,40,Out here. @s_dot_stokes @dirtbagwithbigdreams @outspoken_thoughts @livelove_leo
153,10,Shane and mom
154,4,Yikes!
155,38,It be like that lol
156,23,Space jam Sbs... Finally got a pair to wear thanks to a youngster. Never wear my space jams but I enjoy these joints✨✨✨#wdywt #itsonlyshoeshomie #smyfh #idothis #nike #nikesb #beyou #schooling #imdifferent #sneakermates
157,23,When ur back yard opens up to a lake and park u know ur living...
158,3,Good shit I like this a lot
159,8,Lil man was feelin this one hahaha
160,17,Rubber band man out here!💰💰💰 lol
161,20,😳... Funniest thing on anyone's instagram all day lol
162,33,About 25 years ago this how ya man was looking lol. #bdaythrowback #tbt #25yearslater #whatalife
163,38,Cuz all y'all bums want to blow my shit up after last night... Y'all really need to pay attention... Bron just gonna have to make more history.... #heattles #teambron word to @konnichiwa_a she know I needed this haha
164,20,Helping the fam
165,25,Red carpet Bron 7.... #stokes_sneakers #itsonlyshoeshomie #nike #lebron #idothis #smyfh #solefire #lbj #wdywt #imdifferent
166,1,#lightrailflow
167,36,Last night
168,10,Frank
169,25,Oh the comedy lol
170,56,"Venice, is what she wanted to see... Thought I'd better comr along lol"
171,23,"One the best breakfast of my life lmao... No lie. Banana nut bread French Toast, chorizo breakfast burritos, jalapeño bacon, homemade biscuits. If you ever ever in your life get a chance... Take your ass to Doo-dahs!"
172,87,"My mom, calls me Sean."
173,85,Two of the reasons I am the man I am... Moms and Wanda. #metrograduation
174,22,Had to be a lil different for @young_stokey birthday today. #nrgflightones and Shane with them #sauconys just Nasty. #stokes_sneakers #wdywt #wdyrt #smyfh #kicksonfire #itsonlyshoeshomie #sneakerkings #beendoingthis #bedifferent #nike #saucony
175,9,You don't how serious it is in this bitch!! My boy @mansonanselmo really does this
176,38,My favorite pair of rain boots #stokes_sneakers #itsonlyshoeshomie #bron4 #birthdaybrons #solefire #wdywt #kotd #cantstop
177,2,
178,7,"3 Stokes deep, u know we eat. Word to #myfather and #babystokes"
179,40,"Typical make cats think I was hoopin pic... But I wasn't hoopin simply tryin to get back right I forgot what a real work out takes... It's more than just jump shots, 21, and pick up games. It's a grind and it's time I got back to mine. #istilllovethegame #timetogetitback #oneofone"
180,7,Pink socks...
181,22,I tried to tell her we're takin this boat n we gone.. ⛵💨... But no @kayers89 always tryin to talk people out of stuff lol
182,15,Made it to Italy...
183,13,Keep decent people around you
184,61,Everyone got they one... I got mine. This was like 3 years ago man we look so slim lmao
185,13,Opening weekend with the ol lady lol @konnichiwa_a
186,15,With everything going on in my professional life and working toward a lucrative career where... There are NO LIMITS. Man this hits
187,18,What matters
188,25,Blank faced after my lab practical...
189,16,Back when I used to really where sneakers lol... Half that ish sold... Prob to @vro_yo lmao
190,35,One of all time favorite IVs #mists #stokes_sneakers #itsonlyshoeshomie #ihatesneakers #fawkyourkicks #wdywt #msx #nofilter #sole #trustedkicks
191,21,It's a troublesome world we live in...
192,18,Rollin!!! Lol
193,54,
194,8,"Long hair having, cardingan wearing, retro Mike rocking Kid.... Yea boy #6yearsago"
195,88,Thought it would be a little different experience to see the Hana rainforest from a birds eye view 🚁🚁🚁
196,34,"Ya mans graduation, minus a few but blessed is wut I am none the less."
197,8,My nigga Stally... Pound !
198,17,#crying #weak 😂😂😂😂😱
199,11,This shit had me weak.
200,38,Hahaha what a birthday present... Got to get some rounds off with @konnichiwa_a it was so fun. A couple hand guns and the AR... I might want to invest. She comes up with the dopest presents
201,35,One the finest pairs of maxes... #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #airmax #nikeid
202,34,Me and @young_stokey #blackhawk
203,70,This my vacation shirt lol
204,18,I feel this 1000
205,6,@s_dot_stokes you remember managerial statics lol
206,20,They really drive reckless in Paris... And we'll this shit happens. Don't mind the Maserati lol.
207,6,Fall break means hit the gym twice a day!... Well for today anyway lol #wdywt #ihoop #backtoballin
208,34,#thepit #otero
209,9,Security was fonkin...
210,9,I walked by this path and thought about going for jog... But did it happen tho? Lol
211,26,🙏🙌😏✌️.... Well... #stokes_sneakers #itsonlyshoeshomie #blackjesus #wdywt #wdyrt #smyfh #ihatesneakers #igsneakercommunity #kickskeepup #different #teamamfam #limits #1of1
212,1,
213,6,"My niece, jameers daughter"
214,20,U feel ME... 100%
215,28,That #Denverdxc pretty coo event. Low key we didn't have enough room for the sneakers lol. We wanted to sell the whole table haha but much appreciation to @vro_yo @young_stokey and @laceddup23
216,48,Disney World.... with uncle. @konnichiwa_a
217,7,This is Wut Starbucks really be like??? Haha @kayers89
218,21,Pt3 @outspoken_thoughts @humble__beast__ @coolasdom @hawkeye_jfitch20
219,22,Ya they kinda nasty... Cav IVs #itsonlyshoeshomie #sole #s7 #igsneakers #igsneakercommunity #iss #instakicks #kicksatgram #kicks4eva #kotd #kicks0l0gy #kicks2theface #sndvl #shoeguru #shoeporn #sneakgame #shoestagram #sneakerfiend #sneakerfiles #sneakerfreak #sneakerholic #sneakermates #shoegamefuckedup #showmeyourfeetheat #retro4 #trustedkicks #todayskicks
220,19,I'm only about a third way thru... #santastokes #backatit #puttingsmilesonallthekidsfaces #since89 lmao
221,23,Them Popeyes #waffletenders are a problem! Them u mix the Dr. Pepper and orang fanta... It's a #hit
222,8,I feel u
223,17,"I don't fucc wit Chris brown... He is hoe at heart. I don't care Wut no woman has to say fucc if the nigga can sing, dance or wutever. #weakassnigga #notaman #senstivepunk #scrub #bitch #dumbfuck"
224,55,A whole world in her hands lol... #greatspaceescape #prettyspecial
225,4,Before the drake joint wit my folks @dntgrinddnteat
226,18,Pete's kitchen for lunch
227,22,Thank God it's Monday!
228,22,I mean it looks good...
229,3,Lc takin a pic of me takin a pic of her lol
230,29,Ya my Gloves are better #stokes_sneakers #itsonlyshoeshomie #sonicwave #gp #ihatesneakers #theglove #sonics #igsneaks #kicked #solepurpose5280 #sole #s7 #sneakerfiles
231,4,Not that 1966 batman lol
232,8,Ya it was hittin in the whip
233,33,My rain boots.💦🌂 Cats swear they can keep up... Till u walk in the room. SB Bron 9 #stokes_sneakers #ihatesneakers #itsonlyshoeshomie #keepbustin #kotd #wdywt #sole #fawkyourkicks
234,21,It was the kings year... Gold medal!.... Season MVP!... Finals MVP... NBA RING!!! Fucc wit him!!!! #lebron #kingsgetrings #wdywt #wedothis #nike #champion
235,16,Dino jr... #wdywt #shoeporn #sneakerfreak #shoegamecrazy #shoegame #nike #sb
236,9,If it ain't 3s or 4s... Your crazy...
237,26,Bus driver UPPERCUT👊✊⚡⚡⚡#instamood #idgaf #iphonesia
238,13,Listen to this joint still at least once a week
239,26,Aww snap #tbt #iparticipated #vegas #gotwood? #shouldacopped #wouldawornontopofmujeans
240,3,Gavin DeGraw was workin @kayers89
241,46,Went to visit my mother at work today... She said u know Stokes doesn't just go on the back of jerseys Sean. Lol. If your kids speak another language outside of English in Denver there is a good chance they will cross paths with my momma lol. Please don't let ur kids be bad! Or regulating will go down! Lmao she is too nice I'll have to come thru lol. #proudson #marrama #takemeback lol
242,13,Out here at this movie on the mountain #steamboatsprings #experiencinglife #liveitup #thebestpeopleiknow #limolife #labordayweekend
243,28,"Haha I would of never guessed I woulda been able to pick these up in CO. Didn't even bring money to the DXC lol. But ever so often, there is. Prom night... And you get LUCKY lol. BIRTHDAY BRON IVs search over. I'm done Wit shoes lol"
244,23,Been wearing a cavs hat all weekend... Yall know why lol... #cavswin #LeBron #LeBron-athon
245,25,When u go to school on the city this is the view... #denverliving #mycity #limolife #downtown #lateschoolnights #finals
246,7,
247,42,Me and Lil bro at this OKC and Nuggets game.... Word to Lil bro for the early Bday gift- fly ass fedora lol @forever_finessing
248,3,😂
249,18,Max 1.... #wywtd #nike
250,52,Juice and Tia at Clearwater Beach @konnichiwa_a
251,10,Mrs Obama?! 😱😱
252,10,It's like that
253,6,Word to my nigga Shredder lol
254,34,This one is because... I'm on lunch lol
255,19,"To one of the cats that I really consider close... Happy Birthday Fam. From Teammates to Friends...From Friends to Fam. @m_peeler u don't come across decent individuals all time but the man is real, I know we are gonna be down for many years to come. Show my nigga some luv on his birthday."
256,14,After feelin sick half the night made a run to Mickey D's... Idk if this will make feel alot better but it puts my mind at ease lol
257,22,"Competition... It gets heavy. Some people are really competitors by nature or by experience but that's something that doesn't turn off. If your a real competitor you compete in all aspects.,. You compete with your peers, yourself, and life. It's not a sometime thing."
258,20,I always wondered that
259,11,What my Friday nights consist of
260,28,Me and my brother @outspoken_thoughts we grinding on Saturday night... Like GRINDING #work #itdontstop #jordanxx8 #stokes_sneakers #itsonlyshoeshomie
261,111,Sometime last year. Some Xmas party... More than some drinks lol
262,2,@l_boggie @digmypersona #wordtosummer
263,13,This is how summer school make me feel
264,24,Speaks volumes
265,14,"Retro Sale... Lol
Top row all sz 11.5
Bottom row Thunders & Flips sz 11
Fire Red 4s & Dave whites sz 10.5"
266,10,
267,15,Look at @jfitch20 and @young_stokey lookin too tired!!! They did just run 2 miles but they still weak ha #stokesbrosworkout #bringthepack #bringthewholethesquad
268,18,Lunch
269,47,Love. Mom. #nadinesson
270,17,U feel me
271,17,Last night #repost @flowrahhh @mocurly @4everheart_less
272,9,
273,10,
274,2,If u in my car in the next few weeks u will be hearing this! #iamsu #imdifferent #bumpinmymusic
275,45,You ever just roll through cherry hills? $$$ Maseratis and Bentleys every other block.
276,16,Real shit
277,48,"One of one... You can debate from here to Kingdom come about all the politics but... 8 years of a Decent Man in office is a fact. Faced with with more adversity in his own country then any prior president, no one has had to overcome come more prejudice in this country. The man is to be appreciated. #respect #Obama #legend"
278,10,They tried to put me on the spot but I turned it out. Veronica's grad party
279,28,😂😂😂
280,16,#Dead lol 😂😂😂😂😂😂😂
281,13,Y'all kno y'all ain't seen gas this low in years lol... Sometimes I'm a lucky mutha... #truth
282,27,MF Dooms... 3m crazy #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #nikesb #dooms #nike
283,11,Alpine coaster...
284,28,I'm evolving... #stayinthesporycoat lmao #wantmorethanihave
285,18,HAHAHAHAHA if this doesn't remind me of @_theycallmelc talk about throw back!! This foo was bumpin that joint so tough in student council lol. Then my ass started bumpin in the blew the speakers in the Avi!!! Lol smh #prettyricky #igethypetoit #dontjudgeme #callme #shortybemine #grindwithme lmao
286,36,I said fuck it today... Taking em to the beach! #sb9 #southbeach #miamivice #wdywt #shoegamefuckedup #itsonlyshoeshomie #stokes_sneakers #igsneakercommunity #sole #smyfh #kicks4eva #sneakermates #nike
287,96,"Special happy birthday to one of the most driven people in my whole life. The man who has been by my side for 27 years. I'm more proud of him everyday, he is no punk and just gets after life. Can't wait to see what's next for the man @s_dot_stokes much luv little brother. WISH HIM A HAPPY BIRTHDAY."
288,2,Me and my nephew Q at this Stomp! It's about to go down #limolife #idothis4real #livinglife #yolo #stomp
289,22,I feel u bill.... Gettin it!
290,9,Cookies n creme chez mix!!!! 😳😳😳😳. I'm hooked
291,15,We on a boat bitches!!🚤🚢⛵😜😜
292,4,Lol 2007
293,2,That shit be on repeat durin the workouts
294,32,Haha #latepost from a lil black n white shindig a few weeks back lol I forgot I took a pick of them so I'm throwing it up now. Didn't really like em before the wear but since I let them hazels go I had to test em! #stokes_sneakers #itsonlyshoeshomie #sole4soul #wdywt #wdyrt #igsneakercommunity #s7 #smyfh #lebron #mint #ext #taggedout
295,6,I know none of y'all know bout this... But I LOVE THIS SHIT... Im keep drinking cuz i love this shit. im keep grindin cuz i love this shit. she said keep fuckin cuz she love this shit! 😏👏🎶🎶🎶🎶😧😎
296,28,
297,23,Thought I'd bust em out one time before denver starts acting like it's fall/winter #stokes_sneakers #itsonlyshoeshomie #sole #smyfh #shoeporn #swiftkickz #sneakergame #soleperfect #sneakerfiles #sneakerhead #sneakershouts #solepurpose5280 #solecollector #wdywt #wdyrt #kotd #kixtique #kicks0l0gy #kickstagram #kicksonfroze #rare_footage #todayskicks #bomgang #jordandepot #carmine #6 #retro
298,34,Y'all ever just be having one of those days and think man.... I need a cheesesteak! #foodporn
299,16,"It coulda been anyone... We were that close. Thank God, I'm prayin for EVERYONE"
300,6,#speakout #poetryslam #switchituponem
301,7,Seen her on toy story... She jus wanted out of toys R US... Now look Wut Buzz n woody got her doin. Smh sad day in the toy world
302,4,It was another outstanding experience with @kayers89 #bluemangroup #limolife #livelife
303,5,People luv bringing dumb shit you. Ugh
304,15,"Another day, another dollar 👔💼👞👤💬📁📝📊💵⌚"
305,8,Sellin my brother aka baby stokes's sneaker like I'm an online store Smh
306,20,Word. @deraydavis
307,31,Took the little ones to Build a Bear over the weekend... Uncle and Tia getting them some early Xmas gifts lol
308,15,"Best debut album in a long time, got to eat my words it's better than j coles' coleworld. Kendrick is a talent"
309,70,Had to celebrate the Lil bro graduating.... bottles? #tooooproud
310,47,All star bron 4s had to be brought out today.... #stokes_sneakers #sneakerfiles #smyfh #sole #kicked #itsonlyshoeshomie #ihatesneakers #solepurpose5280 #wdywt #wdyrt #lebron #nike #foampositeshowcase
311,9,#repost from @theycallmeap but u know I got to with the man with S on his chest #supermanallday
312,53,The longest flight ever taken...and been over a few oceans but this one easily is the longest but they keep all the entertainment on these flights. Even the ceilings light up like a night sky lol
313,2,I fuck wit this... Hello love lol
314,51,Essentially my whole life lol
315,14,Health n wealth
316,7,Shayla don't be mad lol... But I had to do it lol @shaywahab blame Mrs Marshall lol
317,8,We all blood... That won't ever change happy birthday @that_man_jclark @s_dot_stokes
318,16,Look I know this was wrong... But if ain't laughing....... Your Lying lol #whydidithinkitwasabun lmao
319,6,Senior year Yearbook... Man o man
320,28,It's #throwbackthursday right lol look at @young_stokey when he was really young lol
321,24,"Always good to touch back down. I used to whoop @dntgrinddnteat ass up and down this park. This was his side of city, and I always had to come thru n take it from him. #gvr #raisedme #missit #whereitstarted #marramthatsmyshit"
322,23,#idgaf #justsayin #truth #reallife #wordyomyniggas
323,105,I'll take mine everytime. Double up on #wcw #mydoc #bigjuice #niece2ndbirthday
324,10,
325,12,Get em! Ha
326,15,"The quote is kinda funny, but wut happened to Katt... Damn he looks like he going through it"
327,40,I'm getting the hang of this #unclestokes thing lol. @anqet84 @konnichiwa_a @brysoncreighton it's always a good time when we all link up
328,3,She workin at the Pyramids tonight
329,38,Another one (dj Khaled voice) #openingday #rockies
330,16,It be like that sometimes
331,41,Time to get the night started... #gotime #myfam @outspoken_thoughts @4everheart_less @young_stokey #O
332,28,Yesterday my dad asks me do I want to go to Pappadeaux brunch. I was like sure wutever. I had no Idea that it was gonna be a feast!! Mmmmmhmmmm #3plateslater #foodcomma #seafoodforbreakfast #worththemoney
333,44,It was about to go down!... #powerrangers #greenranger @jdfffn
