,number_of_likes,caption
28,395,"with everything going on between holidays, it can be difficult to stay on top of time. keep track with @danielwellington and save 15% with my code: DANAMITCHELL #danielwellington #DWforeveryone #sponsored"
29,679,I find beauty in the smallest things.
30,"2,451","#fbf happy pride month y’all 🌈
📷: @visualsbymichelle"
31,732,i can’t wait to be back in @coachella valley for @beychella — 18 days! 👑🐝🌴
32,551,"wednesday vibes - we're half way there and i'm so ready for the weekend. 📸: @visualsbymichelle

snap back: @patagonia
glasses: @warbyparker
jacket: @topman
t-shirt & shorts: @hm / @hm_man
sneakers: @converse"
33,509,"#flashbackfriday to an outtake from one of last months shoots. i still have no idea what i was doing.
📸: @visualsbymichelle"
34,440,"Since visiting The Silos (@magnolia) Thursday, I haven't been able to stop thinking about my experience. Head over to dmdanamitchell.com (link in bio) to read the blog post I didn't mean to write!"
35,121,"FORMATION WORLD TOUR, ROUND II
DAL ✈️ LAX 🐝🍋"
36,549,"still have major fomo from missing the grand opening of @magnoliatable — even though i already have a full day planned in waco next month, the struggle is real!"
37,590,"I teamed up with @DoveMenCare to celebrate the strong male figures that have impacted my life this Fathers Day.
My mother never knew her biological father. Gilbert Sloan is the man who walked into my mothers life when she was a toddler and helped my granny raise her to adulthood. Decades later, he became my Grandpa. I was raised in Dallas, but my parents sent me to Los Angeles like clock work every summer when I was a kid and it always blew me away how aware Grandpa Gil was when it came to the things I was up to in Texas. Whether it was music, a good grade, or something I was up to on Student Council, Grandpa Gil knew about it and in detail.

I’d go back home at the end of each summer and feel his love from 1,200 miles away, he’d call for updates throughout the year, birthdays and holiday calls too, but I always looked forward to those summer catch up sessions with Grandpa Gil. I want to thank my Grandpa for being #ThereToCare, for raising my amazing mom and for always being dialed in on his grandson. #ad 📸: @visualsbymichelle"
38,604,"flash back friday — it’s the last one of the year, and i wanted to reflect on 2017. it’s been a year of many highs & lows, loss & life lessons, and i’m ready to take on 2018. to next year! 🥂
📸: @visualsbymichelle"
39,926,"But first, coffee... or in any order, as long as I have it! ☕️"
40,623,"In case you missed it! Check out Think Pink on the blog now, click the link in bio. (📸: @visualsbymichelle)"
41,336,all of the words—all over the place.
42,"1,000","""living in the shadows feels like the safe place to be. no harm for them, no harm for me... but life is short, and it’s time to be free. love who you love, because life isn’t guaranteed. smile."" — Gloria Carter
📸: @visualsbymichelle"
43,338,"@membersonlyusa, on the blog tomorrow! Don't miss it! 🔥🔥🔥 // 📸: @jerseangolatt"
44,"1,230",So ready for Palm Springs tomorrow & @coachella this weekend!✌🏽🌴🌺
45,"1,585","hello spring! 🌸
·
shot: @thepaines_
#danamitchell #hellospring #springhassprung"
46,156,Afternoon latte! ☕️
47,608,"i can’t go anywhere without a watch, and i always need one that transitions well for everything the day throws at me—i’m in love with the @danielwellington classic sheffield. keep it casual, or use this timepiece to elevate your look. use code DANAMITCHELL for 15% off your purchase at danielwellington.com. #danielwellington #ad"
48,227,
49,186,Do you think there's enough lighting?
50,748,This is the time of year when you start pulling things out of the back of your closet because there's no good shopping! (📸: @visualsbymichelle)
51,"1,526",There's nothing like relaxing in your own space! (📸: @visualsbymichelle)
52,831,"the moment you realize it’s friday, and your weekend starts now. @membersonlyusa #ad"
53,809,"you never know what you’ll get into over the weekend, so put something together you can dress up (or down) from @expressmen. #expresspartner #expresslife #sponsored
📸: @thepaines_"
54,604,"dallas or soho? mention my instagram handle at the Bonobos Legacy West location and get 25% off of your total order!
#bonoboslegacywest
··
shot: @thepaines_
#danamitchell #sponsored"
55,"1,332","when yesterdays weather was perfect, and now you’re wondering where this gloom & doom came from...
📸: @visualsbymichelle"
56,545,#wellsherewego 👰🏻💍✌🏽
57,509,"#dallas, the sun is out! make sure your eyewear is just as hot as our biggest, brightest star. I'm doing so with my @kaptenandson sunnies! #kaptenworldtour #bekapten #kaptenandson 🌟🕶"
58,529,"A little patchwork inspo for the day, this is one of my favorites @topman pieces! | 📸: @jerseangolatt"
59,708,s u n d a y
60,660,"the only thing i want to do today, is stay home.
📸: @visualsbymichelle"
61,484,i n t e r i o r s 🌱
62,478,the time to spring forward is fast approaching (this coming sunday in case you forgot)—and I want to make sure you do it in style. use code DANAMITCHELL for 15% off your purchase at danielwellington.com. #danielwellington #ad
63,962,"my friends’ and i’s @coachella group text has me missing the dessert a little bit, although... i can actually breathe right now and this time last week, i couldn’t... so maybe I’m good for the next 50 1/2 weeks!"
64,450,"how many is too many?
📸: @thepaines_"
65,420,p i t s t o p s
66,880,D R E A M V I L L E 💭
67,708,"baby, it’s cold outside! why is it 32 degrees in Dallas—why?! please send help.
📸: @visualsbymichelle"
68,403,Monday: 1 | Dana: 0... ready to step into Tuesday! 🚶🏽@urbanoutfitters @urbanoutfittersmens
69,628,Gloomy Sundays are for #coffee and #emporiumpies! Bad weather warrants bad behaviors.
70,723,"the wknd x #bonoboslegacywest mention my instagram handle at the Bonobos Legacy West location and get 25% off of your total order!
··
shot: @thepaines_
#danamitchell #sponsored"
71,155,Friday is all about suede (even though it's still a million degrees in TX). Check it out on the blog tomorrow // dmdanamitchell.com!
72,544,"new year, new shoes — step into 2019 in style with @tcgfootwear and save 10% off of your next purchase with promo code DANAMITCHELL! Link in bio. #bethoro #thoroman #tcgfootwear #sponsored"
73,385,"FIN / recap
📸: @thepaines_"
74,580,"Shoutout to @emporiumpies for all the love today! That slice of Father Christmas was (no joke), one of the best things I've ever eaten, IN. MY. LIFE."
75,415,Current Obsession: New Balance® for J.Crew 791 leather sneakers! I ordered these back in July and finally got them. Get them before they're back ordered again! #JCREWKICKS
76,"1,015",Let the madness begin! A picture of the @ladygaga mural on Melrose was a must! 🕶✌🏽🌴
77,121,Afternoon walks on Townlake! 👟
78,621,One word: YUM 👅
79,710,"this #tbt photo is from my birthday shoot last month, but it's so appropriate because today is my friday! 📸: @visualsbymichelle"
80,152,"I'm ready for this heat to go, so everyday can be boot day!"
81,464,good morning! it looks like the sun decided to join us today—and this photo by amazing dallas photographer @will_milne captures all of my feels this am! 🔥
82,363,day 1 of 365 — new chapter. i’m so excited for 2018 #happynewyear
83,451,"Meet my friend 'Logan', I'm in love with this blacked out, high top sneaker by @tcg_footwear! 🔥🔥"
84,377,f r i d a y
85,303,"✈️: Dallas, TX — San Francisco, CA"
86,761,"this is one of those saturday's where i'm just kind of unsure.
.
📸: @visualsbymichelle"
87,235,"Suede Simplified! Up on the blog now, go to dmdanamitchell.com // 📸: @jerseangolatt"
88,707,TGIF! Officially making the move from Austin to Dallas this weekend and I'm so excited! Once I get settled in blogging will resume next week. 🤗 // 📸: @jerseangolatt
89,325,"In case you missed it, my quick San Francisco recap is on the blog now! Link in bio. 🌁"
90,445,There must always be ☕️️
91,687,"this is 30 .
#geminiszn #thisis30 📸: @thepaines_"
92,408,"everyone meet my first official living plant... these are my nine succulents {officially adulting now}... i'm gonna name all nine of them later but for now they're to be referred to as ""house of gertrude"" 🌱"
93,"1,645","b e d r o o m d e t a i l s
Vibe: ""Easy like Sunday morning"" 🎶"
94,344,"l a u n d r y 👖 d a y
🎧: @sza — “ctrl”"
95,803,"Think Pink, on the blog now! Click the link in bio, shop the entire look at @urbanoutfitters | @urbanoutfittersmens. (📸: @visualsbymichelle)"
96,271,d e u c e s ✌🏽 w k n d
97,659,"it's only monday and i'm already ready for the weekend... there may be a getaway in store! more than anything, i'm anxious to see how much i can fit in my @coach backpack! #CoachNY #ad
📸: @visualsbymichelle"
98,602,"Dad, you are loved and will be deeply missed. 2.27.48 — 11.23.17, Rest In Peace."
99,383,"FIN
📸: @thepaines_"
100,560,🌿🌱🌸
101,504,"it finally feels like fall is upon us 🍂
📸: @visualsbymichelle"
102,635,I may be falling in love with The Golden Coast!
103,501,"Happy New Year's Day (observed)! I figured since it was on the calendar twice, I could celebrate it twice, haha. I still can't believe it's 2017."
104,404,Put cupcakes on the ballot! They've got my vote! 🤗
105,323,New post on the blog tomorrow! Make sure you head over to dmdanamitchell.com! // 📸: @jerseangolatt
106,595,m o n d a y m o o d 📸: @visualsbymichelle
107,610,"to 2018: before we part ways — i’d like to show my gratitude for the last twelve months. i’m grateful for the wins, the losses and the learnings yielded from both. i’ve known who i am for a long time but you exposed me to new layers of myself. you challenged me to reflect more, to ask more questions, to take a closer look at my relationships — most importantly, you taught me to see my worth and love myself fully, and to hold others accountable to doing the same. lessons hold no value unless acted upon, so in 2019 i promise these things: i will be bolder than I’ve ever been, i’ll be more vulnerable than i’ve ever been, i’ll say yes more, i’ll only choose those who choose me and i will make sure the people i love know how much value they add to my life. lastly, i will fall in love (with someone who sees my worth as i see it). 2018, i see little to correct and nothing to regret—cheers to me and you. salud!
📷: @lozticon"
108,201,Missing the beach---take me back! 🌊🏝
109,741,happy new year
110,420,a morning vibe. ☕️
111,432,"nothing’s impossible / it’s just a matter of removing the block.
📸: @thepaines_"
112,278,@mrholmesbakehouse is life! ✌🏽️
113,744,"this weather tho! i thought dallas was getting some sun today?! 🤷🏽‍♂️🌞
📸@visualsbymichelle"
114,97,"The blog launches in 7 days!
dmdanamitchell.com"
115,884,📍h o m e
116,952,t g i f
117,226,"we may or may not have closed the restaurant down last night... guess that's what happens when you're having good conversation, eating great food and drinking even better wine!"
118,272,
119,544,home is always the best office and coffee's good any time of day! 📸: @visualsbymichelle
120,505,This is quickly becoming my new favorite coffee shop! #oaklawncoffee ☕️
121,618,behind the scenes 🎬🤷🏽‍♂️
122,"1,908",Don't forget to enter my contest to win the $100 gift code toward a #jordwatch { @jordwatches } (link in bio) 📸: @visualsbymichelle #sponsored
123,591,#TBT: Happy Thanksgiving to everyone and their loved ones. 🦃
124,812,"you know that feeling when you’re just unsure? well, i’m unsure about everything, other than the fact that it’s tuesday, and it feels like a monday.
📸: @visualsbymichelle"
125,439,I'M BACK! Check out the latest blog post now! Link in bio. // 📸: @jerseangolatt
126,634,happy singles awareness day. 🖤
127,687,survived vegas weekend! 📸: @visualsbymichelle
128,526,"celebrating an early valentine’s day, or as i like to affectionately refer to it “singles awareness day” with @margop & @joananasmarie—the #threesingleamigos. ❤️"
129,955,"In case you missed it, The Drought is on the blog now! Link in bio. | (📸: @visualsbymichelle)"
130,161,LA 🌴🌴🌴
131,480,"i'm in a denim tues • daze with this new button down from @weatheredcoalition. if you live in #atx, stop by their shop or shop their website. click the link in bio for more details! #dressweathereddresswell 📸: @visualsbymichelle"
132,421,It's gonna be a busy day! 💻👓☕️
133,584,"New blog post up now, head over to dmdanamitchell.com to read it and check out the new layout! | 📸: @visualsbymichelle"
134,626,"i was browsing through my photos and found this early summer oldie but goodie!
.
📸: @visualsbymichelle
listening to: what lovers do — @maroon5 ft. @sza"
135,"2,533","@chachachanise is going to have a field day with this caption—but y’all, this is the realist monday i’ve hd in a while! this is also my real facial expression, right now!
📷: @visualsbymichelle"
136,534,everything speckled — #weartaft 👟
137,357,"taking great care of your skin requires a lot of effort, and during winter especially—it’s no easy feat! @olivinamen makes it easy with all natural products and i’ve highlighted a few of my favorites below:
__
ginger beer exfoliating soap:
may no spec of dirt be left behind—this will be the cleanest you’ve ever felt!
__
hand rescue:
this hand rescue balm is a life saver on the days when the temperature drops below 50, and your skin basically turns into sandpaper!
__
bourbon & cedar cologne:
it’s not a skincare item, but one must smell good. this metro man meets the woods fragrance is right up my alley!
__
@olivinamen has SOO many more amazing products, check out their IG and website for the full product line and more brand info.
#olivinamen #ad"
138,355,"It's amazing to see so many businesses and organizations come together to support our fellow Texans affected by #HurricaneHarvey. Today, Saturday, September 2nd @sprinklescupcakes is donating 100% of the proceeds from all Texas Strong Red Velvet cupcakes to benefit @HoustonFoodBank’s ongoing efforts to provide food, water and supplies to those affected by Hurricane Harvey. #TexasStrong ❤️"
139,474,NYE is better with #oaklawncoffee! ☕️
140,495,s u n d a y 📸: @visualsbymichelle
141,779,this moto jacket makes me feel bad a** af. i’m ready to conquer thursday! @membersonlyusa #ad
142,523,"austin for the birthday weekend, it feels like I never left... last day as a twenty-seven year old, I don't know how to feel!"
143,403,"fresh photos with the bomb lighting 💣
📸: @thepaines_"
144,"1,361","i don’t know that i’m mentally prepared for what @beyonce is about to do to my soul, but @coachella wknd 1—lets do this!
📸: @visualsbymichelle"
145,147,"I'm V tired after 12 days of traveling nonstop, but tomorrow we talk Flannel on the blog! // 📷: @jerseangolatt"
146,653,"welcome to the weekend!
📸: @visualsbymichelle"
147,"1,564","Saturday vibes.
🎶: ""Coffee"" by @miguel 📸: @visualsbymichelle"
148,419,It's time for the weekend to really begin! ⌚️
149,196,Ready to step into Fall in these Chelsea Boots from @urbanoutfitters | @urbanoutfittersmens 🍃🍂
150,764,"merry christmas everyone 🎅🏽🎄❤️
📷: @lozticon"
151,476,"still one of my favorite pictures i’ve ever taken, at one of my favorite places in dallas."
152,466,state fair vibes 🎡
153,581,"In case you missed it, new layout and new blog post up now! Click the link in bio. | 📸: @visualsbymichelle"
154,556,"Every year, I gift myself something for Christmas. I'm obsessed with my new Fossil Q Founder 2.0, I've been messing around with it all morning! ⌚️🎁"
155,435,"This month, we celebrate #pride and I’ve partnered with @expressmen to express my pride in being part of the #LGBTQ+ community and the Express Love Unites collection!

For every Love Unites item purchased by July 15, Express will donate 25% of the net income to GLAAD to accelerate acceptance for the LGBTQ+ community. Use my code to 9194 to receive 25% off of a purchase of $100+ *exclusions apply / shop the link in bio! #ExpressPride #ExpressLife #ExpressPartner #sponsored 📸: @bao.ii"
156,882,"it definitely feels like a monday. and, why am i up so early?!
📸: @visualsbymichelle"
157,601,"it’s friday, and time to head back to the states—until next time canada! ✌🏽"
158,397,"on my birthday, someone asked if i was looking for my 20’s / i only look ahead.
#thisis30 #geminiszn 📸: @thepaines_"
159,538,"i just took a DNA test, turns out I'm 100% that *****
even when I'm crying crazy / MOOD.
📸: @thepaines_"
160,347,i feel like @samsmithworld wrote my story with this song! #toogoodatgoodbyes ❤️
161,614,"Unsure of what to get him this Christmas? Or fellas maybe you just want a little something new for you, whether you’re giving a gift to someone special or treating yourself — give the gift of @danielwellington! Get 50% off select items, a free strap with any watch and additional 15% with my code: DANAMITCHELL #danielwellington #DWforeveryone #sponsored"
162,795,Trend: Utility // 📸: @jerseangolatt
163,92,The blog launches in 15 days!dmdanamitchell.com
164,266,
165,238,Coffee time! ☕️️
166,866,"i will never understand racism. i'm so grateful to my parents for never teaching me that there was a difference between myself and anyone else. 💔 \\ “no one is born hating another person because of the color of his skin or his background or his religion. people must learn to hate, and if they can learn to hate, they can be taught to love. for love comes more naturally to the human heart than its opposite.” — nelson mandela #charlottesville"
167,448,"""a stairway leads to nothing..."" 🍋"
168,456,"Make sure you check out OXYMORON, up on the blog now. Visit dmdanamitchell.com! // 📸: @jerseangolatt"
169,671,"issa vibe 🌴✌🏽🌵
📸: @todseelie"
170,"1,201","p2 of 3
·
shot: @thepaines_
#danamitchell #madeandcrafted #levis"
171,417,"i took a little break from social media—but i’m back, and owning tuesday in my @membersonlyusa varsity puffer! sidenote: who else is ready for spring? #membersonlyinfluencer #spon
📸: @visualsbymichelle"
172,147,"Dinner at @launderetteatx was amazing! If you go, ask for Rose (she's incredible)! And you have to get the Crab Toast! 👌🏽"
173,177,I'm obsessed with these sneakers from @colehaan! Nothing beats a crisp white pair of 👟🔥
174,726,"on wednesday's, i lounge happily in my #happysocks! check out their IG to see more prints and help spread #happinesseverywhere! | @happysocks! #ad"
175,571,you find gems at @thejouledallas—and this is about how many wine corks i’m gonna go through during the finale of @bachelorabc!
176,744,"is monday over yet?!
📸: @visualsbymichelle"
177,459,The first coffee in my new apartment! The move from Austin to Dallas has been crazy but I'm almost completely unpacked and settled in---I'll be back to blogging for you guys & girls next week! 😊☕️️📦
178,184,Ahhhh... The first blog entry is up! Come say HELLO at dmdanamitchell.com. 😁 // 📷: @jerseangolatt
179,523,"i think i'm in love with my new @coach back pack... perfect for all of summers adventures, let's see where summer '17 takes us! #coachny #ad
📸: @visualsbymichelle"
180,"1,523",Celebrating #nationalmargaritaday trying out an Aloe Margarita recipe by @wickedspatula. Cheers everyone — happy drinking!
181,193,Happy Tuesday from ATX! 👄
182,209,My super serious face! The first blog post is up---go check it out at dmdanamitchell.com // 📷: @jerseangolatt
183,602,swingin' into the weekend and I'm so excited! one of my best friends @ccwells423 is tying the knot tomorrow and I'm so happy to be a part of her big day! love you carl! #wannabeaballa17 📸: @visualsbymichelle
184,389,"merry christmas you filthy animals — i hope everyone has a love filled day with family & friends, christmas movies, good food and even better drinks.🎄🎅🏾
—
📸: me on @olympuscamera pen-f"
185,702,when your photographer is living it up in chicago so you're having to rummage through the archives because you haven't been able to shoot! missing @visualsbymichelle! 📸😭❤️
186,458,"christmas is just under 13 days away, which means you still have time to order the perfect gift from @danielwellington — save 15% with my code: DANAMITCHELL #danielwellington #DWforeveryone #sponsored"
187,"1,482",Adventures in Seattle!
188,255,💭 💭 💭
189,534,"thank you to everyone who wished me a happy birthday over the weekend. twenty seven was one of my best chapters... i learned so much about myself this past year, i experienced so much change and i've come to truly appreciate what i've been blessed with instead of dwelling on what isn't yet. alright, i'm ready to embrace #28
📸: @visualsbymichelle"
190,740,"p1 of 3 · moment of truth: when i decided to dive into the world of blogging and instagram back on ‘16, i was terrified of the camera and what people would think of me. had i waited to long to do this? would i be able to gain any traction? would I appear credible? self-doubt is powerful and it influences how we show up in all aspects of our life but especially in front of that lense. that fear has followed me all the way up until now. last week i told myself, “the next time i shoot, i’m just going to refrain from giving a damn about all of those things and create” — these are my favorite photos I’ve taken over the last 2.5 years. get out of your head and allow your magic the space to reveal itself.
·
shot: @thepaines_
#danamitchell #madeandcrafted #levis"
191,169,Coffee time! ☕️❤️
192,951,"taking a little stroll down memory lane with a #throwback as we transition from fall to winter in a few days 🍂
📷: @visualsbymichelle"
193,960,"sunday 🖤
📸: @visualsbymichelle"
194,658,"2016 has been an amazing year! I learned a ton about myself, I took a few risks and I made things happen. This picture kind of launched my blog back in September (my proudest moment this year), it also sums up the joy 2016 brought and the excitement I have for 2017! 🥂Pop, Fizz, Clink to an epic year ahead! #nye"
195,657,"christmas always makes me reflect on the past year, it makes me appreciate my blessings and it gives me hope for what’s to come. looking forward to spending tomorrow with my family and i’d like to wish everyone an amazing christmas eve. ❤️
📷: @lozticon"
196,638,"Tomorrow's blog post is all about boots, featuring styles from @aldo_shoes, @urbanoutfitters, and my favorite boot (pictured in this post) the 'Troy' from @taft! Make sure you check it out at dmdanamitchell.com! ✍🏽"
197,419,spring is really doing its thing.
198,86,The blog launches in 15 days! dmdanamitchell.com
199,542,"happy #nationalcomingoutday ✌🏽❤️🌈
📸: @visualsbymichelle"
200,"1,736",Spring is coming. 🌸
201,78,"The blog launches in 7 days!
dmdanamitchell.com"
202,739,i was served 🍋 but i made — 2 more days.
203,996,"stripes on (spring) stripes! mention my instagram handle at the Bonobos Legacy West location and get 25% off of your total order!#bonoboslegacywest
··
shot: @thepaines_
#danamitchell #sponsored"
204,827,"it’s beginning to feel a lot like spring!
📸: @visualsbymichelle"
205,813,"the monday feels—i’m already looking forward to the weekend.
📸: @visualsbymichelle"
206,499,good morning y’all ☕️
207,284,"if monday were a color, it would be white - a chance to start fresh, reset... a blank canvas."
208,"1,742","Relaxed, like the wknd. ✌🏽"
209,584,"Good morning peeps, I'm all the way up! 🎶"
210,386,
211,835,"Flash Back Friday to September, 2016 when I started my blog and began this journey. I think about the doors that have opened, the connections that have been created as well as the journey that lies ahead and it gives me so much excitement! Yesterday gave such a second wind of inspiration, I can't wait to get back home and continue creating! But first, LA! ✌🏽
📸: @jersean_"
212,937,sunday things
213,485,welcome back! 🌧
214,212,D A L L A S N I G H T S 💡
215,377,"Just in case you missed it! The latest blog post is on dmdanamitchell.com! Click the link in my bio. 🏁
📸: @jerseangolatt"
216,170,Looking into the future! I'm so excited to launch my blog next week!! 😁😁😁
217,555,i'm keeping it simple this weekend in this pink pocket tee from @weatheredcoalition. click the link in bio for more info. #dressweathereddresswell 📸: @visualsbymichelle
218,274,🌴 🌴 🌴
219,486,"This #FathersDay, I’ve partnered with @DoveMenCare to celebrate the most important man in my life - My Dad.

My favorite song is ‘My Girl’ by The Temptations. My dad was born in Los Angeles back in 1948 and I guess you could say he never really got with the times when it came to popular music. If it wasn’t recorded between the 50’s & 60’s, he isn’t listening to it. My earliest memories of my dad are the two of us riding around in his Cadillac listening to old Motown classics, him singing them to me and me trying to learn the lyrics written by these legends who were recording before I was even a thought. My parents and I would road trip to LA at lease once a year and Motown was our soundtrack sense my Dad was always in control of the radio.

I highlight my dads love for oldies because I’ve always felt like that’s where he took his cues from. There were lessons and life experiences in those songs that he not only applied to himself but that he used to guide me and my brothers. I think the reason he always references music from that period as “real music” is because it wasn’t just music to him but his rule book and roadmap to life. Now that I’m an adult, those classics take me back to my childhood and I can’t listen to one of those songs without thinking of my Dad, those road trips and those rides in the Cadillac.
Dad, thank you for always being #ThereToCare and Happy Fathers Day. #ad 📸: @visualsbymichelle"
220,142,Beach strolls!
221,183,"tis the season of the sunnies • #dallas, spring is coming to a close and summer is taking center stage. i've partnered with @kaptenandson for their #kaptenworldtour to make sure my eyewear is on point, head to their ig to check out their full assortment so you can #bekapten this season too! 🕶✌🏽#sponsored"
222,465,@michellekhxn just had to bring this place up in conversation yesterday and now the craving is so real. @alfred is my first stop when I get to└A next month. ☕️
223,470,i'll take you to the candle shop...
224,355,"FIN / 1
📸: @thepaines_"
225,"1,229",Afternoon pick-me-ups! ☕️
226,579,The new blog layout will be up tomorrow. I can't wait for you guys to see it! 2017 is going to be a great year! | 📸: @visualsbymichelle
227,505,"I'm so obsessed with my new cuff from @miansai, I'm opening doors for everybody! 😁"
228,613,"leaning toward the weekend like.
📸: @visualsbymichelle"
229,551,another gloomy dallas morning.
230,246,"Pride month may be coming to and end but we celebrate #pride everyday and I’m so honored to have been able to partner with @expressmen and their Love Unites collection to express my #pride this month! Sending all my love to the #LGBTQ+ community! ❤️🧡💛💚💙💜 Remember, for every Love Unites item purchased by July 15, Express will donate 25% of the net income to GLAAD to accelerate acceptance for the LGBTQ+ community. Use my code to 9194 to receive 25% off of a purchase of $100+ *exclusions apply! #ExpressPride #ExpressLife #ExpressPartner #sponsored 📸: @bao.ii"
231,566,"a m e r i c a n m a d e 🇺🇸
snapped by: @visualsbymichelle"
232,632,Why so serious?
233,465,the excellence is in the details of my @coach varsity campus backpack! #CoachNY #ad
234,360,"This sums my entire day up, if you haven't gotten some relaxation in today make sure you do! 🍗🍷"
235,235,Coffee in the mornin' thanks to my @keurig! ☕️🎧
236,454,"a sunday morning dream.
.
📸: @lefooding"
237,146,A little pre-flight ☕️.
238,"1,589","Happy Valentines Day, to my fellow singles out there—stay strong! ❤️"
239,563,"TGIF! Today's inspiration: Jay-Z ""Fade to Black"" // 📸: @jerseangolatt"
240,328,Snack Time! 🧀🍴
241,"1,431",A little V-Day card shopping at @neighborhood_store! ❤️
242,366,"Current vibe, today has been soo gloomy... I think this shot captures that! 🌫☁️// 📸: @jerseangolatt"
243,376,How do you wear your basics? We discuss it tomorrow on dmdanamitchell.com! // 📸: @jerseangolatt
244,223,Good Morning! ☕️
245,155,"Dinner at HG SPLY CO. (ask for Ashley, she's the best) and order this Cucumber Smash, Ashley recommended that too---I added jalapeño! 👌🏽"
246,"1,708","I went to @starbucks heaven yesterday! If you're in Seattle, the @starbucksroastery is a MUST!"
247,599,"this texas heat is way too real, sit on the sidewalk and hang your head in sorrow real. 📸: @visualsbymichelle"
248,154,We're talking Flannel---up on the blog now! // 📷: @jerseangolatt
249,998,Dinner | Salmon Poke Bowl 🍴
250,510,"all black everything in my @membersonlyusa classic moto jacket! #membersonlyinfluencer #ad
📸: @visualsbymichelle"
