,number_of_likes,caption
20,129,🌴🌺🌊🇺🇸 Hope everyone's fourth was a blast. Mine sure was. 😍 #FourthOfJuly #DestinFlorida #GoPro
21,165,The Warhol exhibit was poppin'. 🎨 #AndyWarhol
22,109,Casino Night! 🎲 #Homecoming #Stedwards
23,90,#RIP #abs // #YAY #nationaldonutday 🍩
24,5,Looking forward to stress free days on this beach again. #Florida
25,5,🙃 #austin #atx #wallart #butterfly #artforthepeople
26,158,I love my city 😍🍃🌊☀️ #ATX #MtBonnel
27,5,I miss my whittle Truffles so much 😔💔🐶 #shihtzuwithdrawals
28,5,We have a new and precious little baby with us this year. ☺️🎁 #GodsGift #MerryChristmas #GenevieveOlivia
29,5,"Happy 1st Birthday to this handsome little man. ""Aunt B"" loves you Carson 😚 you have the best mom too 😉"
30,5,Merry Christmas from B&S. 🎅🎄🎁😊😘 #xoxo #hohoho #109south #thouse
31,5,Good company 💕 #JakeOwen #rodeohouston @barefootjake
32,5,"Hey Micky you so fine, you so fine you blow my mind. @michaelamencacci"
33,5,So I heard its national best friend day? ☺️ One of my favorite pictures ever.
34,195,I heard going blonder in the fall is a thing now... 💁🏼💇🏼
35,5,🇬🇧💂🏼🎡 #London #BoroughMarket #LondonEye
36,5,Had a picnic today
37,265,One month till graduation 🤩😧👩🏻‍🎓🎉
38,186,👀🙃
39,5,🇫🇷 #MontSaintMichel #NormandyFrance
40,5,"16 weeks ago I posted a picture of my writing in this journal. I remember being upset & stressed out because I didn't know if the things I was hoping & praying for would ever come to pass. 16 weeks later after writing down these goals, they have. When you believe & pray with a positive mind, it always works out one way or the other. Also, physically writing your goals down makes a difference. #TBT #YayFrance"
41,144,Summer Sammiches 😎 #Yelp #Austin #AustinEats #ATX #FOOD
42,5,"New blog post up. This one is super honest, so if you would read and comment, that would be awesome. 😊🇫🇷🇬🇧📷🌍 Link in bio. @briannamoore"
43,109,🤘🏼
44,5,Go check out @briannamoore for more Italy photos! I promise I will work on my next blog post this week too. :) lots of photos to share. #Italy #Florence
45,5,LET THE GAMES BEGIN. 🇫🇷✈️#FranceBound
46,104,"My face when I realized dad said, ""no french boyfriends"" but he said nothing about Italians. 😏😜😍 #Italy #Rome #ItalianBoys #HeMarriedOneSooooooo"
47,5,"Cute lil baguette. They come in all shapes and sizes here. French don't discriminate. ALSO, I get to see my mom SUNDAY IN ITALY!! OMG. Happy tears. 😭❤️ #France #Baguette #Angers #French #Food #FrenchFood"
48,5,"""Merry Christmas Eve Eve"" from Truffles and me. ❤️🎄 (please notice my camera ornament. also go stros)."
49,192,It’s cold y’all. 🏂 #friscocolorado
50,5,Last blog post is up! Only 4 days left. Sad to leave but happy to head home. 🎄🎄🎄😋 link in bio
51,176,New memz & new friends 🚤🌊🤘🏼 Fun weekend.
52,5,Candy cigarettes anyone? Lol. #MastStoreOutfitters #CandyBarrel #WinstonSalem #InstaxMini #ItsCandyChill
53,5,Finally took a suitemate picture. Love these three. ❤️ #WildChild #Mohawk @wildchildsounds
54,5,Here's a poor quality photo of me trying to pretend I'm at #coAchellA ✌️🌻🌅
55,5,#ACL 🌞
56,380,"5 countries, 4 years, 3 friends (lol jk), 2 much Taco Bell and 1 degree later... I AM A COLLEGE GRADUATE 🎉🍾🎓 #SEU18"
57,5,Lookin like the only W I'll be seeing today.. #texans 🙈 #stillkindahopeful #butnotreally
58,150,She's back! I don't have to go to church alone anymore 💘 love you kk.
59,117,A little coffee shop action ☁️☕️
60,186,In honor of #AstrosOpeningDay // #tbt #gostros #Houston
61,5,Spending my day with this little cuddle bear ☺️
62,226,"No one is you, and that is your power. 💫💁"
63,155,Annual Easter pic with my life long friends 💕
64,5,
65,166,2 of my favorite things: waffles + TX. Keep on fighting Houston. Let's show the world how to love one another. #HoustonStrong #TexasStrong
66,5,What a gorgeous venue! Dinner at the Chateau de Noirieux which overlooked the beautiful french country side complete with sheep and cows. Just like the movies.... 😍🇫🇷🌳
67,157,Sorry to the person waiting for the bathroom while I took this pic. #mirrorselfie
68,302,Pocket dress & knee highs for the win ✨
69,5,Practicing for France. 🇫🇷☕️ So excited to embark on this journey with such cool people. @marietea @lizmgulley
70,5,"Though miles may lie between us, we are never far apart. For friendship doesn't count miles, it is measured by the heart. 🎓💗My #wcw that I'll miss so much next year. 😭 #cheesy #DONTCARE #bffs"
71,204,Today was a day I will never forget for as long as I live. 10 hour Mount Pinatubo journey was incredible. More pics to come!! And follow my photography account @briannamoore for even more! #Philippines #PhiLITppines2k17 #MountPinatubo #Hiking #Photographer
72,163,Loving Amsterdam. 🌷 #Amsterdam
73,5,My 20th birthday weekend. I will never forget this experience. 🇫🇷✨ The biggest thank you to @queen_chloepatra for putting a fabulous dinner together. #Paris #France
74,5,BME. It's officially summertime.
75,5,I treated myself today. ☺️♠️#katespadeny
76,5,"As you know I am starting a photo blog of my travels abroad this fall. I just posted my first blog post to give a little bit of background information. 🌎🌏🌍📷🇫🇷 Please go check it out! Link in bio!! (If you follow both my accounts, sorry for the double post). @briannamoore"
77,123,Sad face!! Today was my last day working with this AWESOME lady of a boss & @tsgaustin. What an internship it was. I learned so much & I had even more fun. Thankful for the opportunity & excited to see where life takes me next! 🤗💖
78,5,We came. We didn't see. We were defeated. (For the second time). PSA: @mfahouston is closed on Monday's & if you don't buy tickets ahead of time on Saturday's it will sell out.
79,114,Finally framed this beautiful painting from my amazing friend @_katiehc // Thanks for painting one of my favorite photos from my trip to the Philippines. Things like this mean the most! #art #subicbay
80,211,Things are getting sentimental over here... last year 😢
81,141,👯
82,183,If I had to pick one day to celebrate for the rest of my life this day would most likely be it. 😍😍🍪 #nationalchocolatechipcookieday
83,5,Is it acceptable to trick or treat at each hotel room? Happy Halloween from Rome's Hilton Garden Inn y'all. 😐🎃 Bye Roma. #happyhalloween
84,5,"Did y'all know finals are happening? Thought I'd add a ""finals photo"" to your feed to let you know. #prayforAs #college"
85,5,Every girl loves getting flowers. No matter what she says. ☺️💐 #happyvday
86,5,"Visited the Anne Frank museum while in Amsterdam. It was really something. To climb the same steep stairs that once led to tiny rooms where 8 people hid from the Nazis. I grew up learning about it and I actually got to see it. My favorite quote from her diary is this: ""I know what I want, I have a goal, I have opinions, a religion and love."" - Anne Frank. It breaks my heart that she died in a concentration camp only one month before it was liberated. #AnneFrank #Amsterdam #DiaryOfAnneFrank #AnneFrankHouse"
87,5,This s'more was so good it needed to be documented. #nationalsmoresday #baconselfiePt2 #briannasmore #doyouwantsmorefoodpics?
88,163,"Luv ya, bday girl 🌟"
89,146,🌅 #PhiLITppines17 #Philippines #Sunset
90,5,Having the best means you have trust issues when it comes to anyone else.... Here's to cutting your own bangs while abroad. I miss you @pam_j_glass 😅😘 #TheTruthBehindStudyAbroad
91,5,Not quite finished moving in but this is by far my favorite part. My personalized photo desk. 😍😍🐑📷 #seu18 #stedwardsuniversity #atx
92,5,I made it. 💙🐑💛 #atx #minigoestocollege #stedwardsuniversity #seu18 #hilltopwelcome #minicooper #miniusa #miniac @mini
93,5,The deed is done. #newyear #newhair
94,118,✨ 2 0 1 6 with the best of friends 👯 #HappyNewYear
95,5,"Okay. First off, I never post pictures like this, so I apologize if you're offended. I just want to show off my progress. I hate working out, I'll get motivated & start but I never finish. Today marks the second week of my #soretothecore 30 day ab challenge by @alexajeanfitness Two weeks left! #Abs here I come. I've lost some of the dreaded pooch weight & love handles & I can see definition in my upper & lower abs. Top left: before, top right: week 1, bottom two: week 2 (today). Sorry for the novel."
96,5,"Mom, Aunt Amber and Grammy in Cori! ❤️🇮🇹 #Italy #Cori #GoPro"
97,5,Hem your blessings with thankfulness so they don't unravel.
98,118,"Hey, May 🌸"
99,194,My favorite accessory⚡️📸
100,5,"Selfie in Leonardo di Vinci's garden in Amboise, France. It's casual. Yeah.... I went to Leonardo's home today. 😧🌷 #AmboiseFrance #LeonardodiVinci prepare for photo overload."
101,5,Rice balls for lunch! A tradition on my moms side of the family is to make Italian rice balls at Christmas when we are together. Now we get to eat them together in Rome 😍🍴 #Italy #Rome #RiceBalls @amandagary thanks for the Trastevere recommendation!
102,216,Just a photographer in a blogger world 💁🏻‍♀️ #ccstylesummit (check out my story on @briannamoore if you care to see more).
103,5,If heaven were an ice cream.... #chocolatglace #Angers #France
104,5,Hiked today. #TreeHouse
105,111,So proud of my super cool little brother. After 10 years of hard work he is now officially an Eagle Scout. 😊👱⛺️
106,5,"New site is up and running! Go check it out 😘🌷📷 Link in bio!! Also, if you don't already follow my photography page, I'll be posting a lot of my France photography there. Countdown: 16 days! 🇫🇷"
107,5,"Lolol project grad was a success. (Sorry you're too tall and your head got cut off, Trevor) P.S. YAY I WON PRIZES 🎓🎉🎉"
108,5,My kind of cookie 💙📷
109,5,Katniss Everdeen: I'll shoot you with my camera. 📷
110,5,It feels like Christmas Eve because tomorrow I am touring a chocolate factory 😍🍫 #dreamlife
111,5,"Before the concert & during the surprise confetti. This picture is worth 1,000 words haha. ✨🎶 #ImagineDragons #InstaxMini #NOWTHISIsACandidGirls"
112,5,The team ✨ just missing @adelinerock and @rgmode_ 💕 #FashionXAustin
113,112,Leftovers 💥 #Sparklers
114,5,Views 🌳📖🏃🏻
115,5,🙃 #France
116,132,❤️🌵👢 Fun Friday's with friends. #latergram
117,5,45 min later a helicopter circled the beach and there was a giant shark in the water. ✌🏼️😎 #paddleboarding #destin #florida #adventure #lifeisgood #gnaraloo #gopro #gonnagopro #livescl
118,139,Dad bought me a shirt so all the French boys know what's up. #Texas #Yeehaw
119,69,"LOVING my internship. Everyday is a new, fun and inspiring day with @tsgaustin!
#Repost @briannamoore with @repostapp
・・・
You know you work for a cool publication when @draperjames chooses to be a part of it. ☀️🍓👗"
120,5,"I'm in the Christmas spirit. Today I bought my tickets for Strasbourg, France and I'm going to the Capitol of Christmas for Thanksgiving 😍😍🎄 can't contain my excitement. I love Christmas. (Remember photobooth on Macs?? lol). #Strasbourg #Christmas #Photobooth"
121,5,Finally a bladin' babe. New way to get some active minutes via @fitbit yay! #Sunset #Fitbit #RollerBlades
122,5,Toto 👄💄
123,5,mah luvs 💚❄️
124,82,Game day selfie cause yeah. ✌💙💙⚡🏈 #chargernation
125,115,Food truck dinner with a view. 🍴#atx
126,158,Left with lots of new memories and even more bruises 🤙🏼🏂
127,136,Forgot to post this selfie from the other day when I went to the Kentucky Derby. 🌷🐎
128,119,🌿
129,161,My life long best friend 💕
130,95,So happy for my friends 😊 Congrats to everyone who signed today!! So many great things are coming y'all's way. 🎓✏️✨
131,169,Photos with the birthday diva 😂 Happy 23rd Birthday to my life long best friend. Love you long time. 💕💕 @brooklynnnicole
132,5,WHAT A BRAT. She only loves me when I have food.
133,136,Bonne Année 👄✨🤘🏻
134,5,➹ #ootd
135,137,Had a date with the sunset tonight. Will post them later on @briannamoore
136,316,😍📸👩🏻‍🎓 I apologize in advance for how many photos I’ll be posting... but @ashleehuff is amazing so I blame her 🤣
137,5,🌅
138,5,Somebody's not very happy about her hair cut... 😂🐶🎀 #bratdog
139,5,➳
140,157,💫📸✨
141,173,First of many lasts. #fundatory 😜💛💙🐐
142,5,Mood 🙄💎 Summer school blows #mood #monday #summerschool #audreyhepburn
143,5,The best escorts around + the King. Thanks for the pictures @ohcourtney16 😊😊🎀
144,90,"From the mountains to the coast. Cori, Italy to lunch in Anzio, Italy. #CoriItaly #Anzio #boomerang"
145,118,Went shooting today 😍📷 follow my photography account @briannamoore for photos! 😉 PC: @rachelmascardo
146,5,Happy 17th Birthday to my little bro!!! I can't wait to see you in just 2 short days. 😋🎈🎉 here's proof that we grew into cuter kids than yesterday's photo....
147,111,My handsome lunch date 😊 #carsonreid
148,5,Johnny Cash takes on SEU. #JohnnyCash #SEU #ATX #StEdwards
149,91,Took the long way home tonight 🌆
150,154,🖤
151,5,I tried an oyster for the first time today in Brussels.... Part 1 of many 😝
152,5,Watch out world! 😎 #Cousins #RollerBlading #NorthCarolina
153,164,Honestly posting this to break up the White Sands pics... & it’s an accurate depiction of my current mood!! 😃✨🦋
154,97,"Please squeeze in a quick prayer today for my puppy. 😔 My parents had to take her to the emergency clinic yesterday because she couldn't breathe or use her hind legs. The doctor said it could be nerve damage in her back, and put her on steroids for the time being. If she doesn't get better we will have to put her down so she doesn't suffer. She's only 7 and I'm not ready to lose my little Truffles. 😔🐶"
155,5,DUUUUUDE. Spontaneous ACL trip. Got a free wrist band. And it's this chicks bday. 🌻🌀 #aclfest #ACL
156,157,The sweetest. 💕#ImasHomeForChildren #PhiLITppines17
157,98,"Follow my photography account & check out the link in my bio!! #Repost @briannamoore with @repostapp
・・・
One of my absolute favorite images I've ever taken. My photos & blog post from my recent trip to the Philippines are up! Link in bio. Let me know what you think below 👇🏼👇🏼👇🏼"
158,5,☀️ A sunny start to Memorial Day weekend. #Galveston
159,5,📷
160,5,The Eiffel Tower!!!! 😏 #Paris #HomewardBound
161,5,Aw Jac luv ya ❤️
162,235,🌼🧡📸: @ashleehuff
163,157,Sick shades mom. 💖😛✌🏼💁🏼🦄 #FriYAY #bffs
164,5,Omg she hates me 😂🐶🎄 #shihtzu
165,5,"My favorite El Pasoan came to my home & ""beach."" 🌴☀️☁️🌊 #foggyday #butitsokay"
166,151,Quick trips to the island 🌞🌾🌊 #Galveston #Beach
167,185,I’ve got my mojo back. 💃🏻⚡️
168,169,Check out the link in my bio for a Q&A and to read a little about my new role as an intern with @tsgaustin!! I already shared this on my photo account @briannamoore but here I am again. ✨✨✨✨ GO READ IT!!! I'm really excited about this awesome internship. 💕📷
169,5,I like this one too.
170,5,First French crêpe 😍 chocolat et fraise glacé. 🍓 this one is for you mom! 😘😘 @melissalmoore
171,131,📸
172,5,Omaha beach y'all #Normandy #DDay
173,5,Life is good even on a rainy day 🙇☔️
174,213,She's back!! ✨👯💛
175,71,Happy Birthday to my Emy. 😘💚 You are a gorgeous friend inside & out & I love you! Wish I could be there to celebrate. Lol at this pic.....
176,203,What a night for baseball!! ⚾️ #DaddyDaughterDate #GoStros #EarnIt #HoustonAstros
177,96,The early bird gets the worm 🌊
178,5,"Even though I woke up at 5:30am and was on a train for over 8 hours today due to delays, Strasbourg was amazing and totally worth it. #Strasbourg #CollegeTourist"
179,5,Scooter babes ✌️ #toocoolforyou #nannylife
180,5,Yay for the start of pool days. ☀️ #GoStros
181,5,Thankful for my daddy ☺️
182,5,La plage de St. Malo #StMalo #Beach #Bretagne
183,5,🍥🤗💞
184,116,Did we even hang out if we didn’t post a picture?
185,5,Didn't get to post this last night 😱 I love my little Faith. ☺️👧👓💕
186,133,Fancy Schmancy dinner tonight with St. Edwards. #bigdreams
187,119,I've never laughed harder.... y'all are so funny. 😂❤️💃🏻
188,240,😊🌿🎃 happy weather happy me
189,167,Thought I was done with the photos? Never. Just published a short little blog post on my site with more pics from NM (for those who care to see). Link in my bio!! 😎 #newmexico #whitesands
190,5,Décoration pour Noël 🎄 #JoyeuxNoël #HostFamily #StudyAbroad #Christmastime #FrenchChristmas
191,109,"Hey, good morning. ☕️"
192,5,The closest I'll get to outside today. ✏️🌻☀️
193,102,My bff is leaving for Aix-en-Provence tomorrow! 😍😘 So happy for you Emeilia. Make memories + come back safely so we can be French together. ✈️🌍 #TBT #France Bon Voyage 🇫🇷
194,5,I'm in love with my shooting journal. 📷 Oh and developing in a darkroom is absolute madness in a very exciting yet frustrating way.
195,130,Had so much fun I'm going again tomorrow. ⛸❄️🎄 #Strasbourg #IceSkating #WinterWonderland
196,5,"Toured a beautiful winery yesterday. The château des vaults is the epitome of ""french."" #Winery #France PC: @katiembentley :)"
197,5,Players only love you when they're playing. #FleetwoodMac #Dreams
198,189,Happy 4th! I burnt for the occasion. 🇺🇸 #ouch #july4th
199,5,🌼🐣 #lafleur
200,112,Candid shot lolol. The ombré no more 😆 #transformationtuesday
201,5,"As I'm away in college, getting older, I find myself applying all the lessons he taught me growing up. I'm so thankful God gave me such a great dad. I love you & happy birthday!! 👔"
202,88,The Sunday walk to the darkroom before Monday morning deadlines. 📷 @briannamoore
203,121,One of my favorite things is when people capture me taking photos. I love doing what I love! Thanks @katiembentley for lookin' out ;) 📷 #Paris #EiffelTower #Photography
204,5,🇺🇸 #fourthofjuly ready
205,160,Texans win!! ❤🏈 #WeAreTexans
206,5,2nd annual Mencacci Christmas party! ✨ #BME #reunited
207,5,P R O M
208,5,Barnes & Noble for some Starbucks & photography books. 👌
209,229,👻👻👻 #selfiesunday
210,5,Sunset on top of the Uffizi 🇮🇹
211,5,"Tonight I'm saying goodbye to my four precious babies after SEVEN years of babysitting and watching them grow up. Faith, Jolie and Lexi, you'll always be my favorite triplets. And Summer my favorite little princess. ☺️ I love these little girls. 💗😥"
212,5,🌴☀️ living next to the water 🌊 #galveston
213,5,Just a few pictures from last night. Thank you to everyone who came 😊🎉 @michaelamencacci @erickarodriguez @aruggieri13 @emyleeguidroz @emmyjayh @ashtongary @brooklynnnicole @tdahlplease @tawnyalexandri @meghangalvan @thewrightboat @mr_sargeant_swellboy @kyleq96 @jayburke326 @jperez722 @priscilla_vela
214,146,3rd day is the charm 🏂
215,225,"Learning how to go with the flow 🌻🦋 // @ashleehuff, ya never disappoint."
216,5,Too recent for a #tbt but so wat. 🎓 Graduation night with my best friends. #BME #bangsdontworkwithmortarboards
217,5,Happy December 1st. 🎄🎁🎅🏼 #Strasbourg #Christmas #December #Nutcracker
218,78,"She said, ""I know how to pose this"" then the threw the dog in the flowers 😂🐶🌷 #nannycam #yorkie"
219,5,Thanks to all my friends who came out to my party 😘 love y'all
220,121,Just relaxing before finals! 🌸🌴☀️🌊
221,196,✌🏼🍔❤️
222,246,Summuh 💦
223,5,My heart is breaking today. 😔 Truffles left us for puppy heaven this afternoon. I can't stop thinking about how unfair it is that she was only 7yrs old and still had so much life to live. I wish I could be selfish and cuddle with you for the rest of your little life but I know you're not suffering anymore and that's what's important. I will miss you so much trufflebears. I'll never forget you laying on my chest while we watch tv together under cozy blankets or making fun of your tongue hanging out of your mouth and all our other memories. Thank you for loving us Truffles. 🐾❤️
224,118,Today was so great. Loved exploring Normandy. More photos at @briannamoore #Normandy #OmahaBeach
225,191,MY BABIES. ❤️❤️❤️ Johnny Cash & June. My heart is happy. 😍😍🐶
226,116,"Don't mind me, just reliving the best day ever. #ACL 🌋 Fitz and The Tantrums, LORDE, Calvin Harris and some guy dressed up like a chief."
227,5,My beautiful best friend. Love her. 😊😭❤️ #prom2014
228,5,#SS cause tomorrow is TWO MONTHS till #graduation 🎉🎓
229,5,This is what I ate today. Deliciousness. 😍😍🍓
230,5,❤
231,173,Take me back to fancy dinners with my pretty friends 😍👠💄 #takemebacktuesday? #youfancyhuh
232,5,#chucktaylortuesday
233,5,F R I D👄Y
234,5,Em. 💄 #atx
235,5,My sweet little summer had a long day 💕 I'm gonna miss my babies in Austin 😭 #nannylife
236,95,Ended a good weekend with good coffee.
237,173,You are seriously the best (I'm not just saying that cause we are the same person). I'm beyond blessed to have you as a dad! #HappyFathersDay
238,5,Go forth and follow my photography account 😇📷 @briannamoore @briannamoore
239,68,Supporting my little drummer brother at his UIL performance tonight. ☺️👱
240,5,My friends are nice 🍌
241,172,Words can’t do this trip justice. We laughed so hard and made so many memories. I had so much fun in one of my favorite cities with TRULY one of my favorite humans ever. ❤️❤️ P.S. the trip may be over but I assure you the photos are not.
242,154,Explorin' & stuff. #SanSaba #suspensionbridge #Texas #WheresWaldo? #IAmWaldo
243,5,Missing my home this morning. ❤️ my favorite church with my favorite people. @lifechurchhtx
244,5,Soul sistas since second grade. ✌️ Happy 18th Birthday Brittany! 😊🎉😘 love youuuu!
245,5,Prom weekend is the best weekend • sorry for the overload of pictures 😜
246,210,The most wonderful time of year 😍🍂🍁🍃❤️ PC: @sassafrasq
247,5,Super Bowl 50!!! Texans vs The Packers. 😜❤️🏈🧀 #sb50
248,5,"So far, I woke up on time • got an A on my second photo critique • the coffee shop employees made nice conversation with me which always makes a day brighter • I'm one step closer to hopefully studying abroad • and the day is still not over. Have a great day everyone. ⛵️🎀"
249,5,If this doesn't set your day off right I don't know what will. Look at that little face. 😂😍👅 S/O to @chandler_m_13 for being torturous yet hilarious. @trufflestheshihtzu
250,5,Doing what I love ♡❁
251,5,Best friends. 💜
252,131,Happy Birthday to my BFF & Mom!! Can't wait to celebrate with you in Italy in just a short 3 weeks! I love and miss you so much! Make Dad and Chandler spoil you today. 😊😚💕🌻
253,106,📷🌅
254,5,"Baby Carson with his ""Aunt B"" ☺😚 love this precious little boy. @brooklynnnicole #carsonreid"
255,132,"Words can't describe a place like this. I cannot wait until next time, Ima's Home. Thank you @pjlk for following a calling and letting me be a small part of this incredible journey. #philippines"
256,85,Happy 21st Birthday Jac! 💕 happy we had one of those instant friendships. Miss you & see you soon 😊💕🎂
257,5,Oops ✂️😘
258,5,This is what true friendship is. Matching Christmas socks in March totally unplanned. Yes I took a picture. 🎅
259,105,Happy Birthday Micky 🙆🏻 I love our friendship & I love you! I hope you have the best bday. ❤️ #loveyoulongtime
260,5,"Today my little girl dreams came true. I've always kind of ""dreamed"" about Paris and seeing it but never really thought it would happen. At least not this soon. I am so amazed by this magical city. 😍😭 I don't want to leave. #Paris #France #EiffelTower #InstaxMini @briannamoore"
261,5,New and first James Avery ring from myself to myself as an early bday gift. #beingbasic #wannabethug #toowhite
262,198,Only in Texas do you find a place with history as cool as it's aesthetic. 📸💡🕰📰 #SanSaba #TexasTowns
263,5,This is me running to catch my new blog post!!!!! Link in bio. 🇫🇷🌍🌳 It's All About Angers!! #Angers #France
264,5,More of the beautiful Chateau de Noirieux. 🌳
265,124,"Happy happy birthday to you, Maddie ❤️"
266,119,Spring break aka summer tease 🌴☀️🍦
267,188,Nineteen 🎈 Thanks to everyone who made my birthday special.
268,54,Jobro concert 💓 @brooklynnnicole
269,101,Summer sleeps 🌸🌸 #June
270,123,🌼
271,5,Sweetest bathroom view ever from the Hilltop! Yay for orientation. 😊🐐 #stedwards #seu18 #thehilltop #hilltoppers #austintx #atxselfie
272,83,"I really want to write a long post (yes I know, this is my “short” post) about my 2018 journey but I‘ll leave it at this:

If you are completely lost like I was in Jan. 2018, surrender everything (seriously everything) to God and watch what happens. It will probably get exponentially harder before it gets any better and it may even take an entire year like it did for me... but it works. Do not give up. Keep the faith.

I walked into 2018 with extreme fear of the future. It took an entire year for God to answer my prayers and even though there is still so much uncertainty ahead, I am walking into 2019 without fear because God is faithful and will always see me through.

2019, I’M READY!! P.S. I took this this morning while working on my photography business plan for 2019. @briannamoore is growing big time, I’m manifesting it now."
273,283,BIG MOOD ✌🏼👩🏻‍🎓🎉🍾 #SEUalumni
274,5,"Forget Disney World, THIS is the happiest place on earth. 🎄🎅🏼☃❄️🎁 #Strasbourg #Christmas #ChristmasMarket #WindowShopping #WinterWonderland"
275,5,"My first blog post link is in my bio, if ya'd like to take a gander!! 🙃"
276,63,Super cool shoot with @alex_moorea planned for tomorrow. 🌻😊📷 go follow @briannamoore to make sure you don't miss it. 😏 #repost
277,158,🌵🌱
278,190,Swipe for tude 😎☀️🌊
279,5,"Just takin some pics, as per usual 📷"
280,5,Buongiorno from Roma! 🇮🇹😜 #Italy #Roma #MOMISHERE @melissalmoore #Boomerang
281,5,So much fun with my gal pals. Glad we had yet another sleepover. Miss y'all already. #RoomiesForLife
282,5,"Au revoir St. Ed's. #thanksgiving
#steds @stedwardsu"
283,5,"Thanks for being the tall friend and giving me a break, Jules 😜"
284,5,BME takes Hollywood 😂😂 I can't get over this.
285,204,The Scout is Out! Loved working with @leighannnimal + @tsgaustin last semester. Gorgeous venue for a gorgeous book. #TheScoutIsOut #TSGAustin #TSG
286,114,"""I took a photograph of me, when I was only nineteen."" - Trouble Imagine Dragons. | This makes the list of most favorite concert I've ever been to. Very impressive, @imaginedragons. PC @emmyjayh"
287,5,Party time 🌷
288,131,Homework on Lake Austin 🚤☀️
289,5,Not a cloud in the sky. #kayaking #austin #atx #outdoors
290,5,"Happy birthday to my dearest Emeila 🌷 Love having a go to concert buddy and hilarious friend like you. Thanks for all the good times, here's to many more emmy jay ahhhh."
291,152,Miss y’all already 😢💓
292,204,Last & best casino night ever 💃🏻✨ #hilltophc
293,224,Just realizing I look like Woody from Toy Story but I’m not mad. ICYMI: check the link in my bio
294,178,Tis lit 🎄🎅🏼☃️
295,5,She knows I'm leaving tomorrow. 😔😚🐶 #TrufflesTheShihTzu
296,229,"Meet baby Clarise. A precious little angel (she's also a twin). She held on so tight when I was holding her and wouldn't let go. Words can't express the feelings when holding these babies. All they want is for someone to hold them. The only word that comes to mind is love. You love them instantly. ••• If you want to learn more and want to be a part of something amazing, check out the link in my bio.
#ImasHomeForChildren #ChildrenOfImas #Philippines #PhiLITppines2k17 PC: @philip_daigle"
297,5,AFW runway shows start TONIGHT! 💃🏻😍📸
298,139,Sportin' that bubble braid for Bastille. 💁🎶 'twas a fun time. #bastille
299,5,Good morning from Stars Hallow ☕️#GilmoreGirlsRevival #GilmoreGirls
300,5,#ootd ❁ #overallsoftheday
301,5,Happy Birthday Carla!! I'm so happy we developed such a great friendship so fast. Freshman year did us right. 🎈
302,110,😖 | 😍
303,5,St. Ed's. Home of the friendly stray cats. 🐱
304,5,11:24 p.m.
305,181,Got the local to show me around🌵📸👽 #roadtrip #newmexico
306,5,Beautiful day in atx 🌾☀️ #AustinTexas #Austin #Sunset
307,156,Never getting rid of each other 😊💖
308,5,You gotta wear red at Christmastime right??? 😉❤️🏈 #GameDay #IMissYouJJ #AllIWantForChristmasIsWatt #MerryChristmas #TexansChristmas #WeAreTexans
309,89,My Dad is super happy to see me. Chandler on the other hand... Wish my Momma was here too. 💕
310,5,Hahahah. I really loved my grandpa's cat. 🙀😹😹 #tbt
