,number_of_likes,caption
75,5,"Lets see what yall Cali people talkin bout!! #cherrypopped
#fatboystatus"
76,5,Good moods n the morn
77,5,Sat. Nite fun!
78,5,:( my old lady after surgery. They cut out a golf ball sized cyst. Emerie giving kisses and making Nala feel better.
79,5,Geronimo! !!
80,5,TSO!!
81,5,Playing around #daddydaughterday
82,5,Train ride
83,5,Having fun yet??
84,5,Nails by Daddy
85,5,"ACL 2015 kickoff baby!
#mycity #gigapowergallery #noworkallplay"
86,5,"Bluebonnets out at the lake
#easterwknd #myflowerprincess"
87,5,"@shinestythreads got me gameday ready!!
#steelersnation #likemypackage?"
88,5,Sick but still having a good night :)
89,26,"Christmas activities 2018
#santaclausiscomingtotown"
90,5,Zoo time
91,5,"Mex Mart and my Spurs perrrrfect!
#popsquad #gospursgo"
92,5,Oh nooo
93,5,Someone rides the bus now! Big girl status.
94,59,The 1st time we saw For King & Country in concert #goodfriday2019 #funwithmy❤️s #concertlife courtesy of @joyequallsphotography
95,5,It's yo birfday!!
96,5,"Got that nail game on point!
#whosyourdaddynailsalon #getyonailsdid #frozennailpolish #diva"
97,5,Wine and dine
98,5,Halloween dance time!
99,5,My Steelers and popcorn ahhh good Sunday
100,5,Enjoying a peaceful ride on a train
101,5,
102,5,Heyrides!!
103,5,
104,5,Flex Friday!! #freakinweekend #lastdayofcleanse
105,5,"It's beginning to look a lot like Christmas!
#snowday2017❄️☃️❤️"
106,5,"Fun day is a wrap! Kids we're crazy lol
Loved being able to be there
#summerstartsnow"
107,46,"Football/Family/Friends/and Santa
Relaxing weekend"
108,5,"No crying this year lol
Asked for a baby
#goodgirl"
109,5,"Newest addition to the family.
Meet Awkward....the turtle"
110,5,Finally got up early to run!!! #goals #faststart
111,5,Thirsty Thursday on tha dirty!
112,5,Dueces!
113,5,"Good mownin! Its FFFFFFFFFFRIDAY
#slickback #jeepaustinweird"
114,5,Happy V-day everyone! From Emerie and I ♡♡♡ 2015
115,5,Jingle Bells
116,5,"""Like a princess!"" She says #adorable #growedup"
117,5,"Imma let yall in on a lil secret....
#shandy"
118,5,Texan Game day face!!!
119,5,Draft 2015
120,5,
121,5,
122,5,Prepping the Turkey
123,5,Waiting for circus to open up!
124,5,
125,5,Beach time! !
126,5,
127,5,
128,5,
129,5,We're Twinkies 2day #daddydaughterchucks #shoegame #onlysneakersshelikeswearing
130,5,"Little Vday treat from home
#stilleatingclean #missonforsixpack
#strawberriesnyogurt"
131,11,"Squad!
#footgolf #workbroskis"
132,5,Is it you??
133,11,"Taking Emerie to see her crush Shawn Mendes for the first time!
#aclfest #sunday"
134,5,Happy New Year from me and Nala/Charli #2015
135,5,Kids fishing/bashing for fish lol
136,5,My cowgirl
137,5,New swim suit for pool! #daddyswimsuitmodel #summerfun
138,5,"Contents in a 3 yr olds purse ha!
Thanks for sanitizer baby!"
139,5,
140,5,Ahhh its Friday! #nomaswork
141,5,
142,5,V-day present for date
143,5,"Under water fun
#fishface"
144,51,"1st timers here!!!!
#MonsterJam #GravediggerVSWonderWoman #Texasmonstertrucks #Saturdaynightlights"
145,5,Christmas is here
146,5,"My beautiful ol lady. Blessed to have her this long.
#myrideordie"
147,5,My littlle elf helped me pick out a tree
148,5,#nerdlife
149,5,Rodeo 2014
150,5,Meet Gil! Nemo left us to go find his daddy...lol
151,5,Squad!
152,5,Warm my tortillas! #mesicanstyle
153,5,Pumpkin Princess 2014
154,5,Got to open my one present. ...picked a winner!
155,12,good morning folks
156,50,"Speak the truth 😉
#daddyslillady"
157,5,"Miss reading this to the lil one :( her fav book, even knows all the words while I read it."
158,5,"Getting ready onset
#readyformycloseup
#ACTION
#facefortv"
159,5,Hydrating @ ACL perfect weather!! #lovemycity #♡acl
160,5,"I love my family 💙
#weallscreamforicecream
Rodeo2017"
161,46,"So proud of Emerie and her hard work to start reading and writing
#Mynow1stgrader!
#lettertonumbergrades"
162,5,Look who was at church!! Well his mom was...and brought the Heisman!! #hookem #60lbtrophy #facecutitoff
163,5,"Be a star!!!
#treetoppin"
164,5,Emerie's T.V. debut @ jumpy gym from her bday party there
165,32,"Man, I feel just like a rockstar (star) 
Follow your dreams my darling
#careerdayatschool"
166,5,"Her appt. @ Daddy's Nail Salon
Book me now! Lol"
167,5,My batman ready to go for a walk :)
168,5,Sublime!!
169,5,I'm THAT guy lol
170,5,
171,30,Superhero pose 💪
172,5,Tacky sweater n e 1??
173,58,"My God she's getting so big!
Hump day lunch date!
#my🌎❤️"
174,5,Finally done!! Hopefully its a winner @ the work place #2nitesofwork
175,5,"On the set of Jimmy Kimmel!!! Don't care much for the guest Tony Romo
#jimmyinatx"
176,5,Who am I??
177,5,Dance Class Tiiiiime :)
178,5,"Wipeout Run 2015
@megsmith13"
179,5,My lovies
180,5,Made a little note for my lil one :)
181,5,"Rootbeer floats at church!!
#nohands #clcsummernights"
182,60,"Me and my sweet cheeks in the Christmas spirit.
#itsbeginningtolookalotlikechristmas
#uglysweaterparty2018"
183,5,Perfect day for Ice cream and playground
184,5,Chucks kinda nite #shoegame #hisvshers
185,5,When all else fails...hit em with the ponytail! Lol #daddyskills #twinkies #iwhipmyhairbackandforth
186,5,Clowning around in the car
187,5,Crazy kid
188,5,Morning lovin
189,5,Spurs game!! Merry Xmas
190,5,Emmy lou who putting star on tree
191,5,Lounging before show. #betterstatecrewATX
192,5,My princess
193,5,Fall fun!
194,5,Happy V Day from Emerie and Daddy!!
195,5,Not a bad try
196,5,Perfect baby shower! !
197,5,We all scream for ice cream!!! #Icecreamfestival #♡mycityevents #princessbatgirl
198,5,Chocolate wasted!!!!
199,5,Posing b4 naps #divasdoit
200,5,Ohh Saturday how i missed you!
201,5,It's goin DOWN!! Co. Thanksgiving luncheon. Thankful for a job.
202,5,Best present on the best day :)
203,5,Made it to park!!
204,39,"Hook Em Horns!!!
#2017saturdaynightfootball"
205,5,"These eyes are going to be the death of me. #deezeyesrighthere #daddyproblems
#guncollection lol"
206,5,Good dad's get good presents!! Best gift is her :) Happy Father's Day 2015
207,5,Stop and smell the roses #masculinity
208,5,She loves it!
209,5,Shenanigans #dtstpattysday #bagpipesandkilts
210,5,Razzgary??
211,5,HMD to all who lost everything
212,5,"Sat. Morn cartoons! And cereal
Good morning"
213,5,My batgirl to the rescue!
214,5,Art tiiiime!
215,5,Train ride (3)
216,14,"my last sunset here:(
#nofilter"
217,5,Book Parade @ school 2day!! Her fav book A Silly Snowy Day #shellytheturtle #homemadecostume.
218,5,MURICA!!
219,5,
220,5,E.T. downtown Austin
221,12,"Roomate love
#2017ishere"
222,5,The moms and my daughter brought me a Valentines to work! Hearing my daughter say Happy Valentine's Day daddy made my heart melt all in front of customers :)
223,5,Picnic at the park :)
224,5,This girl and her long hair!
225,5,"Sunday is made for water
#mysquad"
226,5,"My Chuck E Cheese squad
#latepostAnna's8thbday"
227,5,
228,5,Got stopped by the cops...for J walkin!!! #Saturdayswag #2fly #13s
229,12,"@mansports kicking my weekend off right!
Feeling the love
#Friyay #freesamples #supplife"
230,5,I don't normally buy Ranger gear... but when I do....It's for my nephews softball team im joining. #Strosbaby #73/8bighead
231,5,Partner in crime
232,5,Asked for a high and tight...chic gave me a Macklemore!!! Lmao not cool
233,5,Orange smiles
234,5,Ruff ruff I have 2 doggies hanging out window
235,5,The moms video bombed my video...ma! The meatloaf!!!!
236,5,Tuck and roll!
237,5,Saturday nite yes plz
238,21,"Wedding time!!
To Mr.&Mrs. Shipley"
239,5,Leg day!!! Ahhh
240,5,
241,54,"1st grade here she comes!!
Got teary eyed when I hugged her goodbye
#theregoesmylife #prouddaddy #blessthisschoolyear🙌🏾"
242,5,Chuy's 2014 parade! !
243,5,Emerie and her cuz Marcellus on a Christmas train ride
244,5,Park time. Beautiful day. #bubblegun
245,67,"Missing her right about now
#flashbackfridays"
246,5,"My youngest nephew turning 10!
Nerf party 🎂🎯"
247,5,
248,5,"Just some good ol boys...
Ain't meaning no harm
#touchthepole"
249,5,Beautiful girl of mine
250,5,For 10 days....I can do it! #poopypants #6pkcoming #systemflush #healtyintestines
251,5,Petting zoo
252,5,"My ❤s
😍"
253,5,Playtime with my lil lady
254,5,Blacklight!!!
255,5,"Bday trip to Zoo
#feedingtheanimals"
256,5,On one
257,5,#clarkkentswag
258,5,"It's goin down in the d....grill!!
My offical start grilling season"
259,4,Check my Emoji Match at #ACLFest! #GalaxyLife
260,5,snap into a Slim Jim promo pic 😂
261,5,
262,5,Chillaxin #chuckslife #converseonfire #drinkinbyfire
263,5,
264,5,Leg day ahhhh need to up plates #deadliftsfordays #dontskiplegday #rackcity
265,5,"Sight to end the day!
Portal?? Prism??"
266,5,
267,5,Hanging out on a perfect day!
268,5,Train ride (2)
269,5,Josh Abott
270,5,New do! #choppedofflonghair
271,5,
272,5,Goin to da chip
273,5,Turn up
274,5,
275,5,Barrel racing. Emerie's future ;)
276,5,
277,5,Driving in the rain with my dog is NOT safe!
278,5,
279,5,Saturday Fun! #ccthespot #daddydaughtersillypic
280,5,"Girl time, painting nails together
#oldfaithful #myloves #nailcolor"
281,5,Got a new dog lol!
282,5,1st football game in a while!!! Will b soaking 2nite lol #30yrsoldproblems
283,5,Big girl panties and a cami
284,5,
285,5,
286,55,"One for the books!
This weekend couldn't have treated me better.
Family & Friends over everything
#kidzbop #aclfest #blessed"
287,5,
288,51,Attack of the 2nd grader!
289,5,Ready for church!
290,5,Merry Christmas from Emerie & Adam Mena to you and yours :)
291,5,Late post...Throw back Thursday roller skating style!
292,5,New home for Nemo #whatnemodoin #lightchangingtank #movinonup
293,5,"Someone can't wait for Halloween! 😂
Her black lipstick she's trying on for the 1st time.
Costume clues givin out soon"
294,5,
295,5,Out on the water
296,5,Yup
297,5,Her happy place.
298,5,This is happening!!
299,5,Fat Tue.!!!! #crawfishcrackin #ouuuui eee
300,5,Bringing home a chic!! Score
301,5,Sunset kisses
302,5,Spider-Girl!!
303,5,Give me yur man card
304,5,It's about to go down!! #Halloween festivities
305,5,Im so official all i need is a whistle!
306,5,Hot CoCoa
307,5,Death himself...Undertaker
308,5,My lil blues traveler baby lol
309,5,Baking cookies earlier
310,5,"Lunch thoughts
#hopelessromantic"
311,5,"""Look at me daddy""
#privatexmasperformance"
312,5,Step hop!
313,5,Dressed for success! ! Its ffffffffffffffffffffffffriday
314,5,"2nd place! not too shabby
#worktackysweaterluncheon
#racksonracks"
315,5,Trouble
316,5,
317,5,Her new favorite movie :) any guesses?
318,5,"Coulda ""acquired "" a football. But it's....Greenbay bleh! Lol"
319,5,Santeria
320,5,My view from laying under the tree at our picnic
321,5,"Rockin the new outfit!
#freshthreads #bubblegumsnapin"
322,5,Happy halloween
323,5,Stingrays and Mermaid!
324,5,"Good morning all. 7AM wake up call
You're up and alive, smile. Love ya'll"
325,5,"Still rep my 5-8 boys
#nobandwagonhere
#blackandyellowblackandyello"
326,5,"My #WCW @megsmith13
She's kind of a big deal #nofilter"
327,5,Usie @ carnival #rodeo2015
328,5,Tacky sweaters unite!
329,5,Stunna shades on!! #cheerfreakinweekend
330,5,"Just a dad with his daughter, on top of the world! #rodeo2017"
331,5,Riding the bus on SOCO to Barton Springs and Hey Cupcake
332,5,"My path to success starts here.
#focusonthefuture #knowledgeispower #blessed🙏 #selfimprovement"
333,38,"Starting the spookiest month off right!
Big girl got on all the rides except 2.
#frightfest2017😱🎃"
334,5,1st timer here!! #nextdanicapatrick #nascargirl #myotherrightdaddyleft
335,5,"Monday Vibes
Start the week off right!"
336,37,How did I create such a beautiful little girl with a big heart and a bigger personality 🤔 love her to pieces #daddysgirl #my🌎
337,5,Water bug is 3 1/2 and officially taller than 3ft. #growinglikeaweed #summerfunwitdaddy
338,5,Thermopolis London
339,5,My world/My heart/My everything/My greatest accomplishment/My true love/My mini me. IS 4 TODAY!!!!! Happy Birthday baby girl you are loved by many.
340,5,Cellus Cowboy!
341,5,2nd generation creamy jalapeno lover! :)
342,5,
343,5,Michelada time!!! Ahhhh
344,5,Let's Rodeo!!!
345,5,
346,5,Singing
347,36,"Every day I am blessed by this woman.
I couldn't imagine my life without her, she taught me to love with all my heart. (even if not loved back the same) and Emerie shares the same love I have for you. Love you mom"
348,5,She bathed!!!
349,5,"Race me! I dare you. #smokedher
@megsmith13"
350,5,"Ready to break these bad boys in!
@mavasports
#nextlevel #firsttimerhere✋ #nomorepain"
351,5,Messy cookie baker girl
352,5,Incubus!!! 1st time
353,5,SLIDE TO LEFFFFT SLIDE TO THE RIIIIGHT
354,5,#raceatx
355,5,Off work with baby girl
356,5,"Post workout meal mmm jungle bowl
#juicebaraustin"
357,5,
358,12,"Sunday night *Continuum*
Young adults/young at heart
be there 7pm
Tell a friend 😉"
359,5,
360,5,Free morning movie RIO :)
361,5,All we need is love
362,5,Ice cream fest!!
363,5,
364,5,
365,5,T is for Tracing @ Trudys!! And marTini lol
366,5,Overtime!!!
367,5,Friday nite with my princess
368,5,This is the face after the end of E.T. ♡♡ sweet girl
369,5,2 dozen chains! !!!! Happy born day
370,5,Special treats for us (not those special brownies)
371,5,Set go!! Egg hunt time
372,5,
373,5,Added more
374,5,Have u tried this??
375,5,The one my heart beats for this Valentines and every single day!
376,5,"Tea party tiiiime. #newbdaypresent
#teapartyset"
377,5,1st ballet class!! Aww
378,5,"My happy place 😁
Passing down the torch"
379,23,"Happy 4th of July
🎆👏"
380,5,"1st Steelers jersey EVAH! @ab
#businessisboomin #playoffs2017🏈 #herewegosteelers"
381,5,
382,5,Shes so happy when shes wit her daddy :) #sofreshnsocleanclean
383,5,Fuck Baltimore!!! #nephewuncleluv
384,5,#TBT my leading lady as a baby. Miss holding her tiny self. She's getting so big and growing into her own sweet person.
385,77,"Father's Day @clcaustin
#daddysgirl #faithisourstrength"
386,5,"Happy New Year 2015!!!
From our family to yours :)"
387,5,Just ballet :)
388,5,Canoeing and feed ing ducks
389,5,"Cookies out
Pass out
Christmas 2016
#waitingforsanta #visionsofsugarplums"
390,5,Emerie got 1 of only 3 good notes given out in her class 2day! #teacherspet #gettinaspecialtreat
391,5,Prepping from football Sunday and MNF!!!
392,5,Fountain fun! #waterbug
393,5,Dinner and classic disney with my one and only.
394,5,Bright lights and special nights
395,16,"Every day on Earth is a gift
#beautifulmorning"
396,5,V-day dinner 🍒🍸
397,39,"😊See ya 2nd grade!
#daddysgirl #growinglikeaweed🌱 #schoolsoutforsummer"
398,5,"We gon Bowling! #1ststrikeever
#bowlingshoegame #saturdaynightfun #bowlingwithbdaymom"
399,48,"Late post
#rodeoaustin2018"
400,5,Our 1st run together ♥
401,5,"Mud monsters from Lake Travis!!
#latepost"
402,5,"He's a cookie master.
Merry Xmas from Cellus"
403,5,"Turn down for what!!?
@jbradleybowie #kidzone #chocolatewasted #nodeadbeatshere"
404,5,
405,5,Proud daddy here ♡♡
406,5,My blk n blues ya digg
407,5,"Pinballz Kingdom FUN!
#daddydaughtertime
#nofilters"
408,5,Dancin girl #turnup4thjuly
409,5,She's my whole EGGxistence :)
410,4,Summer fun! 1st Thursday in Dripping Springs. #toysruskid
411,5,
412,5,"Someone was good this year.
Merry Christmas to all!
#happybirthdayjesus
#christmas2017🎄🎅🎁 #blessed"
413,5,
414,5,Strawberry shortcake
415,5,Bang Bang Bang ringing in the new year right!
416,5,S.U.P. kinda day
417,5,Cool kidz
418,5,Feed me Semore!!!
419,5,Rodeo 2015 yes sir!
420,5,Park and movie nite :)
421,5,Karaoke anyone? More like story time. Or preaching? ...lol
422,5,"Merry Christmas from Emerie & Daddy
#2016xmascheer"
423,5,Dougie
424,5,Photo courtesy of the one the only...Emerie lol
425,5,Kenny Chesney
426,5,"Canoeing and feeding ducks
#staycation"
427,5,Its Saaaaaaaturday wo wooooooo
428,5,To the future Marty! !
429,5,Chore time.
430,5,Wakey wakey good mownin!
431,5,Her masterpieces! Merry Christmas from Emerie Mena
432,5,Happy turtles!
433,5,Fresh cut
