,number_of_likes,caption
43,18,"Just a few photos from last nights #dreamteam appreciation party!
You guys! Words can't explain how grateful I am to be serving along side some of the greatest friends in Austin!
Last night we started off with a yummy dinner, then enjoyed some amazing sand art storytelling (just look at that Jesus and lamb!), then we all witnessed @sirlawrencecharles win a Grammy! Kidding 😉 but he did win what I'd like to call the equivalent of a Grammy, #volunteeroftheyear2017 award!! 🙌🏼🙌🏼 we had a bit of comedy then ended the night a delicious treat from #nothingbuntcakecupcakes 😋

I LOVE MY GOD & I LOVE MY CHURCH!!"
44,46,Some of the faves 📸: @theirsonlyjuan
45,5,"Just like his shirt says ""CONQUER YOUR MIND"". Day one of #Shaunweek is done! This man literally preached me through this workout today and yeah, I shed a tear a two during the cool down 😭 why? Because for the first time in months I am proud of who I am and who I am becoming. Can you say that about yourself? Not many women can look at themselves in the mirror while working out with nothing but a sports bra and leggings and NOT say bad things about themselves. Today, I did the total opposite, I told myself all kinds of good things! 😘💁🏻 if you're talking bad about yourself even in regular clothes, then we need to talk, ASAP!!! Today was more than just a workout, it was a wake up call. #loveyourself #nevergiveup #neverbackdown👊 #shaunweek"
46,5,#thatmomentwhen you're about to start the 2nd half of your program and it's supposed to really kick your ass even more that the first half... 🙈😬 But then you ROCKED THAT ISH SO HARD! #sweatbeads💪🏻💦😝 #Beta #badass #nailedit
47,29,"“You might have a mom, she might be the bomb but ain’t nobody got mom like mine!” Happy Mother’s Day mama! I love you and appreciate you for so many reasons, words aren’t enough 💓😘"
48,5,Sweat beads are back! I've missed this drenched feeling! #speed2.0 I'm proud of myself for working out thru the summer! I may not have posted every single workout or every single meal but that doesn't mean they never happened! 🙃 you can slow down but NEVER STOP! Happy Monday y'all! 🤠
49,29,"The “mini photo shoot before the actual photo shoot! You did an amazing job amor, @theirsonlyjuan ! The sunset was perfect!"
50,5,"One step at a time, one meal at a time. Make it a priority and your body with love you for it!"
51,5,"#familytraditions doesn't get any better than this right here! Silly sock exchange, kids gift exchange, adult gift exchange, crafts, food, music, signing to baby Jesus, naps, laughter and lots and lots of love!"
52,39,She's a character all by herself but when she's dressed up she plays it very well! #harleyquinn #classic #redblackwhite
53,5,
54,5,Silly girls ↑↑↑↑
55,5,My love bug and baby sister. Happy Thanksgiving y'all! ♡
56,5,My Angel.
57,17,#fitnesswithmercy
58,17,"Thank you @cecilia.williams & @kippaustin for teaching my child, and many others just like her, about Love, courage, integrity, tenacity & community. ❤️💪🏻👫🎓📝📚"
59,5,"Just like their Abuelo, they love to watch the rain.
#latepost"
60,78,"No matter where we go or what we do, I’m blessed to do it all with You. ♥️ #fiesta #cincodemayo #sanantonio #ourspot #lifepartner #dancepartner #myhero #miamorcito #heteachesmetodance"
61,5,😎✌🏻
62,5,Morning babes!
63,5,"With God, there are no coincidences, only purpose! Thanks to Dustin, I’ve been blessed to (officially) meet 2 beautiful souls and get to call them friends! I work in the same building as this lovely woman and had no clue we’d end up sharing many things in common! #christianlifeaustin #friendship #life #centralmatket #newbeginnings"
64,35,What a fun shoot with @theirsonlyjuan #jproductions ! Who knew there was such beauty in the hidden places 🌱🌸🌱
65,42,
66,5,"#Repost @jayshetty with @get_repost
・・・
That blog? Create it
That podcast? Record it
That book? Write it
That video? Make it
That idea? Start it"
67,23,#transformation progress not perfection! 🙌🏼🙌🏼 one day at a time.
68,5,"T25, Gamma, Rip't up! #mondaymotivation #sweatbeads #pushon #digdeep"
69,5,"Sharing my progress and my videos so that YOU can be inspired and KNOW that you CAN make your health a priority even with limited time. Stop the excuses, stop saying “some day”, make that “some day” TODAY!
Tomorrow is the beginning of a new week. But what’s even better is that you know each second, minute & hour are NEW. Make a mind switch to START!
Need that extra motivation?!? JOIN ME AND MY CREW!
Next group start June 3rd, YOU IN?! #transform20 #morningroutine #conqueryourmind #transformyourlife #powerfulwomen #fitmom #motivation #progressnotperfection"
70,5,"Sweaty on a Saturday! 💦😜It's been a while since I worked out on a Saturday morning but man does it feel so good! #21dayfix is growing on me fast!!!! I love me some Shaun T but Autumn is one bad mama!! Day 3/21, I totally skipped day 3 YESTERDAY, so I've got to do day 4 today as well at some point! Right now Ally and I are gonna get ready to have a ""Mommy and Ally"" day 👩‍👧while doing some last minute Christmas shopping🎄🛍!! Have a great weekend everyone! ♥️🤗"
71,5,My little helper earlier today eating all the left over almond butter while we prepared the very delicious #fixate chewy whole-grain snack bars. 😋🙌🏻👩‍👧#mealprepsunday #fixapproved #healthysnacking
72,27,"84 degree weather in the ATX, I’ll take it!! •
•
•
•
📸: @sabrinaa.millan
#poolside #bookwarm #beautifulweather☀️ #atx"
73,10,"#Repost @coachkeren (@get_repost)
・・・
Love. Should. Flow."
74,5,
75,5,My Boo
76,5,"My next Goal for 2018! Too often I've Cursed my own self for apologizing unnecessarily. Getting my body and MIND right. Tackling 1 challenge at a time with the help of GOD!
#Repost @melrobbinslive (@get_repost)
・・・
This is something I'm extremely passionate about. We all have this terrible habit of apologizing for the weirdest stuff. Next time you're about to apologize for speaking your mind, being human, showing up late, etc...try replacing ""I'm sorry"" with ""Thank you"" — So instead of ""Sorry I'm late."" say ""Thank you for your patience."" Or instead of ""Sorry I'm crazy."" try ""Thank you for loving me."" It makes all the difference. ❤️"
77,5,"Come Monday this will be me and all the others who have joined the ""Get up and Move"" group that starts Monday!

Don't feel like you move enough at work or feel like you're in a constant zombie mode?
yeah, I feel ya!
This group is Definitely for you!
Lately being in the lab has me in zombie mode, so I'm looking forward to looking like an even bigger fool and getting everyone else to try these awesome ""desk job workouts"" with me 😉
Want in?
drop a ""I wanna get up and move"" comment below and I'll get you added in tonight!"
78,5,
79,5,One of our favorite spots in San Antonio ♥️ #imsolucky
80,5,"#21dayfix Total body cardio fix! #sweatbeads💦💦are back, it's been a little over 2 weeks, calling myself out!! Can't y'all see the struggle on my face is REAL?! 😅"
81,15,I have my very own Junior B. Jones ☺️ #myboo #preciousdaughter #princesa
82,5,
83,5,Summer fun in this Texas sun ☀️🤘🏻#deepeddy #jimjimswaterice #ICECOLD
84,59,💋
85,5,
86,5,Yup. 💪🏻
87,5,#gratitude #fridayvibes 🙏🏻✨
88,5,My boys! Big brother and baby Malachi #December #wedding #mother
89,5,I knew from this moment what unconditional loving was.<3 my Boo.
90,18,Might have been an ok soccer player in my past life ⚽️
91,5,How I feel each time I nail my morning workout! Except I use my body weight and am on the floor most of the time 😝 #sweatbeads💦 #wonderwoman
92,48,"Still in awe at how beautifully Juan captured us in the photos! Sure does make a girl feel even more beautiful! 😍
.
.
.
.
.
.
.
#springphotoshoot #jproductions #mothersdaughter #beauty #joy #playful #love #atx #austin #texas #muellerpark #southwestgreenway"
93,5,September 16th celebration 🎉 at school!! #vivamexico 🇲🇽
94,14,
95,5,#christmas2017🎄 Wishing everyone a very Merry Christmas!
96,5,"It's back!!!! You won't regret this class! #Repost @taste.yoga (@get_repost)
・・・
I’m teaming up with @hairloungetx November 19th for Lit-Yoga | Beginners Practice🙌🏾
. . . . . .
This class is all levels, but we will touch on the foundations of beginning a daily yoga practice.

The playlist, your mind, and body will be #lit ✨
14 spaces currently available.
$10 minimum donation which reserves your space.
•
Link in my bio!

Happy Monday y’all!❤️
•
•
•
•
•"
97,5,There is nothing or no one more precious to me than my child. She puts the color inside of my world. She my Angel without wings. Its always better when we're together. Someone please stop this train. #mychild ♡
98,39,There’s something about being around the people you love 💕 #dancepartner #amor #lastnight
99,5,Had a great time at Cristian's birthday party. :) You did a great Job @marisol0607
100,5,Twice today I have heard this message from Isaiah 40:28-31 while listening to two completely different audiobooks. When God has something he needs you to go through he will always find ways to reach you on a personal level. #ireceiveit 🙏🏻👐🏻
101,5,"#Repost @ronnebrown (@get_repost)
・・・
So many people think that it takes a lot to see a shift in your life & business. It actually takes tools, simplicity, automation and discipline."
102,5,Boo & baby Malachi <3
103,5,Much needed cleaning was done today. This sure does cleanse my soul 😌#candles #gardenias #hearthandhandwithmagnolia
104,5,🏹🏹🏹
105,5,Let's allow ourselves to do ONE thing today that will astound us 🙌🏻🙏🏻
106,5,The kiddos LOVED this place! #dcpopupshop #superhero #sxsw2018
107,5,"Trampoline chronicles
#summer2019 #wannabecheerleaders"
108,5,
109,5,#MuellerAustin
110,5,"""How 'bout them #Cowgirls. Boy ain't they somethin'?"""
111,5,Don't forget to press PLAY ▶️ today! #thursdaymotivation #showupandshowout #T25 #preworkoutselfie ☺️
112,5,
113,5,These walls will be covered in her art 🌈🎨👩‍👧
114,5,Ended our weekend with these two silly kiddos. God has blessed us with so much. We have everything we need right now. And yet he continues to bless us each day. 😌🙏🏻 #newdays #newblessings #family
115,5,♡!
116,5,"YES 👏🏻YES👏🏻YES👏🏻. Have patience and know GOD is who he says HE is! THE CREATOR , THE AUTHOR, THE MIRACLE WORKER! NOTHING is impossible with HIM ☝🏻🙏🏻"
117,5,"Yummy for my tummy! Last nights dinner - Chicken Avocado Cesar salad 🥗 and this mornings breakfast- Whole grain waffles, grapefruit and my chocolate vegan shakeology 👅💦 #feul"
118,5,
119,55,"They say behind every man is a strong woman. While I do believe that to be true, I also believe that not only is she behind him, but they stand side by side, conquering the world.
#miamor #lifepartner #powercouple"
120,5,The best reading 📖 nook is hands down mamas lap 😌 #readingtime #biggirl #AllyBoo
121,40,#springbreak #sxsw2018 #doughnuts🍩
122,5,☆ My fairy princess ☆
123,34,"✨Shoutout time✨

To my little sister!
This beautiful 17 year old young lady here.
I’m so proud of her and all her recent and future accomplishments.
She’s driving, got a job and just got her first paycheck! Love you my China 😍😜 Watch out world 🌎 #ballerstatus"
124,5,The many faces of Sydney Allyson.
125,5,My favorite plate in the entire house! Ally's plate gives me life every morning 🙌🏻😜
126,5,The love of my life.
127,5,
128,5,My nephew Malachi. Love his chubbiness!
129,5,This #Newyearreset has me feeling so good and it's only DAY ✌🏼! My breakfast was delicious and so was my lunch! Very filling. Whoever said you had to starve yourself on a cleanse is SO WRONG!!! 🙄✋🏼
130,47,"There’s no place I’d rather be.
.
.
.
.
.
#spring #texas #wildflowers #motherdaughter #photoshoot #jproductions #mueller #love #play #fun"
131,5,#sweatbeads ☺️💦 nothing like a shower before a shower 😜
132,59,"I'm excited to share with you all what I've got planned! My church @clcaustin has just launched Interest Based #LifeGroups! I am leading my first ever LifeGroup and I couldn't be more excited! Fitness with Mercy is a fitness support group for all who are seeking to begin or maintain their fitness journey! We will have be discussing ways to keep accountable, along with the importance or personal development in the process. If you'd like to be a part of Fitness with Mercy, please go to www.smallgroups.church - click on 'find a group' and locate ""Fitness with Mercy"". The hardest part is starting, let God and a group of awesome people help you with the rest 🙏🏻God bless you all!"
133,5,Field trip to the Pumpkin Patch.
134,30,"#TBT to the time with my lady's doing #Fitnesswithmercy LifeGroup! Miss you all and am constantly praying for your health and wellbeing.
I thank God for the opportunity to lead this fitness group with his people. There's a first time for everything and it was definitely a fun learning and growing experience!! Can't wait to #doitagain!!"
135,5,"Sending out invites today for our newest Summer accountability group that start 5/29! We are calling it ""Summer to Swim not Sink"" 🌞💦🏊🏻‍♀️
I'm super excited because honestly, if I hadn't reached out- there would still be someone who's just looking 👀 and watching instead of putting their wants and needs to work!
The accountability group is for anyone who's looking to maintain their health and fitness where they are, or for anyone who's just DONE and is ready to doing something about their health and fitness.
A lot of times people want to make changes but don't even know where to begin! That's where I come in, along with the many other strong motivated women who are kicking their fears aside,staying active and being a support system all together.
Whether it's physical or mental, we get you to and through it all!
If you're ready to get this summer started with a sizzle, let me know in the comments below with a 🔥 emoji!
Or message me directly!"
136,5,What is Christmas without Christ? Last service @CLC of 2015! #faith #myGod
137,5,Egg hunt yesterday at school. Photo cred. to @plurred___vision thanks doll!
138,42,"Missing my mini, but still had a wonderful time this Easter 🐣
I am grateful for the Cross ✝️, my family & all the food!"
139,5,These kiddos had a BLAST with hair chalk this week! 😜
140,5,👸🏻
141,32,"For the past 6 weeks I've devoted myself to being a student of MYSELF. Meaning that I have taken notes, and am studying my own habits and thought process. Crazy, huh? Well, believe it or not this is what works for me. For the past 6 weeks I've had a personal development audiobook playing everyday, praying constantly, self evaluating, eating right with the help of these awesome Portion containers and nailing my workouts ALMOST 5 days per week. I've set weekly goals and have kept close with my accountability groups that are driven by & with amazing people who are all on their own personal journey to the best version of themselves. This is only the beginning. I'm telling you this now, in another 6 weeks I will have taken 6 more weekly progress photos and will be even closer to my best self. Day-by-day, book-by-book, prayer-by-prayer. I'm going places. Who's with me!? ✌🏻👸🏻🙏🏻👊🏻💪🏻 #goals💪 #makeithappen #changeyourlife"
142,5,My Boo. Silly girl ❤️
143,5,"Her dream, to be on #dwtsjuniors I love this song so much and she melted my heart with this impromptu dance 🙏🏼😭💓 Let’s be honest, we only watch #dwts for @mrbobbybones and @sharnaburgess performance! This little one here danced all night and I couldn’t be more proud! Her dancing is so genuine and she truly shines when she dances. I love every minute of it!"
144,26,"✨Story time! ✨

I’ve been on this journey for a while now, not only just the past few months but as many of you know, for the past couple of years.
When you have goals you also have to truly think about what kind of problems or discomfort are you willing to go through to reach that goal.
Here are my struggles all in one post.
A couple weekends ago I was so pumped that I was finally finishing a workout program for the 2nd time! I thought the first round was very challenging and decided to do it all over again! And why not?! I am healthy and capable!
This was an hour long intense cardio program. Just this one day, it’s called “Shaun-A-thon”. Now I’ve never run a marathon but I would don’t imagine it felt something like the way I did at the end of this days workout 😬
I was exhausted, wanted to cry and felt defeated and wanted to give up. Yup. That’s how I felt. So I called my main cheerleader to rescue me from myself and made him stay to help motivate me to finish!
It was so tough. But I finished!
Now I say all of that to make it very clear that I chose these struggles. I chose to put myself out there, to look crazy, unflattering, look like I’m struggling, look strong, look good, look bad, ALL THE WAYS!
And yet I also chose to motivate others, inspire, show others just like me that it’s possible! It’s tough but it’s possible to make positive changes and form new habits!
It’s so easy to sit back and watch other do the things and make the change. But that’s what they (we) are doing to better THEIR life. What are YOU going to do to better yours?
Find your tribe that will keep you motivated and who will push you towards excellence!
Need somewhere to start or want an accountability partner? I’ll be here when you’re ready. I GOTCHU MY FRIEND!! #strongwomen #healthmotivation #fitnessinspo #conqueryourmind #transformyourlife #transform20 #supportsystem #progressnotperfection"
145,5,"Loving this #cleanweek program! #sweatbeads 💪🏼💦 and all! Happy Wednesday! #fitbythefirst starts first week of November, who's ready to push themselves through the Holidays and will be avoiding #hibernationmode this winter?!? 🙋🏻🙋🏻"
146,5,Hapy Thanksgiving! '12
147,45,"In exactly 1 week, I will have a 10year old. In a couple of hours I’ll be sending her off for the weekend as she makes her way to California for an entire week!
Then, when she returns on her Birthday, we will make our way to Florida for My half of OUR summer vacation to the beach, Disney World and Universal Studios!! How can this be?! Time flies so fast,I’m trying not to BLINK!
Please send prayers nd good vibes for a safe flight for this beauty and her Father as they head out to California this weekend.
TX✈️CA✈️TX🚘FL

#summerbaby #10years #travel #vacationmode #disneyworld #californiaadventure #floridabeaches"
148,5,With my partner in crime! #Reik 🎼🎤
149,16,"Happy Birthday to my favorite person in the whole world 🌎 life without you wouldn’t be life at all!!! I thank God each and every single second that I get to be your mother on this earth. You’re the most loving, caring, funny, amazing, creative little human being I know. God bless us with many more years of ALLY BOO, PLEASE!!! #happy9thbirthday #proudmama #mamasgirl❤️"
150,98,"I look my before pictures 15 days before I start my challenge group and #transform20 program with my first on 2/25. These are my progress photos. LESS THAN A MONTH! Y’all! Can I just tell you that I DO NOT HAVE TIME IN MY DAY TO GO TO A GYM. Period!
These programs are designed and created for busy mamas and papas, students, employees, WHATEVER and WHOEVER you are, it was made for YOU and your busy schedule. The shortest exercise program is literally 20mins long. Not to mention the nutrition plans that come along with EACH program!
Here is prof that it CAN be done, no matter what!
You don’t have to be a pro, not even someone who works out all the time. You just HAVE to WANT to make a change, then make it happen!
The next round of challenge groups start April 1st. That’s plenty of time to get you plugged into the right program and in the challenge group, doing it all together with a bunch of us who WANT a change and are taking the steps to DO SOMETHING ABOUT IT instead of just watching everyone else do it!
If you’ve been watching my IG stories, and have been telling yourself” ugh, I want to do something” now is the time to do SOMETHING. Join me April 1st, YOU WILL NOT REGRET IT!
#beachbodyondemand #challengeyourself #april #bodygoals #powerfulwomen #conqueryourmind #transform20"
151,23,I am one proud mama of this firecracker love of mine! She made it into the Elite Dance company at her school! I knew I seen a fire in her for so many years now. I can’t wait to see God expose all her talents into the light. ❤️💃🏻💕
152,17,"#Repost @anahitahughes with @get_repost
・・・
7 cardinal rules for life!
Follow these to live a happy and successful life! 💙

Simple 🤗

#sevencardinalrulesforlife #simplebuteffective #rulesforlife #behappy #forgetthepast #learnfrommistakes #love #nooneisinchargeofyourhappinessexceptyou #dontcompareyourselftoothers #dontstress #smile"
153,5,"Trying my damn hardest to get out of MY OWN WAY! You know when you and a person are walking towards each other and end up doing the ""oh, sorry, I'm going this way"" ""oh sorry, you go first"" little dance? Yeah, 🙋🏻🙋🏻. Anyone else doing that same dance?? #moveover #self On another note: IT'S FRIDAY!! Fitness with Mercy Life Groups kicks off tomorrow and I'm SO EXCITED!!!! #watchoutworld"
154,91,"Be still my heart ♥️ .
.
.
.
.
.
#jproductions #spring #namaste #love #light #peace #tranquility #surrender #photoshoot #atx #austin #texas #mueller"
155,15,"My sugar booger loves her some sugar! I can't tell you how many times we took a #sugarbreak 💋 today during our meal prep/homework session we had going on this evening. When she feels overwhelmed or is just straight up not having it, she comes to me with her little not so big girl voice and says ""I want sugar!"" Which Translates into ""I need hugs and kisses"". I'm so guilty of being impatient with her and giving tough love, mainly because I see SOOOO much of myself in her and want to push her to do and be better than I was growing up. I don't know what I'm doing half the time but I know when she asks for ""sugar"" I'm at least doing something right, right? 🤷🏻‍♀️❤️"
156,5,"My heart and soul, so peaceful. #blessed to be present for this view each morning ❤️🙏🏻"
157,13,👅🌈
158,32,"Can someone please stop this train 🚊 ⌛️ 2014/2018
And look at that #downtownaustin skyline 🌃"
159,5,"Creating space for new life!! #getridofit when you get rid of the old and the clutter, you're making space for the new- whatever it may be, it will bring life to you! Ally has not wanted to get rid of this doll house that she's had since her 6th birthday. Since we have such a small spaced room, it was time for it TO GO! I've definitely been way too lenient with her about this doll house but she actually decided herself that she too thought it was time for it to go. THANK GOODNESS! 🙌🏻 #abouttime #hallelujah I can already feel the universe eagerly wanting to fill the ""space"" in my heart and mind and life with NEWNESS!"
160,5,#current personal development audiobook 🙌🏻 #IAm a child of the most High!
161,5,"#repost. @mz512
My silly Boo."
162,5,
163,30,I workout for the treats 🍰🧁🍭🍫
164,5,"When things come to a head and you're trying to make peace with it, leave it to God. ""It is well with my soul"" #itiswell #godknows #letgo"
165,5,#hotmessexpress 😜💦 #getitdone #sweatbeads • • • I am grateful for showing up this morning. For energizing my body so early 🙏🏻
166,5,God of the Hills and God of the Valleys 🙏🏻⛰🛤
167,5,"My mother posted this picture today of my baby sister and I got all kinds of feels! 😭😭 Time flies so fast, in just a couple of months she will be 16yrs old and I can't handle it! I love you sissy! You're beautiful and I'm proud of the young lady you've become ❤️ #pleasestopgrowing"
168,32,"Yesterday’s lunch date 😘
Thank God for this wonderful, loving, playful, crazy, caring, supportive partner of a Man! Te amo muchísimo corazón!"
169,5,"My mini and I being taught by the lovely @frisky2times inversions. It's amazing what you can do with your body and what your body can do for you when you let go. Also, they do as they see. #minime #yoga #kidyoga"
170,5,"""When you want to succeed as bad as you want to breathe , then you'll be successful"" - Eric Thomas http://youtu.be/GLcJHC9J7l4"
171,43,"#lateposts trying to show Ally how we kept cool as kids back in the day, playing in creeks and streams. These kids just don’t know anymore #timemarcheson #getthemoutside #creekkid .
.
.
.
.
.
.
📸: @theirsonlyjuan"
172,61,I’ve got sunshine ☀️ on a cloudy day
173,7,
174,5,"I don't know how I put a snail each morning after my workout, but I sure as heck am glad that I do! Working out isn't easy, it never is, but I am grateful I have the capability, the health and mindset to do it every morning- that alone will put a smile on anyone's face! Even after getting their 🍑 kicked by a workout 😜 #health #happygirl #cantstopwontstop"
175,5,Some days it's a battle getting homework done. Other days it's easy peasy. I'm learning each day what works and what doesn't and how to make our time more productive and fun at the same. I'd love hear some of your favorite ways to keep your kiddo(s) having fun while staying focused on homework 📚. I'm trying to make a book worm outta this little love ❤️ #2ndgrade #homework #reading #ourtime #productivity #hardwork #focus
176,5,I miss the grass and open space of the country. So peaceful.
177,5,Baby sister and my boo #Starbucks #kids #fall ♡
178,5,Happy 3rd Birthday to my Princess. She's a Princess and she knows it! Love of my life. Wouldn't be LIFE without her.
179,5,My big girl lost her first tooth yesterday. *tear* #milestones
180,5,
181,5,"""Insert caption here""... !"
182,5,This weeks personal development 💪🏻🤓🥊🎧 If the mind isn't right nothing else will be! #PD #audiobooksarelife @thefitfoodha
183,41,Happy Birthday to my beautiful mama! I love you more then words can express. ❤️🎉😘👑 #foreveryoung #myqueen
184,5,"No better day like TODAY! It's Humpday 🙌🏻 most people treat Wednesdays as a turning point in their week, but why? 🤷🏻‍♀️ Why not make EVERYDAY a day to be grateful, motivated, & just DO THE DAMN THANG! #motivation #personaldevelopment #makeithappen #dreambig"
185,46,"Ok, he wins the #IGpostaward 🏆 🙌🏼👏🏼😍 #Repost @theirsonlyjuan with @get_repost
・・・
When you find that one person who loves food as much as you do, you know she’s the Juan !! We workout so we can eat regular food!! 💪🏽💪🏽 #lovefood #couplegoals"
186,5,My big girl ready to go swimming with her class this morning. #pool #kids #school
