,number_of_likes,caption
20,5,"These were just too yummy not to share! Breakfast this morning is PB&J protein pancakes! No heavy pancake mix here! .
Ingredients:
1/2 c egg whites
1/2 c low fat cottage cheese
1/2 c steel cut oats
Splash of vanilla extract, nutmeg and cinnamon
Blend everything up in a blender and treat just like regular pancake mix! I topped them with a handful of strawberries pulsed in the blender and 1 T of pb!
Thanks to the one and only @gymbarbieee for the recipe from our Winchell Ave days 😀
Happy Monday Friends! 🌺"
21,5,"""But the Lord stood with me and gave me strength"" 2 Timothy 4:17"
22,45,T-4 days until the original Colorado squad is reunited! 😎😂
23,38,".
🌷Stumbled upon the book of Habakkuk a couple days ago and I have been wrecked ever since. You guys, it’s so good! .
🌷The second verse reads, “Oh Lord, how long shall I cry for help, and you will not hear?” Then God replies a few verses later with, “Look among the nations and see; wonder and be astounded.” .
🌷We spend so much of our time wondering why God doesn’t see us, and doesn’t hear our prayer. But in reality, we have to stop looking down in defeat, and start looking up at the all of the miracles around us. Be still. Be patient. Be kind. Everything is going to be ok. 🌻"
24,5,Having a fun night with my new work friends!! 😄
25,5,#bronconation #wmu #western
26,45,Is there ever a bad time for breakfast tacos? 🤷🏼‍♀️🌮
27,5,Happy 21st Birthday Drake!!
28,5,
29,5,alyssamcdonald.origamiowl.com #origamiowl #jewelry #watches #pink #customizable #charms
30,34,"Late to post because of church tonight, but dinner was nothing fancy! Kept it simple with a bowl full of leftovers 🤷🏼‍♀️. #whole30 #whole30recipes #whole30dinner #healthy #healthyfood #healthyrecipes #dinner #whole30day3 #leftovers #inspiration #motivation #encouragement #instagood #instafood"
31,57,Happy Thanksgiving from the McDonald’s! 🍁🦃🍂
32,37,"Tonight was definitely a cross-your-fingers-and-hope-for-the-best kind of meal! 🤞🏻I used my crockpot concoction from last night and added arrowroot powder and aminos to it, made it into a stroganoff and served it over a bed of cauliflower rice and drizzled a little coconut milk on top. Overall, it was a win! 💫 Whole 30 Day 2✔️ #whole30recipes #whole30 #whole30dinner #health #healthy #recipes #cleaneating #cauliflowerrice #instafood #instagood #motivation #inspiration #encouragement #healthylifestyle #whole30day2"
33,5,"Finally found a protein bar that I LOVE! it's called FitCrunch. I bought them at Costco and they taste like candy bars! Amazing! Would definitely recommend.
.
.
.
.
.
.
#health #healthy #inspiration #motivation #fitcrunch #fitcrunchbars #amazing #yum #fit #follow #weightloss #weightlossmotivation #weightlossjourney #weightlossjourney2016 #2016 #protein bar #healthysnack #snack"
34,5,The things I do for my co-workers #smh
35,43,"Sunday brunch game strong today! 💪🏻 Egg frittata filled with potato, @pedersonsfarms compliant sausage, onion and spinach, topped with homemade guac 🥑, cilantro and a lil’ hot sauce 😋#whole30day7 #whole30 #wholefood #inspiration #encouragement #motivation #inspo #food #instagood #instafood #whole30recipes #eggs #frittata #guac #healthylifestyle #healthyrecipes #cleaneating #nutrition #eatclean #brunch"
36,5,"Dinner is a feta and mushroom turkey burger with some zucchini noodle spaghetti from @bowlofbalance! It was delicious! Thanks again, girl! .
.
.
.
.
.
.
.
#dinner #health #healthy #balance #weightloss #weightlossjourney #cleaneating #motivation #cleaneats #wholefoods #zucchininoodles #turkeyburger #feta #mushrooms #spaghetti #zoodles #EEEEEAts #instagood #instafood #mealidea #2017 #whatiate #itstheclimb #yum #yummy #delicious #recipes"
37,5,"""After every storm, the sun always shines"" 💕💞☀️"
38,5,"Dinner is a stuffed green pepper made by the fabulous Roomie @gymbarbieee !😊😊
.
.
.
.
.
.
#dinner #whatiate #healthyfood #healthy #health #2016 #weightloss #weightlossjourney #fitspiration #stuffedpeppers #turkeyburger #yum #yummy #icaniwill #inspiration"
39,56,"Keepin’ it simple this morning with an @rxbar and banana. Also featured are blueberries that weren’t actually part of breakfast but seemed to give the photo a very dramatic Instagram effect 🤷🏼‍♀️
#keepingitreal #inspo #whole30recipes #whole30 #rxbar #breakfast #pumpkinspice #healthy #cleaneating #motivation #encouragement #inspiration #banana #health #forthehealthofit #instagood #instafood"
40,72,Passion 2019!!! #passion268 #passion2019
41,5,"Going through my photos and came across this one today and it made me realize how much I'm gonna miss you @gymbarbieee when you move out next month 😥. Thanks for always having my back and listening to me for hours on end when I needed someone to talk to, and for always being there for me. I know we've had our ups and downs but I have endless memories of us making lemonade when life handed us lemons. Thanks for the endless times when we laugh until we cried (or spit water out of our mouths 😂). Thanks for always motivating me and pushing me to be the best me that I can be. Thanks for trying to convince me to get a tattoo and thanks for being my favorite roomie. Love you to a million moons and back ❤️"
42,5,"Ya'll. Let me just tell you how good this CAULIFLOWER fried rice is! I mixed together some riced cauliflower, mixed veggies, butternut squash, mushrooms, green onions, ✌🏼eggs, and soy sauce and created this delicious gem! Also featured is teriyaki chicken from Costco and a chicken egg roll! The only oil used tonight was some olive oil cooking spray 😎 Will definitely be experimenting with cauliflower more often!! .
.
.
.
.
.
.
.
#dinner #health #healthy #cauliflower #weightlossjourney #weightloss #wholefoods #cleaneating #mealidea #whatiate #instagood #instafood #chicken #cauliflowerfriedrice #eggroll #chinese #delicious #clean #food #foodpost #love #yum #yummy #mealprep #mealprepideas #2017 #journey"
43,97,Meal prepped a day early this week! 💪🏻 One of these days I’ll try to remember to meal prep in the morning when the lighting is better 😬🙃🤦🏼‍♀️
44,5,Another turkey mushroom and feta burger tonight with a big 'ole kale salad 😋😋
45,5,Dinner! #instafood #whatiate
46,5,Dinner tonight is a grilled chicken salad with stir fry veggies! 😋 Day 3 #brightlineeating ✔️
47,40,"Late to post because of 🏈🏈🏈, but dinner was @zoeskitchen chicken kabobs, roasted veggies and potatoes! It was delish 👌🏻 Whole 30 Day 5 ✔️ #whole30recipes #whole30 #healthyliving #health #healthy #whole30day5 #inspiration #motivation #encouragement #chicken #recipes #food #instagood #instafood #cleaneating"
48,5,"When you finally find Halo Top in K-zoo! #mylifeiscomplete
.
.
.
.
.
#instafood #halotop #food #healthyfood #healthy #loveit #weightloss #weightlossjourney"
49,5,"Prepped and ready to tackle this whole 30 💪🏻
.
.
.
.
#whole30 #whole30approved #whole30life #weightloss #healthy #health #2017 #instagood #instafood"
50,43,"Tacos for days 🌮🤤
.
2 corn shells, chicken, homemade salsa, arugula and grapes 🍇🤗
.
💚❤️💜💛🥄"
51,5,Just for the health of it ✌🏻🤷🏼‍♀️
52,5,"Saturday brunch 🤓 .
.
.
.
.
.
.
#health #fitness #healthymeals #tacos #brunch #saturday #2017 #journey #healthy #eggs #cheese #cilantro #greenonions #cilantro #weightloss #weightlossjourney #whatiate #instafood #instagood"
53,5,Amen. Couldn't have said it any better myself 👊🏻
54,5,"It's the little things in life she does that keep me going! Living with @gymbarbieee has been one of the most inspirational, motivational and incredible things on this journey! Thanks for always inspiring me to be my best! You are the best friend a girl could ask for ❤️
.
.
.
.
.
.
.
.
.
#inspiring #inspiration #inspirational #weightloss #weightlossjourney #quote #motivation #motivational #icaniwill #health #healthy #love"
55,65,"No shame in my quick car lunch game today! 🤣
Spring mix 💚💚
Berries 💜
Chicken ❤️
Quinoa 💛
Blue cheese 💙
Avocado oil/balsamic vinegar 🥄"
56,5,"Stumbled upon this picture this morning and it reminded me of the true meaning of Easter. It's not about the presents, it's not about the candy, and it's not about the Easter bunny. It's funny how God has taken these last several months of hard times of my life and is molding me into a better person physically, mentally and spiritually. Heartbreak is one of the hardest emotions a person can face. Some days you feel on top of the world, other days it gets the very best of you. One minute you will be enjoying life and the next minute you realize that no matter where you're at in the world, and no matter how many thousands of miles you are away from home and the new people that are entering your life, a part of you will never let go of the person you once thought would be your forever person. And one day you will wake up like I did today knowing that HE is the only one who can satisfy us, and HE will strengthen us, conquer us, love us and remind us that we are NEVER alone and are ALWAYS good enough no matter how much we don't deserve it, and if we keep FALLING to our knees, HE will continue to RISE up. The debt has been paid and HE is RISEN! Happy Easter to everyone! Stay strong and keep falling to your knees, friends 💪🏻❤️🙌🏻 "" I can do anything through Christ who strengthens me."" ~Philippians 4:13 ""He is RISEN!"" ~Matthew 28:6
.
.
.
.
.
.
.
.
.
.
.
#Easter #2017 #Jesus #bible #biblequotes #motivation #God"
57,5,"Dinner last night was 💣💣💣! Thanks @ohletsbevagabonds for introducing me to
my new favorite restaurant!
.
.
.
.
.
.
.
.
.
#health #healthymeals #healthymeal #dinner #salad #soup #fitness #weightloss #weightlossjourney #weightlosstransformation #instafood #instagood #whatiate"
58,5,Sometimes when Justin and I are bored we make art #canvas #chevron #moonlightart
59,54,"Lunch is a little late today, but that is A-ok! Keepin’ it simple with a salad consisting of some good ole’ romaine, pico, @butcher_box sirloin, walnuts and #tessemaes lemon garlic dressing 👌🏻"
60,5,#monday #smile #selfie #follow #blueeyes #shopping
61,5,#pricelessviews #summertime #lakemichigan
62,61,How cute are these mini sweet potatoes?! Lunch today is sweet potato hot dogs with @applegate uncured beef hot dogs and 🥦! It sounds like the WEIRDEST combination but it turned out to be SO good!!! Shoutout to @melissa_hartwig for all the inspiration. 🙌🏻This is definitely one of my new favorites 😀 #whole30 #whole30inspiration #whole30recipes #health #healthy #cleaneating #whole30day3 #inspiration #motivation #encouragement #sweetpotato #broccoli #yum #healthyliving #instagood #food
63,5,
64,5,It's selfie Friday! #ijustmadethatup
65,5,Missing you Little! ❤️ #AOII
66,5,I read my textbooks for fun #nerdlife
67,55,"Spring mix 💚💚
Blueberries/strawberries 💜
Chicken ❤️
Quinoa 💛
Blue cheese 💙
Avocado oil/balsamic vinegar 🥄"
68,5,#summernights
69,5,Summer! #swimming
70,5,❤️
71,54,"Dinner consists of sweet potato dogs and a salad! Whole 30 Day 4 ✔️
@applegate hot dogs🌭, sweet potato buns 🍠 and a spinach salad 🥗consisting of @pedersonsfarms compliant bacon bits, pico, walnuts and 🥑 oil and vinegar 🤗 #whole30day4 #whole30 #healthyrecipes #sweetpotatoes #whole30recipes #salad #dinner #healthy #health #encouragement #inspiration #motivation #healthyliving #cleaneating #instagood #instafood"
72,5,"Qdoba burrito bowl for dinner! Held off on the cheeses and sour cream and saved a lot of calories!! .
.
.
.
.
.
.
#dinner #burritobowl #qdoba #healthy #healthyfood #fit #instagood #instafood #follow #happy #food #motivation #inspiration #weightloss #weightlossjourney #weightlossjourney2016 #weightlossmotivation #2016 #whatiate"
73,5,"Because life is about balance 💆🏼
.
.
.
.
.
.
.
.
.
.
#instagood #instafood #whatiate #weightlossjourney #weightloss #coldstone #coldstonecreamery #tgif #tgifridays #chicken #spinach #tomato #mozzarella #icecream #healthy #balance #health #dinner #healthymeals #healthymeal #fitness"
74,41,"Breakfast this morning is a slice of Dave’s killer bread, avocado 🥑, sautéed mushrooms, arugula, ✌🏻🍳’s, homemade salsa, and watermelon 🍉. .
.
💚💚💛💙💜❤️🥄 Thank goodness it’s Friday!!"
75,38,"Not really sure what to call this besides a concoction that consists of throwing a bunch of things into a crock pot and letting it simmer all day 🤷🏼‍♀️ Whole 30 Day 1 ✔️ Concoction I threw together includes:

@butcher_box organic chicken breasts
Mushrooms
Onions
Parsley
Coconut milk
Organic chicken broth
All the seasonings 👌🏻 I poured this over a bed of cauliflower rice and it was 😋"
76,5,"Enjoying this perfect 60 degree Michigan February afternoon with food for my mind, body and soul 👌🏻🙏🏼 #namaste .
.
.
.
.
.
.
.
#health #healthy #shack #theshack #tervis #lunch #weightloss #weightlossjourney #instagood #happy #kindness #instafood #fitness #balance #selflove #love #sunny"
77,5,Today is the day. #loveyourself
78,5,Saturday mornings call for workouts followed by a healthy brunch consisting of nothing else but breakfast tacos! 🌮🌮🌮
79,5,"Dinner tonight is a healthy burrito bowl! .
.
.
.
.
.
.
.
.
.
#healthyeating #healthy #weightlossjourney #weightloss #burritobowl #rice #chicken #avocado #cilantro #greekyogurt #salsa #corn #girlonamission #instafood #whatiate #dinner"
80,5,If anyone doesn't know what to get me for Christmas... 👌
81,5,"Broccoli cheddar soup for the win tonight 💪🏻
🚫flour 🚫butter 🚫cream

Instead I made the base out of puréed roasted cauliflower, chicken broth, skim milk and 2% sharp cheddar cheese 👌🏻 .
.
.
.
.
.
#instagood #instafood #dinner #healthy #health #whatiate #weightloss #weightlossjourney #soup #2017 #goals #broccoli #cauliflower #carrots #onion #broccolicheddarsoup #mealprep #mealprepsunday #fitness #healthymeals"
82,53,Breakfast of champs this morning 💪🏻#whole30day10 #whole30 #healthylifestyle #larabar #breakfast #coffee #health #cleaneating #healthyfood #inspiration #motivation #encouragement
83,32,"This is as good as it’s gonna get this morning!! Scrubs, car photo, and breakfast on the go with the busiest morning full of work! 🤷🏼‍♀️ #reallife #TGIF #whole30day5 #whole30 #wholefoods #larabar #breakfast #inspiration #motivation #encouragement #cleaneating #health #healthy #healthyliving"
84,5,Dinner is a turkey spinach and feta burger with broccoli and sweet potato fries! #healthy #healthyfood #turkeyburger #broccoli #sweetpotatofries #weightloss #weightlossjourney2016
85,5,Sunday fun in poho!
86,73,What. An. Incredible. Night. 🎶🎵 #nightofworship
87,5,"Here's to the first day of grade 17! ✔️ .
.
.
.
#gradschool #OT #occupationaltherapy #occupationaltherapystudent #2016"
88,5,'Tis the season 🍁🍂 #fall #2016
89,45,"Cobb salad for lunch today! Featuring romaine, pico, @chosenfoods avocado oil, balsamic vinegar, @pedersonsfarms ham and bacon bits, a sprinkle of walnuts,☝🏻egg, and @traderjoes compliant guacamole 🥑#whole30 #whole30recipes #healthy #health #motivation #recipes #inspiration #encouragement #salad #cobbsalad #yum #whole30day4 #guacamole #lunch #whatiate #healthylifestyle #cleaneating"
90,5,Double posts are acceptable when you make Capac famous on College Gameday on ESPN! #rowtheboat #wmu #wmufootball #himomanddad
91,59,Avocado egg toast for the win this morning. Happy Monday!! 🍳🥑
92,5,"This was my dinner last weekend in Holland but it was too pretty I couldn't resist! .
.
.
.
.
#instafood #capresesalad #mushroombisque #healthyfood #healthy #weightloss #weightlossjourney #2016 #hollandmichigan #whatiate"
93,5,New haircut! #shorthair #haircut
94,5,Love my group! #mywmu121
95,65,Happy Mother’s Day to my beautiful mama! 💞
96,5,"Dinner is turkey chili sprinkled with cheese and a Greek yogurt dollop 😊
.
.
.
.
.
.
.
#dinner #dinnertime #whatiate #instafood #turkeychili #cheese #greekyogurt #healthy #health #weightloss #weightlossjourney #girlonamission #fit"
97,5,"Lunch is a grilled chicken wrap, fruit salad, and veggies with hummus! .
.
.
.
.
.
.
#goals #healthyfood #healthy #weightloss #weightlossjourney #2016 #vegetables #fruit #hummus #wrap #chicken #lunch #whatiate #instafood"
98,5,"When Old Navy's whole line of active wear is 50% off, it seems only fitting to buy double, right? 💁🏼
.
.
.
.
.
.
.
.

#health #healthy #weightloss #weightlossjourney #fitness #lifting #instagood #clothes #workout #shopping #oldnavy #icandothis #inspiration #selflove #selfimprovement #2017"
99,5,Enjoyed some delicious chicken and quinoa stuffed red peppers for lunch today thanks to the lovely @bowlofbalance! 😄
100,5,"I am OBSESSED with my newly discovered gem! They are shishito peppers tossed in tamari sauce, garlic and chili paste. SOOO good!"
101,5,"Simple sack lunch of a grilled chicken wrap, fruit and veggies with hummus! .
.
.
.
.
.
.
#lunch #fruit #veggies #hummus #grilledchickenwrap #instafood #whatiate #icaniwill #health #healthy #weightloss #weightlossjourney #weightlossmotivation"
102,62,Leftovers for lunch today! #whole30 #wholefoods #healthylifestyle #whole30day10 #health #healthy #recipes #mealprep #healthyrecipes #recipes #broccoli #sweetpotato #lunch #mealideas #nutrition #cleaneating #eatclean #motivation #inspiration #encouragement
103,5,Fall with my favorite! 🍂🍁
104,5,"Guilt free pork street tacos for dinner 😀
.
.
.
.
.
#pulledpork #broccolislaw #quesofresco #cilantro #greenonions #fireroastedsalsa #bluecornchips #cornshells .
.
.
.
.
#health #healthy #weightloss #instafood #weightlossjourney #instagood #dinner #tacos #streettacos #fitness #2017 #goals"
105,5,Breakfast in a pinch!
106,5,#NBCOT #AOTA2017!
107,5,
108,45,"Good morning!! I can’t believe it’s already been an entire week since I have started Whole 30 😱What a crazy, challenging and rewarding week! Here is a quick update on some of the changes I am already noticing. It’s crazy to me how these things are all related to the food we put in our bodies 😬. Hope everyone has a fantastic Monday!💃🏻💃🏻💃🏻 #whole30day8 #whole30 #whole30checkin #whole30inspo #inspiration #encouragement #motivation #inspo #healthy #healthyfood #healthylifestyle #cleaneating #nutrition #eatclean #clearskin #bettersleep #moreenergy #energy #healthbenefits"
109,5,New #nails! #pink #selfmagazine
110,5,The struggle is real 😐 #whenyoureinaprofessionnobodyknowsabout #OT #occupationaltherapy
111,51,Veggies and sunshine ☀️
112,5,"When your dad experiments and decides to try a new creation and it turns out to be heaven in a peach! 😋🍑 Needless to say it was just as delicious as it looks! Recipe was simple 👉🏻 peach halves grilled, sprinkled with a few blue cheese crumbles and drizzled with a balsamic reduction. Will definitely be making these again!"
113,63,"Breakfast this morning consisted of ✌🏻 eggs over easy with @traderjoes everything but the bagel seasoning and seasoning salt, @pedersonsfarms ham, and a mixture of brussels sprouts, onions and mushrooms! Things they don’t tell you in the Instagram beginners guide: how stressful it is to cook eggs when you know they’re going to be photographed! 🤣 Let’s go day three! 💪🏻#whole30 #whole30recipes #whole30breakfast #whole30challenge #health #healthy #cleaneating #inspiration #motivation #encouragement #food #eggs #brusselsprouts #instagood #instafood #whole30day3"
114,5,
115,5,🙌🏻 #faith
116,5,#boatnight
117,5,
118,5,"Tonight for dinner I made grilled chicken topped with sautéed mushrooms, onions, mozzarella cheese, and a reduced cranberry wine glaze 😀
.
.
.
.
.
.
#dinner #whatiate #health #healthy #whatiate #instagood #instafood #weightloss #weightlossjourney #weightlosstransformation #healthymeal #whatiate #fitness #chicken #mushrooms #onions #wine #mozzarella #yummy #yum #happy #kindness #foodporn #food #healthyeating"
119,53,Tacos tacos tacos 🎉🌮💃🏻
120,5,"Buffalo chicken wrap for lunch!
.
.
.
. .
.
#healthy #healthyfood #lunch #buffalochicken #buffalochickenwrap #weightloss #weightlosstransformation #weightlossjourney #weightlossjourney2016 #2016 #health #instagood #instafood #whatiate #foodporn"
121,5,"Sometimes God has a different plan than what we have for ourselves, and it isn't until we let go of our own plans that we see the real plan God has for us. Life isn't easy or fair by any means, but the more and more I live for God, the better it gets. I would be lying if I said my life was perfect. It's actually quite the opposite. But through faith and trusting in God, I'm on my way to becoming a better person. ❤️"
122,5,"Today, I became a mom. Meet Maybelline! #maybeitsmaybelline 🐠"
123,62,"Even in the clouds and the rain, God is still good. 🙌🏻"
124,5,Breakfast hash for the freaking win this week 💃🏻💃🏻💃🏻
125,5,Sunday brunch!
126,59,"Breakfast this morning is a smoothie bowl with ice, unsweetened @365bywholefoods almond milk, spinach, ✌🏻scoops @vitalproteins collagen peptides, and @costco frozen berries topped with @traderjoes unsweetened coconut, banana, chia seeds, goji berries and @go_raw sprouted pumpkin seeds 😃#whole30 #wholefoods #smoothiebowl #smoothie #breakfast #whole30recipes #healthyrecipes #healthylifestyle #inspo #inspiration #motivation #encouragement #whole30day8 #banana #coconut #spinach #chiaseeds #pumpkinseeds #yum #food #recipes #instagood #instafood #nutrition #cleaneating #eatclean #healthyfood #health"
127,70,Proud to be an American! #airforceball2017
128,5,We got our Alexis back! 💃🏻💞 #AOII
129,48,"Cobb salad again for lunch today with spinach, @traderjoes guac & pico, ☝🏻🍳, @pedersonsfarms compliant bacon bits and ham, a few walnuts and some @tessemaes lemon garlic dressing! TGIF is anybody with me?! 🙌🏻🙌🏻🙌🏻
#whole30 #whole30recipes #healthyfood #health #inspiration #encouragement #bacon #inspo #motivation #cleaneating #recipes #salad #healthy #healthylifestyle #healthyliving #buzzfeast #whatiate #instagood #instafood #whole30day5"
130,5,I could get used to this 🐊 #cajuncountry #louisiana #nofilter #lafayette
131,5,"Celebrating my first 20 pounds lost with a pedicure! #treatyoself .
.
.
.
.
.
#weightloss #weightlossjourney #loveit #healthy #gettinghealthy #icaniwill #reward #pedicure"
132,5,"My favorite breakfast! Avocado, egg and toast!
.
.
.
.
.
.
.
#breakfast #eggs #avocado #toast #yum #weightloss #weightlossjourney #healthy #health #icaniwill #inspiration #whatiate #instafood"
133,5,"Mary's crackers with laughing cow Swiss cheese spread, cucumber, green onion, and garlic powder! .
.
.
.
.
.
.
.
.
#snacks #snack #food #happy #weightloss #weightlossmotivation #2016 #weightlossjourney #weightlossjourney2016 #instafood #instagoood #whatiate #follow #fit #health #healthy"
134,5,Love my big!! #AOII #alphalove #alphaomicronpi #sorority
135,5,Initiation night!! Love these girls! #alphalove #alphaomicronpi #AOII
136,5,"Slowly but surely I'm learning to be content and love spending time by myself. I know I have a long way to go but every step counts! Tonight I ate dinner outside and explored the bible, which is something I never would have done if I stayed in my own comfort zones of occupying my time around other people. Being alone is an opportunity for allowing myself to get to know and be more comfortable in my own skin. Tonight I am reflecting and enjoying my own company knowing that I am truly never alone when I run to Him."
137,5,Lesson of the day: I suck at window shopping. #jcrew #coach #toomanysales #loftbyanntaylor #charmingcharlie
138,43,"Fall is in the air 🍁🍂 Brunch this morning was ✌🏻 🍳 over spinach, @pedersonsfarms compliant sausage, and potatoes cooked in 🥑 oil. Not pictured was @traderjoes pumpkin spice coffee and @nutpods french vanilla creamer! Happy Saturday y’all!! 🙌🏻 #whole30 #whole30recipes #whole30day6 #whole30inspiration #eggs #healthylifestyle #sausage #brunch #health #healthy #whatiate #instagood #instafood #encouragement #inspiration #motivation #food #eatclean #cleaneating #wholefood #potatoes #spinach"
139,5,I miss chicago!
140,5,Tribute to my grandpa ❤️
141,50,Working out with this beauty tonight 🦋
142,5,Halloween 2014! #alphaomicronpi #AOII
143,5,Two of the reasons why I love my job <3
144,5,Froyo date with the besties!
145,5,#studyflow #panerabread #hacked
146,5,So proud of these amazing girls! #gogreek #aoii #kapparho
147,5,3 of my favorite people in the world ❤️
148,5,"Finally back at my avocado egg and toast! The only thing stopping me was picking up a $7 toaster at the store 💪🏻 Happy Monday friends! .
.
.
.
.
. #breakfast #healthy #avocado #egg #toast #health #cleaneating #kombucha #mealidea #mango #weightloss #weightlossjourney #instagood #instafood #food #journey #2017"
149,5,Having a fun visit with these two!
150,5,"When you tell yourself you have enough self control to go to Marshall's ""just to look"" 👀 #crap #iboughtabox #butitwasallonsale 🤓"
151,5,What a FUN night. #duisterhofs
152,5,Haven't posted a grocery haul in awhile so here goes! Can't wait to try this avocado oil spray! #saturdaynightvibes
153,5,Officially moved into my new apartment at Western View! #gowest!
154,5,Ready to start my week off right!
155,5,It's a great day to be a bronco!
156,33,Real life pecan picking’ in Texas y’all! #notfromhere
157,53,Twinning with this beautiful lady at church tonight! #creepyphotobomberinthebackground 😂
158,101,Meal prepped and ready for whatever life throws at me this week! 🙌🏻💪🏻
159,5,Only in Capac will you find a tractor stopped at a red light. #farmville
160,5,Meal prepping like a champ! #nofilter #healthyfood #instafood #health
161,41,"Lunch is quick and easy... and pretty much the same as yesterday 🤷🏼‍♀️ Romaine lettuce, pico de gallo, @butcher_box sirloin, walnuts and #tessemaes lemon garlic dressing
#whole30 #whole30recipes #whole30day2 #whole30inspiration #health #lunch #salad #butcherbox #inspiration #motivation #encouragement #cleaneating #health"
162,5,Breakfast is protein pancakes with almond butter and pulsed strawberries! Shoutout to @gymbarbieee for an awesome recipe! #healthy #breakfast #proteinpancakes #whatiate #instafood #weightloss #weightlossjourney #weightlossjourney2016 #weightwatchers
163,5,Sooooo in love with #jcrew!
164,5,First step is walking through the door right?! #icandothis #health #weightlossjourney2016 #weightloss #planetfitness #fitness
165,63,"Breakfast this morning was 🍳’s, ✌🏻homemade turkey sausages, potatoes and a cup of mixed veggies. Hope everyone has a great Wednesday!! 💞"
166,5,
167,5,"Brunch is served! Chocolate cinnamon protein pancakes with peanut butter and bananas on top! .
.
.
.
.
.
#brunch #healthy #proteinpancakes #fruit #motivation #inspiration #weightloss #weightlossjourney #2016 #weightlossjourney2016 #instafood #whatiate #health #peanutbutter #onestepatatime"
