,number_of_likes,caption
14,66,"me, my brother and my girlfriend took my son home to NOLA for a family reunion and I became a better father ... #neworleans #louisiana #nola #midcity #father #son #toddler #fatherandson #uncle #grandma #meemaw #family #familyreunion #jacksonlandfamilyreunion #martins #fresco"
15,5,crew love
16,114,"Father's Day. It's supposed to be about dads. I can't help but miss Mallory even more on days like this though. I know she'd be on her way over right about now. We'd probably take Paxton to Wash Park. Maybe grab some ice cream. Simple but fun. I miss you more on days like this because these were the days I was most proud of. Family days. Nothing can describe the feeling of holding the woman you love while holding your child. It makes life worth living on another level. It makes life complete. Mallory made me a better person, man and father. Our family is something I'll cherish forever. Thank you."
17,5,"happiest of birthdays to my vanilla ninja @saulgoodman5280
a gentleman and a gangsta

thank you for the friendship, loyalty and inspiration.

#livebigdreambigger #denver #milehigh #milehighdreams #skylineschemes"
18,5,"It’s October 2012. We say dumb things like “girlfriend shopping” and “2 for 1 orgasms.” Then we started hanging out with these twins like all the time, I was head over heels for this stunning blonde and Donald was all over this young brunette from Arvada. We were planning “family dinners” instead of Tavern, Viewhouse and Ginn Mill. Here we are 5 years later ... Here’s to 50 more years. Congrats Chad and Meg. Thanks for an amazing time and a beautiful wedding. I’m inspired by your love and proud to walk on this journey with you.
#denver #colorado #cherryhillsvillage #glenmoorcountryclub #wedding #groom #bestmanspeech #weddingparty #bestfriends #youchadmeathello"
19,5,"lifestyle.

#denver #colorado #RiNo #artsdistrict
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #lighteyes #skagenwatch #uniqlo #levi"
20,5,"me and @ninofresco504 was bayou ballin baybee
#neworleans #louisiana #bayou #bayoustjohn #midcity #midcitynola #bayoubeergarden #beergarden #patio #jamesonshots #budweiser #lunchboxspecial #litlitlit #stussy #obey #levis #acidwash #fresco #brothers"
21,5,fuckin loser
22,85,"first day of school finna be a breeze

#denver #colorado #firstdayofschool #kindergarten"
23,5,"""promised I'll never leave him even if his mama tweakin cuz my daddy left me and I swore I'd never repeat him""

#thanksgiving #thankful #grateful #holidays #happyholidays #tistheseason
#fatherandson #fatherandsontime #toddlers #cutekid #sillybaby"
24,146,"this time last year we were getting ready for your birthday dinner at Tag. It was an intimate dinner; your parents your aunt your brother and I. I remember you were so excited for the pop rocks dish they had. It was a great dinner. Your mom said a toast; it was a tough year but we were looking forward to the next one. None of us could imagine being here today.
I don't know how to feel today. I know that you would want today to be about celebrating rather than mourning. So that's what we will do. Today is not your memorial service; it's your birthday party. All your friends are coming. And we'll dance, smile and laugh in your name."
25,5,"#powercouple
#nye2013
#love"
26,5,hey everybody tell @mallorysau to go on a date with me
27,5,"come check me out this Saturday as we light the runway on fire at the @denverwestword #Artopia Whiteout Fashion show. I'll be walking for #yocisco #equilibrium and #denverbespoke
Saturday. City Hall. 7 PM. $40.
its gonna be LIT y'all"
28,5,"grandma house
plastic cover the couch
before I sit down
she crushin me for smellin like pound
#grandma #homesweethome"
29,5,"thank you to everyone that shared the mapquest commercial. I had so much fun filming this spot. I'm so thankful to be able to pursue this dream. I'm even more thankful to actually see some success in it. Huge thanks to the amazing crew that worked on this spot. They crushed it!
s/o to @mapquest
http://hello.mapquest.com/

#mapquest #denver #colorado #mtevans #14er #actor #commercial #livebigdreambigger"
30,5,"new post on @mallorysauer blog.

I had a really long post written with apologies, explanations and confessions but scrapped it. It's not about that. It's about sending every ounce of love, prayer, support and hope I have your way. Thanks for being a hero for me, my son and my family."
31,5,livin for the city
32,5,#TBT with the prettiest soul I've ever met. The Lord took you before I was ready but heaven is much better for you. You were too beautiful for the harsh reality of this cold world. I love you Dash #RIP #GuardianAngel #truelove
33,5,"Collard Greens
#akomplice #crooks #streetwear #denver #livin4thecity #jetlife #mostfunindenver #milehilifestyle #frescoflacko #kidfresh"
34,91,this is my favorite picture. if you look closely you can see the laser beams of love going back and forth.
35,20,Awards Night at #IMTA
36,5,"iron sharpens iron.
#denver #colorado #denco #303 #birthdaybash #happybdaycurt #nativ #nativnightclub #VIP #bottleservice #domperignon #greygoose #saturdaynight
#brotherfromanother #homies #bestfriends #blackmenwithstyle #fresco #igersdenver"
37,5,this #throwbackthursday is for the people I've lost over the years. #RIP Marion Chapman. You would be so proud of the man I am despite things you saw me go thru. I'm not done. Im working for you. We goin straight to the top.
38,5,"s/o to my breaux Griffresh. This man is living his best life. Imagine marrying the woman of your dreams in the most beautiful venue then throwing the dopest of dance parties.
Thank you Collin and Emma for inviting me to celebrate your love. No rain can stop your shine.
#boulder #colorado #wedding #groom #bouldertheatre #pearlstreet #fresco"
39,5,"Guys I went to a Saints game ... Twas Lit

#neworleans #saints #superdome #whodat #birthdaypresent #interracialcouples"
40,5,date night w/ @mallorysau @ Uncle
41,5,"they throwin dirt on my old name ..... it only gets worse when you kno thangs
#denver #colorado #throwbackthursday #tbt
#seniorpictures #littletonhighschool #abercrombie #lame #loser #fuckboy"
42,5,"""oh em geeeeee buy our tickets to the Kinsey Reporters before prices go up and I WRETCH""

the best live sketch comedy in Denver is available this Friday at 8 PM! Tickets at $5 til the day of the show so get em now! Beryl's Brewery. 31st & Blake!
#Denver #Colorado #denvercolorado #denvercomedy #coloradocomedy #sketchcomedy #sketch #comedy #livesketchcomedy #kinseyreporters #silk #thingstodoindenver #denvernights #denvernightlife #nightlifedenver
#beryls #brewery #craftbeer #supportlocal"
43,5,had so much fun this past week #aspen #fashionweek #malemodel #runway #model #whitegirlswag #leggings #uggs #allineedisstarbucks #toomuchfun #fresh #fresco #piccollage
44,5,"we almost lost faith in ourselves, in each other, in our journey ... but see the way God got our blessings set up ... 🌊
#denver #colorado #RiNo #artsdistrict
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #mixed #blaxican #realniggas
#homies #besties #twoadays #hustle #joog #licks #moves #grind #work #werk #w$rk #michaelkohrs #fresco"
45,5,we're gettin good at this
46,5,"had a lot of fun at the I Love Couture Show
s/o to my MaM family.
the hottest shit in the 5280 #MakeAMill #FeelLikeAMill"
47,5,Guarantee less than 5k of these made
48,5,@drewtucker88 @the1don ain't nobody fresher than my clique
49,5,"Empire State of Mind
#NYC #NewYork #StatueofLiberty #EastRiver #model #actor #IMTA #dreamchasin"
50,5,"👻 frediikidfresh for more of the same

#denver #colorado #downtowndenver #snapchat #model #actor #improvisor #writer #dreadhead #greeneyes #hipster #hypebeast #DAD #jetlife #fresco"
51,5,"Guys I went shopping with my girlfriend
#magazinestreet #neworleans #gardendistrict #interracialcouples #mensfashion #womensfashion
#mensstyle #womensstyle"
52,5,"very excited about this show. we've been working on this group for a year now. this team is going to do real work here in Denver.
Starting Feb 3 & every Friday after that
Sign up by 6:50 to play.
All levels welcome
Show starts at 7.
#Denver #Colorado #denvercolorado #denvercomedy #denverimprov #denvernights #denvernightlife #nightlifedenver
#supportlocal
#barkley"
53,5,"steak, shrimp & chicken pasta, dirty rice, au gratin potatoes. a great thanksgiving."
54,5,"all summer sixteen

lookin for revenge

(backstage @ Voodoo before Rap Scallions)

#denver #colorado #denvercolorado #denverliving #denvernightlife #thingstodoindenver #denvergram #denvercomedy #denverimprov #localcomedy #locallaughs #improv #musicalimprov #hiphop #voodoocomedyplayhouse"
55,84,"#Repost @justingreatplumage with @get_repost
・・・
Season 2 “Pancho” now available #justingreat #season2"
56,5,#payback #saints #jetlife #whodat
57,5,"my son is my twin
#denver #colorado #downtowndenver #denverliving #coloradokids #toddler #fatherandson #fathersontime #fatherlikeson"
58,5,
59,5,my #WCW comes from this sexy snapchat. hope yours is as good as mine homie.
60,5,#tbt to that time @mallorysau and I were asked to do an impromptu photoshoot. #modelcouple #impromtu #photoshoot #fall #autumn #mustardpants #plaid #wewokeuplikethis #malneverlaughsatmyjokes
61,5,#thuglife
62,5,all smiles
63,18,Company Holiday Party w/ my love @mallorysau #powercouple #happyholidays #loveofmylife #noneedforamistletoe
64,5,"would you give your uber driver 5 stars if he offered you sauerkraut?
what if that uber driver was Hitler?
these are the thought provoking questions we'll answer this Friday at 8 with the Kinsey Reporters.

Friday 2/12. 8 PM. Beryl's Brewery. $5
#denver #colorado #denvercolorado #denvercomedy #coloradocomedy #sketchcomedy #livecomedy #localcomedy #kinseyreporters #grafenbergproductions #thingstodoindenver #denvernightlife #nightlifedenver #denvernights #denverliving #supportlocal #craftbeer #brewery #beryls"
65,5,nnnnn twins!!!$
66,5,"Today is a day I think we should celebrate. We should dance and eat macaroons. We should wear our favorite outfit and enjoy vodka soda’s with 5 limes. Today is one of my favorite people’s birthday. Today is Mallory’s day. It’s been 1 year and 1 week since she passed and I couldn’t begin to describe how missed she is. Her impact and influence on me, my son and the world is unmatched. Everyday I try to make her proud and keep the promises I made to her. Every day I use lessons I learned with her, wisdoms she shared and try to live life like she would. That means handling everything with grace, never giving up, oh and not smoking cigs. I love you MalFresh, thank you for everything you’ve done for me and my son."
67,5,"wishing my brother @darienu here so we could talk about #AltonSterling and discuss our responsibilities as woke black comedians.
#denver #colorado #downtowndenver #voodoocomedyplayhouse #comedy #improv #sketch #standup #denvercomedy #denverimprov #woke #consciouscomedy #rip #altonsterling🙏🏾 #blacklivesmatter"
68,5,"I’m so excited to be apart of the 2018 Urban Leadership Foundation Program. It’s a great opportunity to learn and grow in my commitment to improving my community. I can’t wait to connect with other young and intelligent black minds. I’m looking forward to finding new ways to apply my talent. I’ll say this, I don’t know what the future holds but I’m ready to make a difference. #maktub"
69,5,"anything can happen at the nightshow
#thehuntisover #romerohuntwedding #happynewyears #dab #mensstyle #h&m #trueloveshoes #alfanishoes #bowties"
70,5,#Denim
71,5,they will see us coming from such great heights @mallorysau #denver #breakfast #denverbiscuitcompany
72,5,
73,5,researching a role.
74,5,happy anniversary to me!!! #anniversary #oneyear #ilovemal #michaelkors
75,5,"that moment when you waited til Friday to buy your tickets to the Kinsey Reporters so tickets went up to $10 but you still going because you need a good laugh after a long week.
Beryl's Brewery. 8 PM. $10
#denver #colorado #denvercolorado #denvercomedy #coloradocomedy #sketchcomedy #livesketchcomedy #kinseyreporters #thingstodoindenver #denvernights #nightlifedenver #denvernightlife #supportlocal #beryls #craftbeer"
76,5,#thesearethetimes #clique #crewlove
77,5,the jetmisses hold her man down like ballon strings
78,5,"new photos 📸 @howdybrandon
#denver #colorado #RiNo #artsdistrict #model #photography #wilhelminadenver
#dreads #dreadlocks #dreadlockmodel #africanamericanmodels #blackmodels #acidwash #Levi #familyaffair #michaelkors #fresco"
79,5,"on the set of my first movie ""Wash Park"""
80,5,#worldclasswreckingkrew
81,5,the bayou classic on at Tavern Downtown. brought New Orleans to Denver
82,5,"""You know your hip hop Bill Murray"" the GZA

Come see the Kinsey Reporters present Silk at Beryl's Brewery tonight at 8! Tickets are only $10!
31st and Blake! Don't be late!!!

#Denver #Colorado #denvercolorado #comedy #denvercomedy #coloradocomedy #downtowndenver #RiNo #thingstodoindenver #nightlife #nightlifedenver #fridaynights #kinseyreporters #silk"
83,5,portfolio & comp cards have been obtained. but hard work never stops.
84,5,birthday Champagne Reign #happybirthday #26yearsold #milehighspirits #jetlife #jetsgo @saulgoodman5280 @ninofresco504
85,5,New Orleans is for luvrs
86,5,@the1don @donalds_mustache
87,5,"This saturday Paxton and I volunteered at the Fathers’s Against Madness Suit Giveaway. Over the past few months we’ve worked to collect suits from around the Denver metro area with the intention of giving them to other fathers. What we found is that suits were just the hook, we gave and received fellowship, mentoring, laughter, and friendship. Community makes the world go round. Thanks Jason.
#denver #colorado #whittier #cole #redshield #salvationarmy #fathersday #community"
88,5,"aint nothin changed but the change
#2bfisher #gonefishing #wedding #austin #texas #atx #stmaryscathedral #fairmarketatx #weddingseason #renttherunway #tommyhilfiger #igersdenver #igersaustin #fresco #bestfriends #homies #friendship #friendyacht"
89,5,"but you're mindful of it all when your mind full of it all
#jk4reals #weddingseason #imeswedding
#mercurycafe #denver #colorado"
90,5,"""The Kinsey Reporters are Southpark meets Monty Python. Combining high brow and low brow humor they have something for everyone."" Somebody.

Come to Beryl's Brewery this Friday at 8 to see The Kinsey Reporters present SILK. Get best local comedy with the best local beer. Tickets at $5 til the day of the show."
91,5,"my first time in the ocean went exactly as you’d expect
meanwhile you goin hard, jumpin off the top deck

#venice #venicebeach #cali #california #labordayweekend #vacation #holiday #oceanvirgin #oceanvibes #polo #fresco"
92,5,#rooftop #denver #love #girlfriend #honey
93,5,#love #fam #homies #hoodratshit
94,5,#TBT the folks at the zoo thought we were a model family so they asked us if they could use our pictures for promo use.
95,5,@the1don x myself #heavyD & #greeneyedbandit
96,5,New Orleans to Aspen. #aspen #skyhotel #jetlife #modellife #workhard #playharder
97,5,"you got 14 bricks in that bag right there??? well listen let’s get lunch this week and talk about how you can leverage our services to maximize the value of each one of those bricks.
#denver #colorado #blackchamberofcommerce #marchmadness #networkingevent"
98,5,well yeah ....
99,83,"this is my most proud accomplishment as an improvisor. Full Spectrum, Denver’s most lit improv troupe featuring people of color.
Come see us featuring Steve Bannon this Saturday @voodoocomedy @ 8 PM

#denver #colorado #lodo #denvercomedy #coloradocomedy #localcomedy #denverimprov #denverimprovfestival #thingstodoindenver"
100,5,"Young Tiger practicing his swing

#Denver #colorado #downtowndenver #denverparks #parksandrec #playtime #minigolf #toddler #strongkid #biracialbabies #mixedtoddlers #interracialfamily #fathers #dedicateddads #fresco"
101,5,"It's not goodbye
It's see you later
#cousins #family #realniggas"
102,5,oooooo I kno you mad tho #neworleanssaints #whodat #geauxsaintsgeaux
103,5,remember mardi gras 09 when me and @ninofresco504 got into a fight and you had to pull me off him. you scolded me for fighting in front of my mom and shit. you been family ever since. happy birthday to the Analytic God @saulgoodman5280 love you man.
104,5,"My life is full. I do alotta dope shit. But being a dad is the coolest thing I do. Now I do everything with purpose. I've always been driven to be successful. My son lit a fire under my ass. blessed to be a dad.
#toddlers #cutekids #dad #singleparents #igers"
105,5,"talk about ""group mind"" luv dese bitches #WomenOfScrotime #Scrotime #matchingoutfits #Voodoo #Denver #improv #comedy #hottestimprovisersever @jessibaileyb @megan8miles"
106,47,"cool like that
#denver #colorado #downtowndenver #toddler #3yearsold #mixedkids #fatherandson #fathersontime #dedicateddads #toddlermodel"
107,5,
108,5,"we put the cheat codes in/ we got the money and infinite lives this vice city trick!! back to back spitta shows with my roun @piercejayefair
#denver #colorado #summit #2009 #spitta #wizkhalifa #polo #fresco"
109,5,on the board son #winning
110,5,view from the office aint bad
111,5,"commercial.

#denver #colorado #RiNo #artsdistrict
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #lighteyes #skagenwatch #uniqlo #levi"
112,5,#MardiGras 09 #bigolecheesegrins
113,5,"stuntin like his daddy


#neworleanssaints #whodat #blackandgold #fatherandson #toddler #prouddad"
114,5,we were having fun
115,5,"been off the porch

wassam

#denver #colorado #downtowndenver #chicago #wildhunnids #neworleans #13thward #lion #bull #realonesonly #fresco"
116,5,"#tbt to Aspen Fashion Week 2 years ago w/ my guy @masonleedoubleday
I remember these jackets were dope af.
We Came, We Saw, We Raged.
#aspenfashionweek #afw #2013 #fashion #ski #snowboard #skyhotel #aspen #denvermodels #jetlife #livebig #dreambigger"
117,5,missin my mrs @mallorysau Hawaii gimme my girlfriend back
118,5,"what's family? what's a brother? what does ""squad"" really mean?
you can find all that in this picture. We started as teammates but grew to be so much more. Words can't express how proud I am of the men in this picture. The obstacles and setbacks they've overcome would kill most people. These guys persevered through injuries, school, uncertainty and LIFE. Everyday they inspire me to be better, to rise above, to be true. The football team lost Saturday but our squad won again, we undefeated.
They tried to bury us, they didn't know we were seeds.

#denver #colorado #football #family #coloradoprepslegend #collegefootball #division2 #rmac #rmacfootball #adamstate #widereceiver #cornerback #icouldlockemup #putmeincoach #fresco"
119,5,"hey!! follow my modeling and acting page!!! it’s gonna be a blast!! @coreymartin.504303
once i reach 500k followers i’ll give away an Aaron Brooke’s jersey, a AndOne mixtape and Kanye’s Rocafella Chain. Let’s goooooo

#denver #colorado #downtown #arthotel #artsdistrict #museum #wilhelmina #wilhelminadenver #model #actor #improv #comedy #testphotoshoot #headshots"
120,5,"JUICE

#levis #forever21men #handm #eddiebauer #menswear #mensfashion #streetstyle #streetwear #streetlight #simplecut #acidwash #destroyed #jeans #suedejacket #fedora #denver"
121,5,me and my bruva outchea jetlifin like the brought Bill Clinton back for a third term
122,8,how dope is my mom? so dope she grocery shops from another time zone. #mamasboy #blessed #sothankfulformoms #mandasausage #shrimp #tonys #chicken #beef #eatgood
123,5,"new photos 📸 @howdybrandon
#denver #colorado #RiNo #artsdistrict #model #photography #wilhelminadenver
#dreads #dreadlocks #dreadlockmodel #africanamericanmodels #blackmodels #acidwash #Levi #familyaffair #michaelkors #fresco"
124,5,"breaux

#nationalsiblingsday #brothers #breaux
#batonrouge #southern #gentlemen
#throwback #lastchristmas #jetlife"
125,5,"@mallorysau and I
New Years 2013"
126,5,"some modeling jobs are more fun than others. (product cannot be shown yet)
#denver #colorado #bouldercolorado #modeling #printmodel #modelphotography #basketball #ballislife #hoopdreams #dunks"
127,5,"had to take it back to 2012 real quick my big brother was BIG's brother

I just wanted to s/o my big bro @dadetoye09.
thanks for lookin out for me. thanks for being an inspiration. thanks for just being there.
it's our season. we going undefeated.
#LoDo #Denver #Colorado #nightlife #Summerof2012 #throwback #homies #bestfriends #brothers #brovas #weranthatshit"
128,5,@the1don
129,5,Voodoo my Lifestyle
130,5,happiest of birthdays to my firefly my sweet ooey gooey my best friend and girlfriend @mallorysau
131,106,"#tbt
thought that I was dreaming when you said you love me"
132,104,"wild tchoupitoulas gon stomp some romp ... happy mardi gras y’all.
#neworleans #louisiana #midcity #endymion #mardigras #throwback"
133,5,"if you hear any noise
it's jus me and the boys

#romerohuntwedding #thehuntisover #bestfriends #brothers #familyovereverything #weallwegot
#bowties #skinnytie #suspenders #alfanishoes #trueloveshoes #jordans"
134,5,"business casual
#denver #colorado #RiNo #artsdistrict
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #tommyhilfiger #calvinklein"
135,5,it's good to make it better when ya people make it with you @the1don @dtuckly88
136,5,"memories don't live like people do
they always member you
@howdybrandon w/ the 📸

#denver #colorado #RiNo #artsdistrict #model #photography #wilhelminadenver
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #levi #trueloveshoes #michaelkohrs #fresco"
137,5,#hiheels #hifashion #hilife
138,129,"#Repost @justingreatplumage with @get_repost
・・・
Season 2 “R.A.R.E. Tee” now available #justingreat #season2
.
.
.
.
#menswear #menwithstyle #bespoke #mensstyle #mensfashion #sartorial #postthepeople #sprezzatura #dapper #streetchic #streetwear #preppy #fashion #style #culture #vsco #vscocam #people #vibes #portraits #livefolk #hypebeast"
139,5,watch Denver's top Improv Training Centers share the stage. #improv #westword #voodoocomedy
140,5,"this post is for the two people in this world I couldn't live without, the two people I'd die for, the two people that give me life.

25 years ago TODAY I walked into a hospital room to meet my brother for the first time. I was just as excited to meet you then as I am to hangout and watch football today. You've been through so much yet you persevered. Today you're 25 and living the life you wanted for yourself when you were 15. You're the man.

5 days ago was my son Paxton's birthday. He turned 4. He is the light of my world. I'm so thankful to be his father. He's such an amazing kid and he makes me so proud. I'm so excited to watch you grow. I'll be there to cheer and help with every step. Love you bubba."
141,5,"22nd & Larimer.
Doors Open at 730
$5

lit lit lit"
142,5,"you have to consider your life a failure if you've never seen me wear an octopus costume. come redeem yourself tonight.

8 PM. $10. Beryl's Brewery
31st & Blake

#denver #colorado #comedy #denvercomedy #coloradocomedy #thingstodoindenver #denvernightlife #sketchcomedy #denverbroncos #denvernuggets"
143,5,@justinsnotgay has a little pot @roddydubz
144,5,changing the world one orgasm at a time hahahaha
145,5,"man I'm spoiled. Cheetos, Kit Kats, Snickers, Pringles, Whiskey, Button Ups, V Necks. 👍👌✌"
146,5,"KING KUNTA
#uniqlo #levi #snapbacks #raybans #mensfashion
#insta #latergram #saturday #daydrinking #denver #milehigh #jetlife #fresco"
147,5,Just Good Guys having a Good Time
148,5,test photos
149,5,thank you for being there for my son. he will not forget the lessons you taught him and the memories you made. though you're not his mom he loves like you were. thank you for giving me the most beautiful feeling in the world: family.
150,5,#homies #3NegroAmigos #manImissmydawgs #lastofadyingbreed #HSAllstarReunion #startedfromthebottom
151,117,"Happy Birthday to my young prince. I’m so thankful to be your dad. To watch you learn, grow and live is the biggest blessing. You are sweet, kind and thoughtful. You’re funny and passionate. You’re my favorite 6 year old. Happy Birthday Bubba!!!"
152,33,11/11 the stars aligned. happy anniversary @mallorysau #love #anniversary #2years #relationships #interraccialcouples #powercouple
153,48,"where you at
on the waaaaaaayyyyyy

@howdybrandon w/ the 📸
#denver #colorado #RiNo #artsdistrict #model #photography #wilhelminadenver
#dreads #dreadlocks #dreadlockmodel #africanamericanmodel #blackmodel #urbanmodel #naturalhair #naturalhairmodel #greeneyes #naturaleyes #levi #trueloveshoes #michaelkohrs #fresco"
154,5,This is the day that the Lord has made I shall rejoice && be glad in it.
155,106,"You're my son,
You a mogul, you a icon
You a legend, you the greatest.
*DJ Khaled Voice*

#neworleans #louisiana #nola #midcity #iloveyousomuch #grateful #bedtime #dadlife"
156,73,"maaaaaaaaaaaannnnnnnn look. My best friend is getting married in 30 minutes and I can’t contain my excitement. I’ve been thru so much with this guy. Running from cops in Littleton, working on lawns with Pat, Tavern 356, tragic deaths, we been thru it all. I’m so happy for you. Im so proud of you. I know you’ll be the best husband, father and partner. You got a good one here Meg!"
157,5,we was all there
158,5,one of my favorite things about home
159,5,Agency Holiday Soirée w/ my love @mallorysau #model #actor #happyholidays #holidayparty #loveofmylife #mygirlholdsherown #powercouple
160,5,"nobody knows me like the piano in my mothers home

repost from @ajmachete
📸 by @k3images

#denver #colorado #broadway #cityhall #mensfashion #bespoke #tailoredsuit"
161,16,"2 niggas from the same hood fell from same tree cut from wool I'm the young lion He the young bull
#nationalsiblingsday #brothers #neworleans #uptown #lilwayne"
162,5,I mustache you ... Could you kiss me ... I'm Irish #stpatrickday
163,5,"pimpin + pickin pumpkins

@mohills w/ the 📸

#denver #colorado #rockcreek #fatherandson #qualitytime #adventures #pumpkinpatch #fall #autumn🍁"
164,5,"git it out the mudd
yaya

#batonrouge #225 #countrycousins #savageszn #weallwegot #doublecups"
165,5,blessed earth strong to one of my favorite people. I’m really excited about this mans future. I’m excited for his impact on the community. I’m excited for him to change the world. Cheers to @dadetoye09 May your 32nd year over flow with self love and self work.
166,5,"#happybirthday to my brother, my best friend and my hero @ninofresco504"
167,5,gettin my mind right before the week starts #beignets #dessert #neworleans #saints #whodat
168,5,"""the only honest art form is laughter, comedy. You can't fake it ... Try to fake 3 lasts in an hour -- hahahaha -- they'll take you away man. You can't."" true art @ voodoo tonight.
basque in it bitches

#comedy #improv #scrotime #denver #denvercomedy #denverimprov #voodoo #voodoocomedplayhouse"
169,69,"my heart is still full, my spirit is still on fire. this tuesdays Urban Leadership Foundation Gala was one for the ages. I’ve never been on a room with such powerful, intelligent, community focused people; let alone an event that celebrated BLACK excellence. I said little but learned so so much.
#denver #colorado #5points #RiNo #urbanleadershipfoundation #denvermetrochamberofcommerce #blackexcellence"
170,5,"when @jfclark hit me up to help him on this sketch I immediately said yes. I knew it was funny but I had no clue it would blow up like it did. I guess 1.3 million views in a little over 24 hours makes it like viral or something like that. big s/o to James, Rollie and Nicole.
thanks everyone that watched/shared it!

#denver #colorado #denvercolorado #comedy #denvercomedy #coloradocomedy #sketch #sketchcomedy #viralvideo #improvisors #sketchcomedians #actor #comedian #blackactors #fresco"
171,5,so fresh I spell south with a F #getmedoe
172,5,"this #wcw is @mallorysauer

I'm so thankful for you. Everyday you show me what it means to fight. Everyday you should me what it means to love. Everyday gets better. We've grown so much over the past 3 years. We've become such big parts of each other's lives it wouldn't be the same without you. I'll give you the world because you deserve nothing less.

#Denver #colorado #downtown #RiNo #girlfriend #interracialcouples #womancrushwedensday #womancrusheveryday"
173,5,told y'all I'm a beast in the kitchen. #chefkidfresh #shrimp #lunch #stirfry
174,5,Whiskey & a Live Band with my brother is blissful #bayou #bayoubeergarden #midcity #neworleans #live #livemusic #bluegrass #whiskeyshots
175,122,"i said pose and this is what i got.
why does my son thinks he’s a member of the Hot Boyz in 2000."
176,5,"water your seed and it will grow
#family #fatherandson #toddler #dad #naturalhair #biracialbabies #blackandwhite #mixedbabies #perfectlymixedbabies"
177,5,DONT GET MAD CUZ IM DOIN ME BETTER THAN YOU BE DOIN YOU
178,5,"Father's Day was lit

#Denver #colorado #downtowndenver #denverparks #parksandrec #playtime #wrestling #toddler #strongkid #biracialbabies #mixedtoddlers #interracialfamily #fathersday #fresco"
179,5,#throwbackthursday #fleetwoodmac #stevienix #landslide
180,5,"used to dream about it
now you can see I got it
anybody can be somebody
#denver #colorado #voodoo #voodoocomedyplayhouse #comedy #improv #freestyle #denvercomedy #localcomedy"
181,18,that baby look just like me #piccollage #family #fatherandson #fatherhood #proudfather #1stborn #goodgenes #love
182,5,love is @mallorysau
183,5,I guess I'll see you next lifetime Dasha
184,5,Xmas Party at Rodizio Grill. bomb.com
185,5,hahahaha accidental racism
186,5,simple amazing @mallorysau
187,5,"turn the page. next chapter.
Happy New Year
#newyears #newyearseve #champagne #houseparty"
188,5,had a blast shooting this week! always meet cool people on set! plus we got some great shots!#commercial #actor #model #onset #denver #rino #igers #latergram
189,5,#booski
190,5,if you haven't fallen asleep to this album you need better pot #postalservice #giveup #recycledair #music #chill #relax #love gnight@mallorysau
191,5,#nye2013 #cheers #denver #mostfuninthemilehigh #steezuschrist
192,5,livin life for the nights that I can't remember with the people that I won't forget @the1don
