,number_of_likes,caption
54,5,#lemonade #summer #ukulele #cover #thatisall
55,5,😋 @nathierae
56,5,We all need a little encouragement everyday. No matter if we think we have it altogether. I pray this finds you well. Wherever you may be. For daily uplifting and inspiration follow: @_itiswritten
57,5,#meal4 #bakedtilapia #quinoa #picodegallo #cucumbers #parsley #sriracha #fitmencook 🙌
58,5,#currentsituation
59,5,#Latepost #perlas #batsofaustin #velery #dayvisit #sleepovernexttime #shehassomephotographyskills (All PC: @vel002 )😁
60,5,This is my little sister!!! Happy birthday! You're ugly! Doi tashimashtae!!! Bye Felicia 👋 as much of a pain in butt you are all day errrrday I still love you sis and don't forget it! I will always be here for you even when you think I'm against you. That is all this is too much emotion I'm showing haha. K love you bye 😊
61,5,PC: @thatboydanny... Huntington Beach!!!🙌😁🍹🍕🌊☀️
62,5,#rayban #floral #familytrip #Sanantonio #thistrafficthough #sunny
63,5,#no filter#BOSS!!! #mango#mushrooms#tomatoes#olives#shwag!
64,5,Selfie game strong! #illbedamn #basicallyBASIC
65,5,# goodmorning #ivanooze #mightymorphin #breakfast #strawblueberry #banana #protein #ifshedooesntknow #shestooyoungforuoubro
66,5,
67,5,#sunsoutgunsout #golferstan #farmerstan😩 #bored
68,5,She always got me🙌 #sissy #foe
69,5,#Acaibowl #allidoiseat #fullhousescenenext
70,5,#baby #grown #22 #birthday #growingup #firstcardigan #shopping #rayban #joetgarcias #ftworth #family #love
71,5,#lovetodeath#siblinglove#lostwithouther
72,5,#Twopostsinoneweek #isthisreallife #casualfriday #vintagefitbuttondown #levi #jeans #alltheslacksaredirty #Texasveteranscommission #TVC #work #austin #toomanyhashtags 😂 that is all ALOHA FRIDAY EVERYONE😊
73,5,#wurstfest #germanboy
74,5,#hermitfalls #california #cliffjumping #highaf #zerofucksgiven #livefornow @dearestgeorgie @carealcastro @thatboydanny
75,5,#nixon#addtothecollection#mallsplurge
76,5,#Ootd ## #nathenaisaprincess
77,5,3:17
78,5,#postworkout #shake #latenight #iifym #thatsicecreamyes! 🙌
79,5,#reunitedanditfeelssogood #waaaaaaayback
80,5,#hanzdefuko #4hairpleasure
81,5,#picstitch #nofilter #party #drivingpartner #friends #bestever #music #loud #aggies #weekend
82,5,#kitchen #jam #sesh #common #kings #fly #ukluele #sweats #offwork #random #things #itry
83,5,#almostthere
84,5,#squad #goldengatebridge #weouthere #sanfrancisco
85,5,Yoyos!:)
86,5,#postcali #illbeback A MEMORABLE VACATION THAT WILL NEVER BE FORGOTTEN!!! Be back soon though trust!🙌😁😁😁😍😏
87,5,#latepost 4thofjuly #lullaby #lateeya #ukulele @tierramendoza__ and I working on something special... Wait on it!
88,5,#Chosh #wedding #lastnight #myfriendsaregreaterthanyours
89,5,#picstitch #play #day #UMHB #dinner #great #day #new #people #FUN!!!
90,5,#quinoa#pilaf#veggies#fish#healthy#floridaawaits#beentoolong
91,5,G shock swag
92,5,#picstitch #ootd #fencefellfail #windyaf #christmas #love #family #friends #gifts #nixon #polo #sperry #goodnight @nrdelgado @dearestgeorgie and @erramendozaa__ thanks for the polo shirts I love em!!! See y'all tomorrow
93,33,#late#post#roundrock #chillen #money #idonthave #bruno #love @dearestgeorgie @nrdelgado missing @erramendozaa__ 😔😫 your bro was sad!!!
94,5,#seeheragain #jboog #ukulele #snippet #fullcovercomingsoon #justbecause
95,5,#chocolate #protein #popsicle #shedontknowwhatthisis #shestooyoungforyoubro #childhood #memories
96,5,#Trainingagain #iloveprintedsocks #preworkoutshake #straightoutofthevitamix #austinliving
97,5,#startingthedaylate #postworkout #ootd #debating #buttonup #buttondown #express #chill #noworries #dinner #thanks @dearestgeorgie she dressed me haha @nrdelgado @heartns0le @lori_ann_p @erramendozaa__
98,5,#meal3 #salmonburger #spinach #tomatoes #avocado #wholegrainbun #fitmencook #failtopreparepreparetofail
99,5,"God is so amazing! He has truly been testing my faith in Him. I'm driving to a golf tournament and I do not know where exactly it is at. My GPS is telling me where to go and so I follow. On the route a sign appears stating ""bridge closed"". But I continue to go on the designated route. A few miles down another sign says ""closed bridge-residents only"". I think to myself... If I turn back it'll be a 30 minute backtrack and an additional 15 minutes to get to my destination. But not once did I say I'm gonna turn back. When I got to the bridge it was as the signs stated ""closed"", but there was a little side street that allowed me to continue through to my destination. If you think about it, it's similar to how God works in our lives. We see all these obstacles and begin to lose faith in what God has planned for us. If you just continue down the path you are on, the blessing awaiting you is there for you to receive. The little things God makes you realize when you are actively pressing into Him is just amazing. #itisWRITTEN #austin #vaalercreek"
100,5,#latch #disclosure #snippet #fullcoversoon #hoodieweather #guitar #acoustic #beanie
101,5,#anela#sunny#hot#familyfirst#happy
102,5,#nofilter #jordan #23 #retro11 #gamma #thethirstwasreal #notevenmine #sisters #merrychristmas
103,5,#lunch #meal3 #fitmencook #turkeysandwich #spinach #tomatoes #wholegrainbun #eggsaladwithgreekyogurt #srirachawasabipeas #strawberryandcucumbersalad
104,5,#picstitch #imissher #greatmemories #fun #doitallagain #thepoutthough #haircut#bonfires #parties #dinners #willseeyouagain! @dearestgeorgie @nrdelgado @erramendozaa__
105,5,#needthismorethanever #goodnews #badnews #trust #believe #donotworry
106,5,No filter needed! 🙌❤️😍
107,5,#benihana #ichefitup #athome #valentines #friedrice #shrimp #steak #chicken #scallops #mixedveggies #oneday #illmakeherhappy
108,5,#meal1 #breakfast #eatlikeaking #spinachmushroomtomatoomlette #avocado #greekyogurt #strawberry #cinnamon #honey #highqualityH2o
109,5,Lillyana stuntin hahahah;) old but forgot to post:)
110,5,#nofilter#post#workout#bakedsalmon#broccoli#quinoa#dedication#twoadays
111,5,#greek!!'
112,87,"Another weekend well spent with this one. She came for the house warming and then stayed for Easter Sunday! Sometimes you have to set back and take it all in. It has been about 2.5 months since we first started our journey to where we are now. We were both slightly broken and had our walls up to some degree. You continue to show me that those walls never needed to be put up in the first place because I am made new and made whole in our Lord Jesus Christ and the love our one true Father. God continues to work in us individually and together and I look forward to the journey as we grow in Him. Let me finish by saying she drove a total of 20 hours to spend the weekend with family friends, and myself. If I don't see that is something special, please slap me. But I know how blessed I am to have her and will continue to show her how thankful I am❤️. #iKNOW #myAhava #itisWRITTEN #HeisRisen #housewarming #Easter"
113,5,#nature #bench #hot #texas #heat #ukulele #sure #thing #miguel #raybans #UMHB
114,5,#all #about #mac #denton #friends #dinner #foodporn
115,5,#picstitch#ootn#friends#family#party#fit# @xphili_bx
116,5,#clean #eats #day1 #fit #lunch #&dinner #failtoprepare #preparetofail #amazingquote
117,5,#day2#test#presentation#futureaccountant #collegelife
118,5,#picstitch#party#lastnight#wewentin#friends#love#onourlevel @velllll @lognfox @blake_lolato
119,5,WE RULE YOU >Lawrence #happythankgiving
120,5,#ootn #longnights #nosleep #drivinfordays #movies #FAM #AE #HE>i #nixon #chill
121,5,#latepost #brunomars #concert #bowtie #raybans #missmyGodbro #depressed #laughsfordays #wanteggroll @thatboydanny
122,5,#6thstreet #birthdayprincess 😂. This is my best friend! #thatisall
123,5,#miami#southbeach#sunny#danny#chillen#bro-T#amazing#vacation
124,5,#shrimpcocktail#brown&wildrice#dinner
125,5,#party#fun#love#new#friends#myhouse#likenoother#hostoftheyear#life#looksbetter @nathenathegoddess
126,5,"#picstitch#fun#sunday#prettyboy#sperrys#bruno?#nixon#crazy#love#HE>i
#guyswithcoolhair#keepcalm#andpray @nathenathegoddess @mrspalo @heartns0le"
127,5,#Banalwedding #musicians #greatfriends #family #partyyyyy
128,5,#germanborn #stayeating #foodislife #brats
129,5,#morning #jamsesh #camaro #school #umhb #rayban #count #on #me #123 #ALLDAY #ukulele #bruno #later
130,138,"Rustic formal, Modern classic PC: @joe_arispe"
131,5,Come check out the Holiday Bazaar at the Killeen civic and convention center from 10-5! #itisWRITTEN
132,5,#dinter #butternutsquash #bellpepper #tomato #purée #turkeymeatballs #stilleatgoodonabudget #farfallepasta #homemade
133,24,#repost #startamovement #spreadthenews #Hisgreatnews #serve #love #honorGodineverything #itisWRITTEN
134,5,#latepost #austin #bowties #UT
135,5,#thesetwo #lovetodeath #fightlikecrazy #shesadopted #wellbothare #kinda #family #first #thankful #whyyousouglyrae!!!
136,5,#picstitch #happybirthday #littlesis #loveyou #readysetgo #shegrown!!! @erramendozaa__
137,5,#halo #hollywood
138,5,#sister #goddaughter #waco #richland #mall #christmas #shopping #rayban #nixon #bowtie
139,5,#halfnattylighting #beastinthekitchen
140,5,#closeascanbe#bruno
141,5,#whoneedsfastfood #umamiewho #innoutwhat #whatawhat #turkeyburger #portobellomushroom #pinapple #wasabisriracha #hawaiiansweetbun #thatisall
142,26,"#continuumministries #austin #clc #college #youngadults #tuesdays #9pm #clclaustin #worship #fellowship #itisWRITTEN. If you are not doing anything on a Tuesday night, come join me and other amazing individuals to worship and praise God. If you feel like you are disconnected or long for something more, come on out I promise you won't regret it. I know tonight is going to be a great night! @clcaustin @continuumministries"
143,5,#5amworkout #riseandgrind #emptygym #meandtheweights #dontmarkmedownforcardio #legday #deadlifts #frontsquats That moment you walk into the gym and it's an open field of opportunity to make some gains! No one else was hungry I guess!
144,5,#latepost#lastnight#roxy#orlando#goin#vacation#family#greatimes
145,5,#inspired #snippet #just #the #way #you #are #itry #bruno #ukulele #workflow
146,31,"Memorial Day sale!!!! Style: tank top and off the shoulder. Limited supply sizes: L,XL. 30% off!!!! Have you been going through a season of needing to be patient with others or what God's bigger plan is for you? We could all be a little more patient to make the world a whole lot better. Live His word. love His word. Be His word. #itisWRITTEN message me for details!!!!"
147,5,#OOTD #fossil #bowtie #mens #fashion #printedsocks #Austin #itry #urbanbuddha I don't always dress up but when I do... I keep it simple!
148,5,#happybirthday #little #sis #15 #loveyou #movies #madeas #christmas
149,5,#done #dead #feelinggood #finishstrong #livestrong #austin #marathon #26.2 #whatcanyoudo #gonnadothisnextyear #next #toughmudder
150,5,#sixflags #allday #teamdatass #superman #batman #greenlantern #captainamerica #flash #ironman #rollercoaster #wecantstop #laughing @nixnetwork @thatboydanny @thatgirljehda @erramendozaa__ @nathierae
151,5,#payitforward #happy #gooddeed #kindness #makeadifference #thatisall
152,5,All Day😎 #bruno
153,5,#pho #austin #happy #holidays #merry #christmas #little #sis #madlove #surpise #theymad #tricked #sneaky @erramendozaa__ @theendelgado @dearestgeorgie
154,5,#first #pic #play #post #FAIL #haha #guitar #acoustic #requested #happy #birthday #stiritup #latenight #jamsesh #garage #bob #marley #dedicated to @laylakassem by @daliakassem have a great day!
155,5,#picstitch#brightassflash #squinting#bonfire#howwedo#thesegirls#awesomenight @dearestgeorgie @sumsumsumera @mo_499 @vee111311
156,5,#Austin #capitol #cardiooncongress #milesonmiles #sunset
157,5,#posthikemeal #westcoast #innout #icandienow wayyyyy better in CALI!!!
158,5,#diamonds#shine#bright #cover #watch #like #comment #subscribe #supportthemovement #gabbiericky #thegsmusicbox will all my friends and family go and like and share her videos she's awesome! @chelsea_89 show her this!!:) I meant to do it a long time ago! Thanks hope you and Hilary and the FAM are doing well:)
159,5,Olive garden:)!!!!
160,5,#calibound
161,5,#nofilter #fitmencook #mealprep #inspiration #allkindsofgainscomingsoon #idontalwaysboast #butwhenidoitsinthekitchen #thatisall 🙌 (Do I win?... Inside joke)
162,5,#hyfr #iifym #refeed #legday #gonneedit #excited #edys #traderjoescocoaswirl #nogamesjustgainz 😂 time to demolish!!
163,5,@heartns0le #collegelife#straightbusiness#futureaccountant
164,5,#no filter #friends&fam
165,5,#Leansloppyjoes #smileyface PC: @nathierae
166,5,#newbestfriend #austin
167,5,#littlesis #sunsout #gunsout #workinprogress #austin
168,5,#sperrys#imonaboat#gold#standard#hadtohavethem#love#sunny#deerskin#memoryfoam#BOSS!!
169,5,#guam #fam #tooshort
170,5,#last #minute #ootd #omw #dallas #airforce #nixon #rayban
171,5,#bandit #golfclub #fairwaysforwarriors #supportourtroops #newbraunfels
172,5,"#Legday✅ #preworkout✅ #headphones✅ #gym🙅🏽 CLOSED WTF😑😳😭 Just because things don't turn out the way you planned even if you prepared, reevaluate and adapt. I ran my frustration out and enjoyed the scenic route of my new home #austin. Take time to enjoy the little things. That power line though😂"
173,5,#flux #pavillion #austin #texas #friends #latenights #earlymornings #lights #willienelson #robotman #wecantstop @ragencars @gricky10 @snicolep_14 @shannonseiko
174,5,#family #hookah #ukulele #dreamgirl #kolokekai #cover #slacking #patiently #waiting @nixnetwork @nathierae @heartns0le @lori_ann_p
175,5,❤️
176,5,#random #tooearly #roadtrip #10hours #DEAD #doitforfamily #nosleep
177,5,CRU!!! #whoishe
178,5,#bruh
179,5,#crazy#youknow #express
180,16,"If you are in middle or high school or have kids in that age range, Wednesday night at CLC @730 is where they will want to be. The Image is going to have FREE Chick-Fil-a, giveaway for a hover board, and an 80's theme to top it all off. If you are in the south west Austin area come check us out! #CLC #TheImage #freefood #winnerwednesday #hoverboard #FOMO #ifyouarentthere"
181,5,#postworkout #itfitsmymacros
182,75,"As i sit here and reflect on this past weekend, i am filled with so much joy and love. This youth group has played a vital part of my walk with Jesus. When things are great they are there to celebrate with and when things are rough they are there to lift me up in prayer and encouragement. i knew God was going to show up and do something so great! Lives were changed, chains were broken, addictions were overcome, anger, hurt, frustration, confusion, guilt, shame, and emptiness were all laid at the feet of Jesus. When you can love God and His people through the storms of life, you grow. To choose to say this isn’t it, it’s not over, there is so much more for me means you stand firm in what He has told you and what you know.
This group fight here. This.Is.Us. There will be moments in life where God takes you to the next level. This is it. A group that loves one another no matter what. We show up and lift each other up. We don’t do this alone. God is all about togetherness. I am excited for what God is going to do in all of us and through all of us! Love each and every one of these beautiful and courageous people. #this #is #us"
183,5,
184,5,#theygetme #wellsaid #thatisall credit: @thatgirljehda #shefoundit
185,54,#willsingandplayforfood #freefood #Godsgiftkeepsgiving
186,5,#latepost #roadtrip #newmexico #arizona #nevada #pastweek #vegas #brothers #sister #aweektoremember #luxor #crazy #fun #imgonnamissthem @nixnetwork @thatboydanny @thatgirljehda
187,121,Can’t wait pho what’s to come PC: @thatboydanny
188,5,#birthday #collage #tired #shopping #family #first #joetgarcias #mexican #imabouttodivein #22
189,5,#picstitch #toughmudder #2013 #team #coffee #&donuts #dos #headband #anothergoalachieved #ontothenextone @nixnetwork @heartns0le @lori_ann_p @chamorie @inenehu @nrdelgado
190,5,#liquidsugar #paris #vegas #hotAF #rayban #sperry #family #party #dreaming PC: @thatgirljehda @thatboydanny @nixnetwork
191,5,"#snippet2 I'm really feeling this song! For the full video, go #likecommentsubscribe to Tierra Mendoza's channel on YouTube!
@tierramendoza__ 😁😁😁❤️"
192,5,#gumbos #north #georgetown #fossil #love #peace #earlymothersday photocred:nixnetwork
193,5,#grenade #cover #acoustic #guitar #gorilla #suit&tie #littlesis #killedit #brunomars @erramendozaa__ @nixnetwork @nathierae
194,5,#teamnosleep #pre-workout #C4 #latenightmadness
195,5,#hair#cut#toolong#floridaawaits#oakley#sunny
196,5,#graduation #littlesis #paininmyass #shedidit #thankGod #hallelujah😁😁😁🙌🙏
197,5,#roadtrip#passenger#danny#vacation#chillmode
198,5,Turkey burger homemade coleslaw and beans!!!:)
199,5,#oldfriends #newfriends #iddoanything #smallthings #greatlove #AMEN #mothertheresa #grateful #blessed #happythankgiving @snicolep_14 @ragencars @gricky10 @shannonseiko @vperez2877 @daliakassem @laylakassem @babyzain(haha)
200,5,#Sanmarcos #floattheriver #lostraybans #lostrainbows #walkthroughfire #wouldntchangeathing #memories
201,5,I love you sis don't hate me(;
202,84,Got my fix! Quality time with my bro was much needed! #ramentatsuya
203,5,#alohafriday #prayhawaii #HE>i
204,5,#mealprep #family #onceaweek #maybemore #chicken #bellpeppers #pastawithshroomsandgarlic #family #eatsclean #together #stays #together!! #latenightcooking #2:00am!!! @nixnetwork @chamorie @nrdelgado @lori_ann_p @heartns0le
205,5,#morning #protein #shake #meal1 #strawberry #banana #greekyogurt #proteinpowder #cinnamon #chiaseeds #bomb.com
206,5,#picstitch #sixflags #overtexas #sunday #funday #innout #rollercoasters #family #love #dallas
207,5,#needagetaway #kahalagiveaway
208,5,BLOOD SISTERS @theendelgado ☺✌
209,5,#austin #kayak #coloradoriver #24hrdiner #rockstarFTW #hiking #toodamnhat #newfriends
210,5,#latenightsinthekitchen #ifyouarenotfirstyouarelast #webetterwin
211,5,"God is always working for you, even when you can't see the finish; He does! #itisWRITTEN #progress #austin"
212,5,#latepost #little #bro #lovehim #4ever&ever #movienight #pitchperfect #fadora #texas #hot #missthemall @erramendozaa__ @nathierae @dearestgeorgie
213,5,#jason #mraz #request #ukulele #early #morning #riseandshine #im #yours #ootd
214,5,#homemadechickensalad #cranberries#cashews #greekyogurt #spinach #tomato #fetacheese #quest #cheddar&sourcream #chips #agua(that's water) gotta love meal prepping ❤️
215,5,#keepaustinweird
216,5,#siblinglove #firstnightfestivities #always&forever #family #party I would not be where I am or who I am for that matter without these two! Lately communication has been absent between us but since The Lord has blessed our family to finally be together again it is as if nothing changed! #turndownforwhat!
217,5,#picstitch #couscous #salmon #shrimp #dinner #dontplay #inthekitchen #homecooked #feastin #family #love @nrdelgado @nixnetwork @chamorie @lori_ann_p @heartns0le
218,5,#sugarland #impactahero #tasteoftexas #blessed #family #muchneededweekend #untilnexttime thank you family!!! I love you all!
219,5,#ifshedoesntknowwherethisisfrom #shestooyoungforyoubro #nameit😍
220,5,#roxy#orlando#lastnight#legit#1MX#express#hookah#amazing#floridaisfantastic
221,5,#Photobombed #guadalupe #sanantonio #floating #river #hangry #iateitall #pollotropical #workingonmytan
222,5,#soldier #gavin #degraw #inspired #love #ukulele #ootd #holla
223,5,#requested #dedicated #tori #kelly #cover #dear #no #one #guitar #relax #family #love #feelings FOR: @vperez2877 (@nixnetwork @nathierae)
224,5,#latenightshenanigans #austinitesassemble!!!!👊
225,5,#hair#beach#southbeach#miami#lifeproof#iphone#dope#vacation
226,5,@adababyy @saved0610
227,55,#snapbacksunday #galveston #Fallconference #longdays #longernights #karaoke #grease #youaretheonethatiwant #sailors #iwanttohashtagalotmore
228,5,#cover #john #mayer #dreamingwithabrokenheart #ukulele #requested #dedicated @vperez2877 #itry
229,5,#umamiburger #firstmeal
230,39,You don't want to miss it! Come out for great worship and fellowship with other young adults! #praiseprayerplanning
231,5,#Latepost #lastnight #hawaiireunion #11years #carolinaale
232,5,#hiiiiiii
233,5,#picstitch #chillen #bro #bestfriend #bonfire #seeme #friends
234,5,#nofilterneeded #perfect #tori #kelly #iwouldwaitforever #prohetbar #dallas #dear #no #one @daliakassem @vperez2877 @laylakassem
235,5,#goldengatebridge
236,5,#simple #delicious #snack #bananas #ricecakes #whaldenfarms #chocolatesauce #zerocalories #whaaaaaaaaaaa
237,5,#HBD #dad
238,98,#newhome #austin #milestone #sheisthebest #socandid #gotthekeys #thankful #blessed #PaiseGOD! 🙌
239,5,"#picstitch#lateupload#fred#scoobydoo#bruno#sis#halloween#fit#DIY#ascots#thisonesforyou @__carmelaaa
@nathenathegoddess"
240,5,#herewegoagain #hulkinmycup #greengoodness
241,5,#picstitch #party #friends #Texas # A&M #cheesecakefactory #young #ringdunk @ziggyzacxx @nickniggie @ragencars @jchris_oc
242,5,#holbrook#newshades
243,5,#nofilterneeded #flawless #littlesis #missher #riverwalk #SA #latepost #makehersad #iwillfindyou #love #mendozafamily #4ever&ever
244,5,#ootd
245,99,Bliss up! 🙌🏾
246,5,#picstitch #highschool #friend #english #manyotherclasses #missthosetimes #somuchlove #missyou
247,21,Bring your family and friends to CLC’s Fall Fest tonight! You don’t want to miss it I promise! #comefindme
248,5,#austin #mamafu's #lunch #newhome
249,27,"Come through for the Halloween hangs, ghouly games, and freakishly delicious food! Bring a friend! If you don’t dress up you can’t sit with us 😆"
250,5,#all #out #suit&tie #bruno #mars #halloween #family #grenade #covercomingsoon
251,5,#Family #SA #riverwalk #ripleys #waxmuseum #miley #johnnydepp #latenightshow #dickslastresort #partytonightatthehouse
252,5,#thecrew #FWU #sixflags
253,5,11:41
254,5,#pho #cold #weather #family #007 #movies #dinner #homecooked #amazeballs @heartns0le @lori_ann_p @nrdelgado @nixnetwork
255,5,#innout #animalstyle #finally!!! @heartns0le @nixnetwork @nrdelgado
256,5,#latepost #mothersday #love #family #theGIN #belton #CRU #umhb @nathierae @nixnetwork @chamorie @inenehu @lori_ann_p @heartns0le
257,131,"You thought you had me, but I’m already chosen. You thought I would waiver, but He was there to catch me. You thought I would shut myself off from those around me, but I opened up that much more. You thought I would forget my purpose, but it found me again. Looking forward to the next season of growing with our great God at the center. #nottoday #iknow #ahavalove"
258,5,#picstitch#party#goodfriends#goodtimes#livelife#newpeople#hostoftheyear #alwayshere @gabiiibarajasss @dearestgeorgie
259,5,#brunomars#chillen#otf#dannyboy#miami#latenight#greatday
260,5,#simple #madebed It made a world of difference today to actually do something so simple as take the time to make my bed. Today was a good day😊
261,5,#last #day #finals #UMHB #presentationsfordays #rayban #graduation #tomorrow #isthisreallife!!!
262,5,#greatday#bro#dannyboy#sunny#shopping#miami#roadtrip
263,5,#postyardworkshake #morning snack #blueberrygreekyogurt #applecinnamonricecake #almondmilk #chocolateprotein #spammingyournewsfeed #enoughforoneday
264,5,Golf day.
265,5,#defintleyneeded #devotion #26FEB14
266,5,SWAG!
267,5,#isthisreallife #Godwillprovide ##itisWRITTEN❤️
268,5,#drivefast#nostressGodBless
269,5,#finals #finalsweek #presentationsfordays #audit #strategic #UMHB #twotoday #twotomorrow #onethursday #graduation #3daysaway
270,5,#picstitch #ootd #bowties #AE #Rayban #finallyanewpost #texas #hot #summer @inenehu @lori_ann_p @heartns0le
271,5,#CRSB #you&I #ukulele #snippet #inthefeels (VC: @tierramendoza__ )
272,5,#nofilter #mysis #missher #theface #twinning #raybans #BJs #restaurant
273,5,#cool #winters #rayban #americanapparel #leatherjacket #sweaterweather #vans #fossil
