,number_of_likes,caption
198,42,"The details..how you separate yourself from the rest 🧵
*
*
*
#keprebels #phensworld #gentlemen #mensfashion #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #sdkep #madetomeasure #sandiego #california"
199,187,"1st Qualifier tomorrow!!! The time has come. 7s Season is here! 🔵🏉
*
*
*
*
#rugby7s #rugby #sevens #roadtonationals #roadtonationals2017 #ombac #bleedblue #sandiego #california #rugbylife #socal #saturdaysarefortheboys #saturdayisarugbyday #PlayForTheJersey #striveforgreatness #begreat #shocktheworld"
200,11,Part 2: I was nominated by Patrick Pelland to do the #icebucketchallenge. I choose to nominate @ronhilljr @jjoz56 and @marcusdj74 ...you have 24 hrs to complete the challenge. Ready Set GO!!
201,52,"LOVE when new shipments arrive!! 🔥🔥
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california"
202,10,Time to see if @nhpunimata speaks the truth about all this!! #gotime #fitness #health #gainz
203,1,Get the ice sheets ready
204,113,"Come by our studio at @fashionvalleyca and see how we can elevate your style and wardrobe. DM me to schedule an appointment or make one online. *
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #sdkep #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california"
205,8,@melis_harris think she slick takin pics of me and the homie Armani while we nap
206,67,"Looking to elevate your style or look? Come visit myself or one of our other amazing stylist @raymondjacob @rl.marquez @ozenriquez at our San Diego design studio ✂️!!!
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california"
207,54,"Six teams from California have announced a new elite domestic competition to commence in December of 2016 and culminate in January of 2017 just before the PRO Rugby and Eagle ARC competitions. The California Cup will have five round robin competitive weekends and a grand finale held at San Francisco Golden Gate’s facility on Treasure Island in San Francisco on January 21st.
#ombacrugby #bleedblue #rugby #rugbylife
Red full article at:
http://www.thisisamericanrugby.com/2016/10/six-teams-launch-california-cup.html?m=1"
208,78,"Just another day..Draping Final Project
1. Sketch
2. Drape
3. Make Pattern Pieces
4. Test Garment
5. Final Design
*
*
*
#draping #college #design #fashion #womensfashion #womenswear #style #collegelife #student #phensworld #sandiego #california #designer #dreamchasing #begreat #striveforgreatness #trusttheprocess"
209,3,Fresh cut by yours truly. I'm something like a jack of all trades lol
210,37,The start of the next chapter. #StriveForGreatness #newbeginnings #bleedblue #rugbylife #ombac #blessed
211,64,"Preseason scrimmage was a success in Tempe. Now back to the drawing board to get ready for the season opener Dec 3!
#bleedblue #ombacrugby #ombac #rugby #calcup #californiacup #rugbylife #footy #usarugby #sandiego #california #cali #footylife"
212,130,"Just another Monday going through fabrics to see what's available. ✂️
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #style #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #sandiego #california"
213,47,"Great book and reference for men looking to improve their overall style and appearance. 📖
*
*
*
#style #menswear #mensstyle #sartorial #fashion #stylist #designer #lookyourbest #striveforgreatness #keprebels #mensfashion #mensweardaily #mensfashionpost #mensstyleguide #sandiego #california #phensworld #phenjonson"
214,12,#rugbylife
215,19,"Fat kids at heart!! #eatinggood #goodfood #foodporn @melis_harris with @repostapp
・・・
Nom Nom Nom 💛💛 #Cheeswhizcheesesteak #garlicfries #gaglionebros"
216,35,Me and @melis_harris had to take trevo to @seaworldsandiego for the 1st time before he left to go back to Texas this weekend!! #seaworld #familyfun #sandiego
217,3,It never fails. Someone is always stepping on one of my toes!! #rugbylife #LifeUODA #MyPoorToe #OldToeRugby
218,11,"Balled out with my bro @cwm8391 today. Usually we're playing against each other for championships but today we got to win one together! #Repost @cwm8391 with @repostapp.
・・・
Men and Lady Toes finished undefeated today! Combined 11 and 0 on the day for both teams! Great day at the Blue Plum 7s!! And it's always good to play with my dude @steviebarnardii #OnceAToeAlwaysAToe 🏉🏆"
219,4,#allbusiness #notagame #thewarriors
220,4,#detail
221,8,These two are always in the camera 📷📷#myloves #family
222,20,"Hahahahahaha #sorrynotsorry #repost @bmanthejediii with @repostapp.
・・・
3-0 Bird Gang!! @azcardinals #BirdGang #ArizonaCardinals #WTD #NoFlyZone #CardsNation"
223,19,Start em young #future eagle lol🏉🏉 #rugby #rugbylife
224,52,"This boy is beyond loved by so many. Thank you to you all who made his birthday so amazing for him. *
*
*
#birthdayboy #birthdayboy🎉 #happybirthday #youngking #theprince #family #blendedfamily"
225,15,I'll always love my turtles lol #KidAtHeart #TMNT #turtlepower
226,94,"I Am The Future @surfpanda @libertyfairs *
*
*
#pandadiplomacy #artofdiplomacy #magiclv #lasvegas #fashion #design #fashiondesigner #fashionmen #style"
227,13,No one said it was gonna be easy but it can be done!! #StriveForGreatness #staymotivated #keepgrinding #StayFocused
228,49,"Draping Class Final Project underway
*
*
*
#draping #design #college #finalproject #fashion #style #phensworld #phenjonson #sdmesacollege #lastsemester"
229,50,"Almost complete! Just need the buttons and button holes 👔
*
*
*
#style #fashion #menswear #mensstyle #clubcollar #design #diy #striveforgreatness #trusttheprocess #sandiego #california #stylist #classicstyle #simplicity #designer"
230,21,"Something new on the way 🧵
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california"
231,9,Another try for the kid #rugbylife #rugby
232,3,My Fortune Cookie
233,6,My baby girl @melis_harris #lovethisgirl
234,35,Finally got registered with @central_casting! A long wait but with hard work will be worth it..if you have advice or can provide tips or knowledge shoot me a message or leave a comment! #centralcasting #centralcastingla #backgroundactor #background #actor #california #sandiego #losangeles #striveforgreatness #grind #hardwork
235,37,HAPPY BIRTHDAY to @melis_harris !! It's been a long road here and I can't wait to see what the future holds. You're amazing and I hope you have a great birthday!! 🎂🍦🛍🎁🎉🎈
236,135,Great to spend the afternoon enjoying some football with @melis_harris at the #HolidayBowl today!! #college #football #minnesota #washingtonstate #big10 #pac12 #ncaafootball #ncaa #qualcommstadium #sandiego #missionvalley
237,9,This is what happens when you piss @melis_harris off lmao jk jk...it was gettin physical on the pitch today.. #rugbylife
238,87,"Look good feel good!
*
*
*
#chubbies #chubbiesshorts #sandiego #california #style #lifestyle #fashion"
239,10,Found these baby squirrels!!!
240,90,"SoCal Championship...BE THERE
*
*
*
#rugby #sandiego #california #rugbylife #striveforgreatness #playoffs #championship #Repost @ombac_rugby with @repostapp
・・・
Huge event this weekend !! @ombac_rugby v @belmont_shore_rugby 4️⃣PM
@venturacountyrugbyclub v Red Mountain 2️⃣PM Santa Fe v @oc_ravens_rugby 1️⃣2️⃣:1️⃣5️⃣PM"
241,27,New workout shoes! Thanks @melis_harris for taking care of me #ilovenewshoes #nike #fitness #gymlife #bestgirlfriendaward
242,2,
243,7,Clownin' with @melis_harris #goofs #beingsilly #clowns #vaca
244,14,This should be pretty legit!.. Annoucing OMBAC Rugby partners BLK and Rugby Athletic. We're tremendously excited for the season ahead and the promise a partnership with such outstanding organizations. Stay tuned for kit previews and the launch of the first ever OMBAC Rugby online store. @ombac_rugby #rugby #bleedblue
245,5,My new beret!
246,5,
247,57,"New purchases! 📖📚
""There's no elevator to success, you have to take the stairs"" ""You must create your own opportunities, nothing is going to be handed to you"" ""Greatness has no peak, find your greatness""
#theentrepreneurrollercoaster #shoedog #nike #entrepreneur #entrepreneurlife #striveforgreatness #begreat #success #goals #dreambig #jointheride"
248,26,food connoisseurs! #foodaventures #hashhouseagogo #chicken&waffles #stuffedburgers
249,7,His favorite is Raphael but guess he wanted to be Michelangelo 🐢🐢🐢 #turtlepower
250,10,#shoutout to my coworkers for showing me love!! #allblacks #rugby #rugbylife
251,118,"Another @chubbies shoot in the books. Two years in a row. This is becoming a regular thing and I love it. Good times with good people! Thanks for the opportunity!!
*
*
*
#Repost @mase_d with @get_repost
・・・
❤️📸🍺 San Diego you continue to amaze me. So much love for the people who always turn out for these shoots. We literally couldn’t do it without you.
#chubbies #model #goodtimes #pacificbeach #sandiego #california #beachlife #photoshoot #photooftheday"
252,14,#tbt #1stStart #freshmanyear #underthelights #ABC #cyclONEnation @perezjackson #roommate
253,7,Here we go again with this snow!! Smh
254,3,THIS SOME BULLSHIT!!
255,4,Not during the finals...NOOOOO!!!
256,12,You can't get there if you never start #greatness #StriveForGreatness #motivation #BeGreat #fitness #rugbylife
257,22,"On the road again..just can't wait to get on the road again..on our way to Charleston, SC.. The reppin for the #cyclONEnation tho #rugbylife"
258,21,"A lil #TransformationTuesday ..heard we came a long way since 2005.. ""2222c"" @rstephens73 @theecourtneythomas"
259,49,"Tattin' my body like idk what permanent is 💉
Artist: @steelcitytattoos *
*
*
#newtattoo #tattoos #tatted #phensworld #sandiego #california #ink #inked #newink #sdtattoo #mansbestfriend #whattogetnext"
260,16,On the road again #roadtrips #dallasbound @melis_harris
261,33,"Educate yourself people 📖
*
*
*
#phensworld #sandiego #california #educateyourself #striveforgreatness #begreat #phenjonson #qoutesoftheday #qotd #qoutes #education #dreambig #dreamchaser"
262,7,#SWMC #SWGang still reppin lmao!!
263,5,Love kissing her @melis_harris
264,18,They've arrived!! #nike #mercurial #superfly #rugby #rugbylife
265,12,Pretty good for right there #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
266,16,Aye bro I just scored. You're blockin' my pic #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
267,11,New boots #vegas7s #LVI #rugbylife
268,68,"Beyond proud of this guy. From the top to the lowest of lows. Basically counted out by everyone. Said he was done. Now to see him back on top after everything. His perseverance and dedication is nothing short of amazing! 🐅🐐🐅🐐🐅🐐
*
*
*
#themasters #masters #tiger #tigerwoods #thegoat #goat #comeback #nike #golf #sundayred #nikegolf"
269,17,Trevyn prolly snackin on somethin...coolin at his uncle juju's #minime #poloswag
270,4,Yo idk what this is but is gay as hell....someone please tell me what this is bout??
271,8,#ArmyLife #ActiveDuty #ProfessionalLandscaper #CleanSweep ....this army life is crazy 😳😳
272,23,"Don't miss you chance on this rare deal!!! HERE'S HOW IT WORKS...
TWO DAYS ONLY, July 20 & 21, purchase a $777 Gift Card and we'll make it $1500. Yes! $1500! So you can upgrade your next look with our Made to Measure options!
This Friday and Saturday purchase your Gift Card, in person, via phone, or online! Get in touch with your K.E.P. team of stylist to reserve your Gift Card. *
*
*
#menswear #fashion #style #kep #keprebels #sale #clothes #sandiego #california #suit #sportcoat #sportswear #suits #tie #neckwear #bowtie"
273,4,Already trying to get his waves right
274,20,SHOUT OUT to @ubl684 & @rugby0319 on being selected for the 2015 Pan American Games!! #HardWorkPays #AllArmy #WCAP #rugby #rugby7s #rugbysevens #sevens @usarugby #eagles CONGRATS BOYS BALL OUT!!
275,78,"Here we go! First tourney of the summer in the books. Time to correct the mistakes and get ready for the first qualifier
*
*
*
#rugby #rugby7s #rugbylife #sevens #socalrugby #belmontshore #belmontshorerugby #roadtonationals2018"
276,29,"Come out to Infinity Park in Glendale CO or tune in at http://infinityparkatglendale.com/rugbytown/matchplayer ( http://rugbytownusa.tv/ alternate streaming link) and support your All Army Rugby team as we try to 3 peat as Armed Forces Champs! #AllArmy #armyrugby #army #rugby #rugby7s #sevens #rugbytownusa #worldclassrugby

Today's Schedule:
1:00 vs marines
3:56 vs navy
6:52 vs coast guard
All times are In MT (Mountain Time)"
277,6,They love each other @melis_harris
278,74,"Huge test this week as @goldengaterugby comes down to the Little Q 🏉🏉
*
*
#Repost @ombac_rugby with @get_repost
・・・
Hard to find a more handsome number 8 ... your OMBAC lineup for #PRP Round 4 vs @goldengaterugby
*
*
*
#rugby #sandiego #california #socalrugby #socal #footy #rugbylife #saturdaysarugbyday #saturdaysarefortheboys #bleedblue"
279,24,My #WCW everyday all day. My #rideordie @melis_harris love you!
280,16,Ran in to @carlinisles a few weeks ago at he barbershop. Great to chop it up with like minded people with similar goals. Ready to train! #rugbylife
281,3,The scores in Baylors 6 games so far..they think they playin NCAA Football 14 #VideoGameNumbers
282,12,"My lil bros, my pops and me back in the day #tbt"
283,17,Just chillin' between games...Saturday's a rugby day ##rugby7s #rugby #rugbysevens #armyrugby #ArmySelects
284,3,Late night walks 👍👍 @melis_harris
285,18,After a week of training it's nice to just relax and chill #FamilyTime #Relax #CaliLife #RugbyLife #Rugby #ombacrugby #roadtonationals2016
286,43,"New shirt came in! 🧵👔
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california #popover #popovershirt"
287,57,"Tunnel Vision 💯
·
·
·
#dreambig #dreamchaser #grind #hardwork #striveforgreatness #begreat #designer #actor #rugby #Repost @achievetheimpossible (@get_repost)
・・・
Love this @thebranddr!
If you’re looking to develop and grow your corporate or personal brand in 2018, follow my man Henry @thebranddr for branding inspired thoughts, quotes and stories.
-
Love your work @thebranddr
#achievetheimpossible"
288,9,#tbt #nofurniture @melis_harris
289,100,"Came through drippin’ 💧💧
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #monkstrap #monkstraps #doublemonkstrap #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california"
290,29,"Just a few minor alterations for a friend ✂️✂️
*
*
*
#phensworld #sandiego #california #tailoring #alterations #designer"
291,1,@melis_harris crazy about her!
292,18,"Quick pic my boi during the #NACRA qualifier in Cary, NC #USA #usarugby #rugby #rugby7s #sevens #rugbysevens #eagles #rookie #riobound #qualified @rookie_eagle"
293,6,#iminthere #itsinthegame @sinisterjonze
294,5,@ubl684 @whyjared with @repostapp.
295,52,"My ultimate dream car. @ferrari 250 GTO. I'll even settle for a replica. One can dream *
*
*
#dreambig #dreamcar #ferrari #classic #classiccars"
296,19,Solid tackle right there #rugbylife
297,17,#dreambig #grindharder #rugbylife #rugby
298,58,"Stop by our Fashion Valley design studio and complete your fitting and design for you next clothing purchase. ✂️
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california"
299,2,@melis_harris catching some 💤💤💤 with Armani while she's not felling good..
300,38,#tbt 2nd year I was able to be blessed to play with my all army family. #blessed #StriveForGreatness #rugby #rugbylife #allarmy #mizuno #footylife #army
301,25,"May definitely seems to be looking like lots of changes will be happening. 🤔
*
*
*
#changeisgood #thefutureisbright #liveyourbestlife #striveforgreatness #trusttheprocess"
302,8,It's only been 4 days and I'm pretty much all healed.. #quickhealer
303,33,"New client design this morning. Message me to set up an appointment.
*
*
*
#keprebels #menswear #suits #weddings #womenswear #style #fashion #custon #madetomeasure #sandiego #california #lookgoodfeelgood #dresstoimpress #phensworld"
304,12,Anybody who knows me knows I hate cold and I hate snow..yet I open my door and there's snow!!
305,59,Someone told me this weekend the way I play is similar to @dan_norton4 ...awesome to hear because he's one of my fav to watch and someone I try to emulate #striveforgreatness #rugby #rugbylife #rugby7s #motivation
306,35,"New jacket coming soon
*
*
*
#kebrebels #phensworld #stylist #madetomeasure mensfashion #mensstyle #menswear #fashion #style #sandiego #california #lookgoodfeelgood #phenjonson"
307,38,"Def had this one!! #007 #goldeneye #goldeneye007 #classic #nintendo
@thebusinessmen with @repostapp
・・・
TAG AND SHARE!!!!!"
308,75,@nike AF1 Ultra Flyknit..thanks @melis_harris for the bday gift. Baby always makes sure my shoe game is right. #Nike #flyknit #airforceone #shoegame #sneakerhead
309,37,"💯💯 ""You already have greatness within you and you are only one decision away. Decide and dedicate yourself to it. Be great!""
·
·
·
#begreat #positvevibes #mindsetofgreatness #Repost @mindsetofgreatness"
310,10,"Look good, feel good, play good... What to wear....#decisionsdecisions #footy #rugby #rugbylife"
311,39,"Altered this sleeve myself that it has functional button holes and not just buttons sewed on. It's the detail that can make the difference. *
*
*
#customized #menswear #style #gentslounge #teachingmensfashion #tmf #blakescott #buttons #sportcoat #suit #suits #mensstyle #gentlemanstyle #gentlemansguidetoloveandmurder #realmenrealstyle #sandiego #losangeles #fashion"
312,60,"Love my brothers, cut 'em in on anything... Dread headz going strong with me and my bros right now! @jamesdworld @phxblast9_cubby ..All finally decided to let it grow at the same time
*
*
*
#lafamilia #fam #family #brothers #dreadlife #rastafari #rasta #longhairdontcare #locks #dredlocks #dredhead #drizzy"
313,48,"The little details..
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california
#details #columbiastitch #piping"
314,6,Dang...guess it was worse than I thought lol..smh
315,57,"Saw this today from @articlesofstyle and thought it was a great idea! I actually started trying to incorporate some of these things last year. *
*
*
#style #customclothing #madetomeasure #menswear #womenswear #fashion #lookgoodfeelgood #keprebels #phensworld #sandiego #california"
316,15,Jus hangin out on the strip @melis_harris
317,11,Me and my lil bros back in the day! #tbt
318,48,"If your going to invest in your wardrobe you HAVE to invest in how you take care of those garments. Nice things won't last if they aren't taken care of properly.
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #butlerluxury #suithanger #madetomeasure #sandiego #california"
319,8,I was nominated by Patrick Pelland to do the #icebucketchallenge. I choose to nominate @ronhilljr @jjoz56 and @marcusdj74 ...you have 24 hrs to complete the challenge. Ready Set GO!!
320,31,S/O to my #AllArmy teammate @willholder10 for ballin' out when his number was called! #army #footylife #rugbylife #rugby #sevens #rugbysevens #StriveForGreatness
321,24,Mama got lil man his first puppy. Looks like he loves her lol #misshim
322,7,
323,10,#bracelets#wedontjudge #i💙boobies! #strongb.a.n.d.s.
324,174,"Already getting the itch. Can't wait for summer to get here to make another run to Nationals with the boys! 🏉
*
*
*
#rugby #rugbylife #belmontshore #belmontshorerugby #phenjonson #phensworld #rugby7s #rugbysevens #tbt"
325,37,"Sometimes people sleep on the small details that elevate your outfit.
*
*
*
#phensworld #cufflinks #sandiego #california #style #fashion #stylist #menswear #mensweardaily #mensstyle #details #keprebels"
326,10,Biscuits & Burgers #fatkid #cheatmeals 🍔🍔
327,130,"So everyone who knows me knows I basically hate school but I can say that I am pretty proud of these. Thanks for everyone whose pushed me along the way. What a ride it's been. Not done yet though. *
*
*
#fashiondesign #fashionmerchandising #fashion #design #merchandising #sandiegomesacollege #sandiego #college #collegelife #graduate #college #collegegrad"
328,1,I think I'm gonna be a heat casualty today
329,68,"1st pocket square. Finished with a hand sewn rolled hem *
*
*
#pocketsquare #pocketsquares #sartorial #menswear #mensweardaily #menswearclothing #mensstyle #style #fashion #desiner #fashiondesigner #fashiondesign #classic #classicstyle #diy #handmade #sandiego #california #gentleman #gentlemanstyle"
330,7,#usorugby #rugbylife #rugby7s
331,2,Sad day...popped my boobies 😔 lol
332,14,Surround yourself with ppl who make you better!! Repost @arvinsworld #motivate #striveforgreatness #begreat #mindovermatter #dreambig
333,40,To get where most people dream you have to push yourself to where you've never gone.. #fitness #trainhard #thegrind #rugby #rugby7s #rugbyleague #rugbylife #striveforgreatness #pushyourlimits #pushyourself 🏃🏽🏃🏽🏃🏽
334,8,"#Repost @melis_harris with @repostapp.
・・・
Let the ratchetness commence 😂😂🔥🔥 #PudgiePies #FamilyTime #SmoresToCome"
335,72,
336,25,"Me and my boy @cwm8391 out here representing @oldtoerugby out here in Iowa for Club 7s Nationals then in Glendale for Serevi Rugbytown 7s #HardWorkPays #grindneverstops #StriveForGreatness
#Repost @oldtoerugby with @repostapp.
・・・
Old Toe Rugby would like to congratulate all Toes, especially Chris Milledge and Stevie Barnard II for making it all the way to the Rugby Club 7's National Championship Tournament.
These 2 athletes personify what it means to be a Toe. They're always in pursuit of exceeding their own personal goals and in doing so, lift those around them to new heights. Their commitment to rugby and the brotherhood that ties us all together, both on and off the pitch is characterized by the permanent smiles that they carry on their faces!
Please join us in celebrating these 2 individuals achievements so far, and wish them great success as they compete on the National stage this weekend. All the best to Chris, Stevie and all Toes playing this weekend!
Once a Toe...Always a Toe!

#oldtoerugby #otr #oldtoe #sponsoredathlete #awards #rugby #onceatoealwaysatoe #nationals #nationals7s"
337,124,"After a year away it's time for another run with my Army brothers. Blessed for the opportunity and can't wait to take the field with you boys again! SLT here I come for camp. *
*
*
#rugby #rugby7s #striveforgreatness #begreat #army #armyrugby #allarmy #allarmysports #rugbylife #ombac #ombacrugby #bleedblue #sandiego #california #serevirugbytown7s #glendale #colorado #rugbytownusa"
338,137,"“Style is very personal. It has nothing to do with fashion. Fashion is over quickly. Style is forever.” – Ralph Lauren
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california"
339,19,We start em early over here..
340,129,"All the training is over now it's time to play! Back at nationals for the first time since @army_rugby decided to play club 7s in 2015. Finally decided to make the move to @belmont_shore_rugby and it's paid off!! Honored to represent this club, my family and take the field with these guys 🏉🏉🏉
*
*
*
#belmontshorerugby #belmontshore #roadtonationals #brothers #roadtonationals2018 #rugby #rugbylife #sevens #rugby7s #newyork #newyorkcity"
341,14,Got em! TRY TIME! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR
342,16,Congrats to my bro..reception wit @melis_harris and my mini me #courtregwedding
343,31,"Great food with @melis_harris .... Can't go wrong with that. Let's go back!!
*
*
*
#funkyfries #elcajon #sandiego #california #food #goodeats #nomnomnom"
344,44,
345,4,"#NeverSettle #DoWhatYouLove #BeHappy #StriveForGreatness #BeGreat with @repostapp.
・・・
-
“There are only two rules for being successful. One, figure out exactly what you want to do, and two, do it."" - Mario Cuomo

Super Yacht ""Aifos"""
346,24,Pretty sure I dropped a nice dime on this play #rugby #rugbylife #rugbysevens #sevens #oldtoe #oldtoerugby
347,11,"""Champions aren’t made in gyms. Champions are made from something they have deep inside them – a desire, a dream, a vision. - Muhammad Ali""

#RIP to the #thechamp #GOAT #muhammadali float like a butterfly sting like a bee 🐝🐝🐝"
348,13,Try time..1 of 7 set up by great teammates! #allarmyrugby #rugby #sevens
349,116,"When the AR 👍🏾 (likes) your try in real time before it's up on social media. Playoffs in a couple weeks 🔵🔵🔵
*
*
*
#youknowitsreal #ombac #ombacrugby #bleedblue #sandiego #california #fbf #playoffs #rugby #rugbylife #striveforgreatness #neversatisfied"
350,1,Finally got my stuff lol
351,25,😂😂😂😂😂😂 had me weak #colorrush #debates2016 #debatenight #debate #nfl
352,10,Pre Xmas activities..I was pissed cuz I couldn't find a sweater lol..had a good time though @melis_harris
353,27,A lil new swag #ombacrugby #ombacrugby7s #rugbylife #rugby #sevens #rugby7s #roadtonationals2016 #sandiego #calilife #bleedblue
354,17,Just coolin' #beachlife #vaca #beachhouse #beach 🐚🐟🐠🏊🏄
355,14,Birthday número uno
356,15,Happy Birthday to this cutie pie!! Have a great day @melis_harris ...too bad you gotta work though lol #bday #HappyBirthday #22 #gettingold #biggirl #allgrownup
357,18,Game time. Army vs Air Force round 1 of 2. #allarmyrugby #sevens #rugby7s #rugbylife
358,53,"What's your style saying about you? *
*
*
#keprebels #style #fashion #meswear #womensfashion #mensfashion #mensstyle #design #stylist #sandiego #california #designer #improveyourstyle #dressforsuccess"
359,22,Had to get em 👌👌🔥🔥🔥 #nike #mercurial #superfly #rugbylife #rugby
360,23,See Ya! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
361,63,"Oh Panda fortune cookie you always know what to tell me 🐼🐼
*
*
*
#fortunecookie #sandiego #california #goodfortune #striveforgreatness #begreat #trusttheprocess #dreamchaser #dreambig #designer #actor #grind #thegrind #hustlehard #neversaynever #nevergiveup #rugby"
362,2,SWAG!!
363,10,#AllArmyRugby #7s back to back champs!
364,43,"Surround yourself with likeminded people and network Network NETWORK! You never know when the next opportunity will present itself. Always look to get better. Grateful to have seen and learned so much from the people and many more.
*
*
*
#striveforgreatness #magiclv #magic #networking #network #mavriklifestyle #style #fashion #design #grind"
365,63,"To get places you've never been you have to do things you've never done 💯💪🏽
*
*
*
#begreat #striveforgreatness #goals #grind #focus #motivationalquotes #motivation #california #sandiego #success #beyourbestself #dreamchaser #dreambig"
366,125,"#tbt to that one time on set 🎬...Excited to see what roles this year bring!!l
*
*
*
#centralcasting #orville #theorville #losangeles #california #socal #backgroundactor #actorslife #makeup #striveforgreatness #trusttheprocess #thegrind #hustle #sageligible #hollywood"
367,16,Yea so me and @melis_harris def tore this up the other night. Cheese & Bacon Stuffed Crust!!!
368,13,Going out for some food with @melis_harris 🍷🍗🍴🍲🍟
369,24,At the beginning year I wrote this on my left boot. This passed weekend I was able to achieve play with the All Army 7s team in a trial tournament for selection. #onestepcloser #rugby #rugbylife #hardwork #dedication
370,128,
371,13,My lil homie on Halloween!
372,133,"Sometimes you just gotta go and climb the ladder.. My attempt to win the restart like @makaunufe & @pbake11 ... We got it back and scored right away incase you were wondering hahaha *
*
*
#rugby #lasvegas #highball #climbtheladder #rubgy7s #rugbylife #footy #lvi #lasvegasinvitational #misfitsrugby #bleedblue #ombac #ombacrugby #usarugby #rugbygram #sevens #rugbysevens"
373,4,Being silly with @melis_harris
374,40,"Just a lil ink to add to our collections 💉💉💉💉
Me: mind/matter
@melis_harris : veni vidi vici
@marcusdj74 : 5;22;12

#tattoos #tattoolife #inked #inkedup #sandiego @finest_tattoo_co"
375,74,"Always wanted my grandfather's watch when I was a kid. Finally got it now that I'm all grown up. It'll be nice to pass this down too one day.
*
*
*
#familyheirloom #family #watch #mickeymouse #accessories #menwear #style"
376,86,"Thanks @chubbies for the package. It was great working with you and hope we can more in the future!
•
•
•
#chubbies #style #sandiego #california #model #malemodel #striveforgreatness #begreat #videoshoot #springlaunch"
377,67,"Beautiful New Fabrics just in today ✂️!!!
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california #fabric #scabal"
378,8,He loves his cousin #bestfriends
379,19,It's that time again!! Headed out west to put in work! #LVI #vegas #rugby #rugbylife #sevens #rugby7s #rugbygram
380,14,When we babysit...IT GOES DOWN!!! 4 kids 3 and under! #boyohboy @melis_harris
381,5,😦😮😦😦😦😮!!! @melis_harris
