,number_of_likes,caption
108,129,"Easy, breezy, beautiful, valley girls 🌴"
109,10,Blue berry festival :) #ga
110,115,"Sunday, funday, boat day ☀️"
111,62,La boquilla 🌄❤️
112,111,83 años y sigue fuerte mi abuelito
113,136,Topo Chico📍
114,67,"Cada año pasó dos meses enteros con mis papas, y son tan lindos y dulces para mí. 👨‍👩‍👧❤️"
115,144,"Weekend 2, day 1"
116,9,#tbt cinemark days w/ my girl Joanna 🎥
117,17,Grandparents <3
118,54,"Sevilla, Spain"
119,38,👨👩👧💕
120,40,Love my job 😒
121,57,Disney where dreams come true ⭐️
122,41,Church time 💒
123,113,Romans 8:31
124,5,Just working hard ;)
125,22,And my brother is back 😘
126,56,👨🏽👧🏽👩🏻💕
127,126,We're talking about Michelangelo and I can't help but Reminisce on the time I went to Florence and saw his masterpieces 💗
128,31,"We had so many crazy memories and I'm going to miss you tío Juan, 💛 you R.I.P 💛"
129,61,Cap and gown 🎓😊
130,75,It’s been one blur of a fun
131,15,👌
132,92,Mala luna & loved ones... special thanks to Khalid
133,30,Prommmm
134,98,"Feliz cumpleaños cuñis, desde los primeros años de mi vida te conocí y te has vuelto la hermana que nunca tuve. Love you @gabymtz_01 😘"
135,19,👑🎀💄
136,6,#tbt me and @laura_cakes03 being cities at my little cousin's bday party :-)
137,27,Day 5 @la Tigera #nofilter #greatmemories
138,51,Brunch
139,86,
140,111,I ran out of money making wishes today
141,117,Por favor deja de crecer 🌷
142,28,Lubys with my momma 😘
143,39,Hillsong #EmpiresTour
144,126,Smiling because life is good 👅👅👅
145,93,Para todas las mujeres que y conocido e impactado mi vida #QueVivanLasMujeres
146,85,Happy birthday to Rene Wennie!! Keeping it lit always🍾 ft ricky & ana banana
147,77,#promposal Thank you @ianlsaenz so much 🚗💐
148,34,Minion time!
149,103,"You made me an aunt at the young age of 3, surpassed my height, and have entered the college life with me now. I love you with all of my heart my sweet nephew ❤️🎓"
150,69,Got my Ray Bans on and im feeling hella good
151,91,
152,44,My valentines 💖
153,16,Being cuties 😙
154,8,Biffs since 10 years ago :*
155,100,My not so little nephew
156,65,🍂
157,48,🌹
158,36,Fun times w @brynlincurry
159,28,@lauradelfierro selfie game too strong 😋
160,123,Sorry Rangers today I'm rooting for the Nationals #TyAmalia
161,151,Foto antes que sude de bailar jajaj
162,96,"My day 1, since day 1 👯‍♀️🌱"
163,48,👭💕
164,37,The baby bro on his birthday 😘
165,124,Gracias Mayas por dejarnos una maravilla 💎
166,14,Las beffas ✌
167,98,Since '05
168,92,Happy New Years from me and my grandpa 🎉🎊
169,35,Miss our KOI nights @gabymtz_01 💚
170,93,🇮🇱🇮🇱🇮🇱
171,165,🌴🌴🌴
172,127,I ❤️ D.C.
173,11,#tbt @itsvaleriee_
174,14,My little cuttie at his 5 birthday party 🎉🎈🎊🎁😁
175,113,I love Florence this much
176,129,Se te extraña Londres! 🇬🇧
177,244,"No tengo palabras para describir la alegría y amor que siento en haber estado rodeada de familia en este día fundamental para mi vida. Muchos se gradúan, pero para mi esto es una bendición. Yo, hija de dos immigrantes, yo muchacha migrante que trabajo largas horas empacando blueberries cada verano, y yo el fruto de ser primera generación Americana; este logra no fue fácil. Esto va a demostrar que todos podemos, que esto no es algo extraudinaro, en lo contrario, es algo ordinario que podemos hacer. Podemos cumplir nuestros sueños, sobrepasar nuestras adversidades, creer en si mismos, y finalmente confiar que Dios tiene un plan para vuestras vidas. Si se puede, y si se podrá."
178,15,#tb one year ago when I got baptized 💙💙
179,34,Loved ones 💕
180,106,50 A.D. It's already a classic
181,34,Roomie love 💕
182,102,Your typical tourist (crazy wind hair)
183,96,"He is Risen!
#Forgiven"
184,13,What my brother got me thanks Ricky!! Xoxox @gabymtz_01
185,40,So I hadn't posted anything about my mom but man I miss her so much and wish I had spent this day with her! I really didn't think if miss her this much and now I realize I can't take her for granted! She's the most beautiful human being I have ever met she raised me and my brothers practically herself and she has always done everything she can to give me what I need even if it meant sacrificing what she wanted! I love you so much mom and I miss you dearly! Thank you for being the best mom in the world! There's no one like you and your my #1 just like I know I'm yours! ❤️❤️❤️ happy Mother's Day 😘
186,19,👶🍭#babyshower
187,78,Plaza de España
188,198,Amiga xoxo
189,78,"Brown, white, & blue"
190,57,Another birthday for the books 🌸
191,18,So happy my brother is finally home! #militarybrother #proudsis #GodBless 🇺🇸
192,70,"Feliz Cumpleaños abuelo! Se que tal vez no lo llegará a ver pero les quiero presentar a mi abuelito de 85 años, que Dios me le de muchos muchos años más!"
193,43,#pink #meangirls10yearslater #plastics
194,28,Everyday is a special day ✨
195,95,A Real Madrid game in Madrid is a MUST ⚽️🇪🇸
196,28,Niece and aunty date 😋
197,58,Ilyyyyy🤘🏽😛
198,144,Aqua-holic
199,47,The whole family in a pic after almost 11 years
200,62,Happy Veterans Day to my brother whom I love so much! I Thank God i still have you around to tell you this ❤️💙🇺🇸
201,48,The Met
202,34,Fam time is the best time #reunion #stillmissingmanyppl
203,14,Momsizzzzz 👭
204,99,"“How Valentine’s day are you?”
Me:"
205,93,I love him
206,31,My horsie <3
207,67,I loved you Barcelona
208,8,#excited 😁
209,58,Best BFF anyone could ask 4
210,46,So happy I got to see my grandpa once again ❤️
211,97,Goat @ La Piedra de La Tigra
212,87,"Hair piece made by me, but lost 30 minutes later"
213,134,"To the best 21st birthday anyone could ever have, for my surprise party, and all the memories made🥂"
214,28,Happy thanksgiving and may God bless you all <3
215,55,#prom2k14
216,49,Our first time seeing snow ❄️❄️❄️
217,32,Selfie #nofilter
218,39,Most wonderful time of the year 🎄
219,55,Touched The Booty today
220,14,Its so muddy here and my boots are the ones who suffer
221,25,😏 #BigLou's
222,28,when I was in La Tigera #tbt #takemeback
223,87,🐎💕
224,10,@cometocancun #backtotexas! 💚💚💚🎉👢🐴🐎
225,61,Valley girls
226,100,From Castel Sant'angelo to the Vatican #RomaTiAmo
227,131,Going to miss this the most
228,195,Twenty-fun plus one 🎈 #22
229,50,Easter 2014 💛🐣🙏
230,113,
231,105,"ACL day dos, w/ my duo s/o to @ russ , chance ! You guys the bestest"
232,91,"""Hey thanks for giving my parents amnesty btw"""
233,31,Familia👭👫👬💕
234,58,A decade later and I finally get to see my brother 😊
235,54,Happy birthday kanky we love you!
236,62,#Cancuners2017
237,60,Prom 2014 💕
238,19,:*
239,81,Portugal
240,13,#lavher 💚💙
241,116,Spelunking in Budapest 👷🏽‍♀️
242,79,"A year ago on this day I was in Sevilla, Spain and I haven't stopped missing it since then"
243,42,Cesar Chavez March #QueVivaLaRaza
244,54,"What they did for Alex at work this morning! Happy birthday, we love and miss you 🎉💚"
245,147,Seas the day 🐳
246,50,Can't imagine a better mom than my mom 💖
247,44,Found these two animals besides me at animal kingdom 😘
248,10,Biffs
249,30,🍀
250,169,"Lento y contenta, cara al viento 🍉"
251,135,Much needed vitamin sea 🐠
252,12,#valentine 💝
253,15,👩👧❤
254,74,When I was living the vida loca in Madrid
255,52,🌻🌻🌻
256,48,With my woe
257,18,
258,16,Love my little 15 year old nephew #flattered
259,40,#tbt to when I got my phone last Thursday this was how happy I was hahahah
260,9,My cousin's wedding 💑👫👏❤❤
261,72,🌹
262,134,Life is more fun playing games ♣️♥️
263,144,SB 2K17 @ Cancún
264,92,"Sometimes you go to the gym, sometimes you eat cupcakes. Balance."
265,87,Proud to be Americans 🇺🇸🇺🇸🇺🇸
266,30,My dad and his dad :b
267,12,Happy dad finally decided to come to church #AllBecauseOfJesus
268,81,This is how happy I am that my best friend since high school and until forever has graduated!! I love you forever and can’t wait to see what life brings to you (us because we’re always going to be together) 💜
269,29,New home #stedsvisit 🏡😍
270,51,Repost because I love this pic
271,42,El de Los lentes Ferrari jajajaj
272,43,💋
273,27,"When all else fails, you know who won't 🙏❤️"
274,99,Finally with my church buddy whom I love so much 💘💘
275,46,My heart skips a bit knowing we will soon reunite! #madrid🇪🇸 las amo!
276,78,Stopping to smell the roses 🌹
277,46,Spring break 2k15 🌞
278,107,Pt. 2 blessed
279,16,The bestest bestest friends 💕🎀
280,116,
281,89,Do you even bike? 🚲
282,88,2 1/2 months but lifetime of memories 💞
283,30,☕️🎸
284,77,Pink+White
285,112,One for the books #Sombrero2018
286,167,dtf: down to fiesta
287,68,"Hbd canks, love u"
288,128,Having too many withdraws from one of the most exciting times of my life!
289,29,Feliz cumpleaños a la mejor ama del mundo. Que Dios te bendiga con muchos MUCHOS años mas mami!
290,28,Class of 2014 seniors at the Spurs game 😜
291,69,I miss Rome and it's beauty
292,75,Dirty mirror pic
293,22,🙌
294,44,Good Friday.. At work 😁
295,80,"Like he once said to me ""we cannot not be friends, it's impossible. We've been friends since 5th grade, no turning back"" R.I.P. Alexander ""the great"" Esqueda 💚 forever my friend"
296,17,#Love #this #boy
297,81,Los amo 😘 @ sombrero fest
298,14,🐸👨👧#bro #sis #love @gabymtz_01
299,54,Y como todos los Martinez mi welo tampoco mira la cámara jajaja #SanLuisPotosi
300,9,Just being cute w/ camila and @gabymtz_01 🐶☺
301,115,#VivaLaRaza
302,25,I love my grandpa so much
303,80,I miss everything about being abroad especially Victoria
304,15,Just having fun at work 🎉😒
305,115,💋
306,91,"Happy to have finished this semester of CONTINUUM with B, until next semester! 💙"
307,7,#tbt me and micheee last year in funkhousers 😋
308,35,Last day as seniors! I thank God I meet each and everyone of you 😊 #classof2014
309,117,"""Hola, si, estoy en Londres""
🇬🇧🇬🇧🇬🇧"
310,58,Tu y yo a montado a caballo no se? piénsalo 🐎🎶
311,36,#wcw my best friend @anavanessa95 we fight and argue But I wouldn't trade her 😘
312,4,😊
313,73,Dark skin of a summer shade
314,21,Biffs 😘
315,17,😙✌️
316,106,"What happens in Vegas, stays in Vegas ✨"
