,number_of_likes,caption
41,39,"Jesus Christ never sinned and yet He suffered so that we could be free. Not only was He put to Death for things He had not committed, but He did it gracefully!! He did not retaliate, He did not make threats, but what He did do is something that we as humans most often don’t do. “He entrusted Himself to the One Who judges justly” Christ knew the suffering He was enduring wasn’t His, but He Entrusted Himself! Christ died for our sins in our place. That should have been us up there, He had to suffer for a punishment we deserved; He was and is our Substitutionary atonement. If Jesus Christ while being nailed to a cross, can choose to entrust Himself in God, then today when you feel alone, get a bad grade, have drama with a friend, don’t let that blind you from entrusting your day to God! It says in Acts 2:23 “By God’s Deliberate plan and Foreknowledge” GOD’S DELIBERATE PLAN, everything that happens has been seen by God way before you saw it. Through the pain in suffering in the end He brought Jesus back, so that means if you choose to entrust yourself to Him he can bring you back from anything this world can place before you."
42,106,"The higher the elevation the higher the adoration for the big man upstairs who created it all #elevation6,530ft #camplife #awesomeGod"
43,83,"Friends, Cream Soda, and scavenger hunts makes for a good time #scavengerhunt #drippingsprings #youthgroup #coneonmyhead"
44,53,"Making my way downtown, walking fast, faces pass, I’m about to be home bound #boston"
45,92,Yesterday was a good time in a great country 🇺🇸 Thanks for all the birthday wishes y’all made yesterday special ❤️#freedom #independenceday #birthday
46,51,So I started the weekend off with a concert. Favorite quote of the night.......▪️▪️▪️▪️▪️▪️. ”If we as Christians are not sharing Christ then all we are sharing is Ian and no offense to all of the Ian’s but people don’t need to hear about them.”
47,123,Papa is retiring today!! Love him so much ♥️such a blessing in my life!
48,64,So last night!!! I found a new coffee place💯got to hangout with my mom💯and got to hangout slash dance with the mascot 💯#rodeoaustin
49,123,"🔹LIFE UPDATE 🔹 Hey fam, I am very excited to say that through tons of pray God has given me the opportunity to spend the summer working and serving in New Mexico @lonetreelakeshore I am so excited to see what the future holds! Be looking out even more exciting things are coming y’all 👀👀 #wheregodguidesheprovides"
50,55,But night two was even better ❤️ “if your are in a good mood do the do the eagle if you’re in a great mood do the American pterodactyl” thank you Chris Janson!! #buymeaboat #chrisjanson #rodeoaustin
51,127,"Lots of Presents, LOTS OF PICTURES 😬, and the Birthday of Jesus Christ the Son of God who became man to save us from our sins and to conquer death itself. Holidays don’t always equal Happiness, but they sure are a time of year that we should be grateful. ❤️"
52,47,And finally finished it off with @emilybarefield 😋spring break couldn’t get any better
53,83,"@revealconference Rocked my world, No Guilt, No Shame, No Sin, No Stain, Is Greater than the Great I Am! God is so so Good y’all #revealconf19"
54,54,Can we please go back to the weekend!?!? #wecute #ridingabike
55,62,Coffee & Homework with this chick = a freakin awesome time😆❤️
56,57,"In Luke chapter 16, talks about a man who is about to have his job taken away. His initial response was I am not strong enough to dig yet I am too ashamed to beg. If you think about it that is how majority of us respond to our struggles. We know we need help, but we are too worried about burdening another or even Going to God with it. But God calls us to do the opposite in Hebrews 4:16 it says, “Therefore let us draw near with confidence to the throne of grace, so that we may receive mercy and find grace to help in time of need.” He calls us to draw near with confidence!!! Not to pull away with shame but to draw near with no hesitation. God DOES NOT belittle our pain or our suffering, we do, He comforts us in our greatest struggles, if we lean on Him rather than shy away because of shame that we don’t even need to have. #jesuscanhandleit #castallyourcaresonhim"
57,101,"🔹Appreciation Post🔹 This incredible lady has become one of the biggest blessings in my entire life. She shows me so much love and support, while continually leading me closer to God! She is like a mama to me❤️ I will forever be blessed by her presence in my life"
58,29,I tried to pick a fight but I was no match😂 #mybigbrotherisbetterthanyours
59,64,We danced the night away #imacoconut #silentrave #commongroundBBC
60,54,Yah know what yah do when life gets you down.......JUST KEEP SWIMMING 🏊‍♀️ 🐳🐠🦑
61,84,We Putt putt at the chicken Butt and had some Solid CONVERSE(ation) some of us did not do very Whale especially when the mosquitoes came Tortoise... #punsfordayz
62,56,We were putt putting our best foot forward as we ran out in the middle of the course to go get Chick-fil-A
63,98,Hey summer! Where you at!? ☀️🦋🌸
64,100,"So no one told you life was gonna be this way👏🏻👏🏻👏🏻👏🏻
🔻
▪️
🔺
Find you some Frens like these"
65,68,It’s not spring in Texas until bluebonnet pictures pop up on your feed #bluebonnets #texasspring
66,58,Yah we goofed off a little#target #bestbuds
67,65,Yesterday was bitter because @alyson_paige5 is leaving us😭 but sweet because of all the ice cream that was present
68,41,Man I love Christmas!!! But dang there was a lot of it today.... I need more time
69,78,This is definitely how you hold a baby right? 😂#2yrsold #redheadsdoitbetter #upsidedown #cousin
70,44,You can’t leaf me alone anywhere.....
71,121,"“A friend is someone who helps you up when you’re down, and if they can’t, they lay down beside you and listen.” -Winnie the Pooh 🎓
These fellas are my best friends and my family. Can’t imagine life without them🤟🏻🤟🏻
🎓
And They graduated today!!! I’m soooo proud 😭😭#classof2019 #akinshighschool #bowiehighschool"
72,58,When life gets a little off track “choo choo” here comes @casting_her_cares to make it better
73,60,"Y’all I would just like to take a moment the share what God has been teaching me. For the past month or so God has rocked my world in every Good and Holy way I have needed Him too. He has opened my eyes to the fact that my life and my future as I have planned it or have seen it; is not what He sees for me, but not only that He has given me a peace so much so that I am ok with the unknown. I’m excited for the unknown because I know with my whole heart the Gods got me. He has taught me that the second that I choose to love the people around regardless of how their actions are in that moment, that Love can overcome the worst of moments, He has taught me that in order to reach my true Holiness in Him I have to maintain my Humbleness in my heart. Lastly, over the past few months the Lord gave me two words Anavo Pathos which are Greek for ignite passion. I kept Jumping to conclusions about what God wanted me to do with that, but I finally realized that right here in the right now not tomorrow not next week nor next year God called me to write whether people read or not He told me to write. Y’all don’t let fear of rejection discourage you from God’s plan He has for you. He’s the God of Miracles so don’t stop Him from working miracles in you, because He can and He will no matter what you have done in your past. He can turn your burdens into blessing you need only to Let Him."
74,66,The one time I put effort into my makeup I’m not even going anywhere #hathair
75,39,"The Bible says to cast all of your cares onto Him. He calls us to RELEASE all of our burdens, fears, and anxieties, to Him. When we Release those things it opens up the space in our hearts for Him to Apply His love in our life in ways we never think are possible. So often we cry out to Him asking for Him to show up in our lives, but are we actually seeking Him or are we seeking a bandaid for that one struggle? Are we seeking instant gratification or are you seeking the one who will eternally gratify?"
76,100,"“Behold, I stand at the door and knock: if any man hear my voice and open the door, I will come in to him, and will sup with him, and he with me.”
‭‭Revelation‬ ‭3:20‬"
77,76,How could anyone resist this face? #germanshepherd #puppy #harley
78,69,You know it’s true friendship when you tell someone to knock on wood and they reach over and knock on your head #imissedyousomuch #collegebabe
79,97,Please don’t ever grow up 😭❤️
80,74,I’m just a small town girl livin in a lonely world... anybody got a midnight train going anywhere? #boston
81,121,🔸2019 A Class With Sass🔸#classof2019
82,126,Mama Deane is such a Queen ❤️❤️
83,99,Mallory is extremely introverted and I’m EXTREMELY extroverted so most of our conversations consist of me screaming about going on an adventure and her just staring at me asking if we can just stay home and play Xbox. That being said she is the pina too my colada!!! If I ever look decent in a photo it’s because she took it and told me to stop being awkward. I love you so much Mallory!! ❤️❤️#sistersbeforemisters
84,64,Pt 2
85,143,"The world is my onion 🔹
🔹
🔹
P.S. thanks for all the birthday wishes ❤️❤️"
86,79,What a BABE #babycasey17/18 #ifreakinglovehim
87,139,"Sunrise, sunburn, sunset, repeat..☀️😍"
88,92,Tis the season for sneezin 🍁🍂🌾🌻🤙#allergies #itfallyall #issok
89,102,"With Faith in my heart and Fire in my eyes I trust in Jesus Christ. 🔺🔸🔻🔹🔺Faith isn’t dwelling on the past and obsessing over the future , it’s trusting Him in the present. It’s fixing your eyes above even when you step into the unknown."
90,32,Oh and LANCO❤️#lanco #sold#johnmichaelmontgomery #rodeoaustin
91,90,"This weekend affirmed in me that God does not call the qualified, but through His unending love, He qualifies the Called. Thank you to all the incredible leaders this weekend #clsretreat19"
92,93,Had a pretty fan-track-stic Saturday not to toot my own horn but Toot Toot
93,99,Today was a walk in the park #zilkerpark #perfectweather
94,80,When it’s so hot you are combusting #itshotoutside but it was worth it
95,103,"Singleness doesn’t mean there is an absence of love in our lives, there’s just an absence in where you are looking for Love. We just need to adjust our focus to the one who can really give us the love we are seeking. YOU ARE LOVED, by your family, by your friends, but most importantly by God. He sent His son to die for you because He loves you so much. You are loved don’t ever think otherwise."
96,71,Saturday’s are for the girls #rooftopconcert #girlnightout
97,57,"🌸In the weariness or the storm, fix your eyes on the beauty of the calm that’s before you🌸"
98,91,"Drove my Chevy to the levee, but the levee was dry #americanpie #donmclean"
99,87,And now I’m knee deep in the water somewhere got the blue sky breeze blowin wind through my hair! #summa #cousins
100,69,"Ahhhhhh you are headed off to college!!! Words cannot describe how thankful I am for you, the way you say sarcastic things under your breath which makes it impossible to hear you is one of many things that are great about you❤️❤️you have incredible things in store for you I pray that you let God lead you to become them #oneofmybestfriends #trinityuniversity"
101,103,Sometimes you gotta go back to your roots to value how far you have come....... pt 1
102,44,“What is red bath and beyond??? Oh wait it’s bed bath and beyond “ Good job @amynguyen__
103,87,Camp kicked so me major Elephant Butte! I can’t wait too see what the future holds #lonetreelakeshore #newmexico #friendsforlife
104,110,The Barton’s are my favorite ❤️
105,121,"🔸If you feel like you didn’t see God today, look around you🔸"
106,35,This is only the beginning!
107,66,Body like a back road driving with my eyes closed I know ever curve like the back of my hand😉 #samhunt #backroad
108,170,A lot goes down when we dress up🔥 #prom #2019
109,96,Sometimes you gotta refocus #cameras #vintage #saturday
110,62,I think I found a photographer in the family! I am going to take advantage of her new found talent 😍
111,117,Musicians don’t get letterman Jackets we get Denim Jackets #denim #joshsjeanswereadifferentdenimcolor
112,162,"I’m feeling pretty lucky 🤩
#prom2k19"
113,152,"Gonna put the world away for a minute, pretend I don’t live in it. Sunshine gonna wash my blues away"
114,95,🔸If the boot fits🔸
