,number_of_likes,caption
85,6,"#Repost @levilusko with @get_repost
・・・
You’ve got to worship like it’s all up to God,
but work like it’s all up to you."
86,24,Had so much fun last night!! 🎅🏻#WDHoliday
87,42,Happy Thanksgiving 🍁 #family #siblings #mama
88,7,Happy 3rd Birthday to my Princess. She's a Princess and she knows it! Love of my life. Wouldn't be LIFE without her.
89,32,"Can someone please stop this train 🚊 ⌛️ 2014/2018
And look at that #downtownaustin skyline 🌃"
90,5,And @levilusko has done it again! Download the #swiperight app to get reminders of the promise God has for us and how to resist the temptation of the Esau syndrome ❤🙌🏻🙏🏻 Hebrews 12:14-29
91,35,Today’s adventure! Ending summer break with a little road trip!
92,29,"#familytraditions doesn't get any better than this right here! Silly sock exchange, kids gift exchange, adult gift exchange, crafts, food, music, signing to baby Jesus, naps, laughter and lots and lots of love!"
93,11,"How can I ever express my gratitude for all the love I have received today and quick honestly, everyday?! Today has been so amazing from the moment I woke up until this very second.
Thank you all from the bottom of my little big heart for all of the beautiful birthday wishes!
I’m so blessed! I thank God for another year of life for new opportunities, challenges, adventures, laughter, tears and love.
I love you all!!! ♥️🥰🙏🏼 #birthdaygirl #28 #thankgod #growth #love #sagittarius #friendship #newadventures #happiness #atx #mozartcafe #hulahutaustin #sunrise #newday"
94,20,"""You did awesome!"" #nailedit speed 2.0 ""Motivation demands momentum, and momentum demands movement"". So get off your 🍑 and MOVE!"
95,16,Weekend 2 of Fitness with Mercy! I sure am feeling it today! Love when the kiddos join us as well 💪🏼🏃🏻‍♀️🙌🏼 thanks again to these ladies for showing up and putting in work!! #fitnesswithmercy #lifegroup #sweat #muellerpark #fitmoms #bettertogether
96,31,😘 Happy #nationalboyfriendday
97,12,It was my eye appointment and she is having a ball trying on glasses 😊 my baby is so precious I can't stand it. 😍
98,50,"Still can’t believe how fast time flies!! #babysister #growingup

My sweet 15 in ‘05 & Her sweet 16, ‘18."
99,4,Look at those faces 💕
100,41,Happy Birthday to my beautiful mama! I love you more then words can express. ❤️🎉😘👑 #foreveryoung #myqueen
101,18,With my partner in crime! #Reik 🎼🎤
102,5,Morning worship 🙌🏼🙏🏻
103,5,Work like it's up to you & worship like it's up to him
104,35,"✨Shoutout time✨

To my little sister!
This beautiful 17 year old young lady here.
I’m so proud of her and all her recent and future accomplishments.
She’s driving, got a job and just got her first paycheck! Love you my China 😍😜 Watch out world 🌎 #ballerstatus"
105,3,"Because I love food so much and we all know food can heal or kill, reading(listening) to this #genius book by @maxlugavere has me rethinking my diet, again!
#mustread #foodheals #foodkills #choosewisely #genuisfoods #avocadosarelife"
106,47,"My 9 year old self.

In just 7 months my very own little girl will be 9yrs old. How time flies.
#dearyoungerme"
107,32,"Yesterday’s lunch date 😘
Thank God for this wonderful, loving, playful, crazy, caring, supportive partner of a Man! Te amo muchísimo corazón!"
108,4,"#Repost @levilusko (@get_repost)
・・・
It’s tough to talk from behind a mask but it is even more taxing to live behind one. I have struggled with masking myself to win validation, feel important and earn approval ever since I entered sixth grade and believed the lie I was inadequate. I wish it stopped when I got married, became a pastor, had kids or started writing books but the truth is everything in life can become a new mask-wearing occasion. Especially posting on social media. On my best days I am authentically me and not covered in any fig leaves to direct attention away from my insecurities. I am so thankful for Jesus who can give us strength to live mask free and be who He made us to be."
109,12,🙅🏻🙅🏻🙅🏻🙅🏻🙅🏻 once you build that momentum there is NO stopping you!!!
110,18,"Okay, I'll admit it, now that school is out I've definitely been slacking on my 4:30am workout game. But it's 5:30/6am game that has me drenched! This Rip't Core workout was #FIRE 🔥 & these 5 lb dumbbells are the key 🔑 to a guaranteed extra push! #ShaunT is the REAL MVP! 🙌🏻😄"
111,3,
112,22,"Love your body and it will love you back. ❤️
•
•
•
•
•
•
•
#mm100 #activerecovery #lengthen #progress #be100 #freestyleflow #wecandohardthings"
113,41,"❤️👯‍♀️😋
Love my sissy!!"
114,12,"Dynamic Core COMPLETED ✅ I woke up to the greatest text message this morning. It reminded me of just how WORTHY & how GRATEFUL I truly am. Reminded me to get continue on my journey, stay focused and lead from the front. When you have God and people in your circle who are constant reminders of your greatness, nothing seems impossible. You get up, wash that face of yours, lace up those shoes and make this day YOURS! #growth #hustlehard #nomercy #grateful #worthy #sweatbeads 💪🏻💦"
115,20,"In the wise words of Dory 🐠""when life brings you down, you know what you gotta do? 🎶just keep swimming, just keep swimming... 🎶 #imback for more #4am #wakeyoassupsleepingbeauty"
116,17,Merry Christmas Family and Friends!! ♥
117,13,"Ive missed doing yoga so today I decided to do a full Core flow. My body is thanking me 🙏🏻 There are days when just doing a 10min yoga stretch then going into T25, just doesn't feel as great as a full yoga flow. @taste.yoga @latierradelfuego i can't wait to get together again and do yoga with you! Miss you and V ❤️. #Saturday #namaste #energy #vibes✨"
118,11,It's that kind of day. Practice makes perfect. #guitar #music #love #FameTube # practice
119,24,Winter Wonderland plus a side of frozen fingers and toes but it was fun!
120,26,🐶💜
121,10,"T25, Rip't circuit DONE ✅! Feeling great this morning! I'v got my water, my shake and I'm ready to take on this day! #happywednesday #humpday 🐪"
122,43,"#lateposts trying to show Ally how we kept cool as kids back in the day, playing in creeks and streams. These kids just don’t know anymore #timemarcheson #getthemoutside #creekkid .
.
.
.
.
.
.
📸: @theirsonlyjuan"
123,12,
124,15,"Sometimes you have to do what you can with the time you have. Lately I e been off focus, putting in as little effort towards my workouts and meals. See, this is why it's called a journey, there are hills and valleys to it all, but how you get through them will determine how you far you'll eventually go. Decide to DO IT, and DO IT. Woke up late today, but got my yoga in and 10mins of T25, upper focus. #waitingforsweatbeads 💦 #mindset #motivation #inspiration #momentum #keepgoing💪"
125,11,"✨Shaun week progress photos and report ✨
If you have me on Snapchat, then you already know what's been going on over the last week... that's right, it was #INSANEFOCUS #SHAUNWEEK #SWEATBEADS to the max!
I don't own a scale so who knows if I gained or lost any weight at all. What I can tell you is I gained more knowledge about myself this week than I have in just a couple months. Do you know your own limits? Do you know how far you can push yourself? Have you even tried lately? If the answer is NO, then we need to talk. ""Of you can hold up your body, if you can hold up your mind, you will succeed""-Shaun T
But guess what else happened this week? If I can be 100% honest with ya,
Ya girl hid. Yup, there is still that ""old self"" part of me that wants to push through it all at full speed and to make it to the finish line BUT then suddenly that old voice creeps in ""you've made it this far, go ahead and reeessst"". And that's what I did on day 7, I rested, when I wasn't supposed to rest.
Listen, when you start to make progress and change and it's going great, there will be temptation to slow down. To rest when rest is not what's supposed to be happening. Your old self will in fact creep in and try to sabotage progress. 🤦🏻‍♀️😈 Fight through it, be aware of what's happening to you and always dig deep inside yourself to pull through your highest self. 🤜🏻👊🏻💪🏻 Progress is progress. Big or little.
I Got day 7 done THIS MORNING. And it felt so damn good!! Who ready to kick their old habits and self out the door 🚪 for good and lock the door for the last time? 🙋🏻 I'm looking for 3 ladies to get started with our next group
If that's you, comment below ""locking it up and throwing away the key 🔑!"""
126,5,🙏🏻❤️🎼
127,8,"Not one calorie counted today 🍽😜 #Repost @gaugegirltraining (@get_repost)
・・・
🙏🙏🙏"
128,16,"Happy Birthday to my favorite person in the whole world 🌎 life without you wouldn’t be life at all!!! I thank God each and every single second that I get to be your mother on this earth. You’re the most loving, caring, funny, amazing, creative little human being I know. God bless us with many more years of ALLY BOO, PLEASE!!! #happy9thbirthday #proudmama #mamasgirl❤️"
129,81,"🔸Hitting the ""RESET"" button in 2018 on a budget 🔸

So you've all seen my transformation and have followed my journey this year and I couldn't be more grateful for all the support I've received.
Now it's time for ME to give my love and support back!! So... I'm putting together a special something of a ""reset"" group with my girls come January!
This is 21 days, no exercise (unless you choose and I'd advise lighter), and committing to a food plan.
It'll be 21 days of a FULL body jump reset. Designed to help restart your metabolism, regain lost energy, and help get your body back to a baseline of goodness :) We will start 1/8, but group starting 1/2 I'll be giving info in the group to prep for this. I'm going to be getting the ""roster"" lined up soon!
I'm taking on 10 people for this group. Comment below to get all the details."
130,51,
131,37,Beautiful soul 🌻🌸🌺
132,2,My handsome nephew!! ♡♥♡♥♡
133,28,Best birthday dinner/evening ♥️🙏🏼
134,14,"These two started school today and we couldn’t be more happy/sad! Ally is off to 3rd grade while her cousin is off to 1st grade!
No first day of school photo for my boo, she wanted to be a big, independent girl and didn’t want mama taking pictures or walking her to her class! 🙄😢 #soitbegins love these kiddos, they grow up so fast!! Maybe we will get a “2nd day of school” photo 😜 because I’m THAT mom!!"
135,76,#christmas2017🎄 Wishing everyone a very Merry Christmas!
136,17,What a beautiful day to meet up with my #LifeGroup women?! This Life group semester has been one for the books. Tons of growing and love and just overall God driven. I'm very grateful to have met the two women and connect with them when I did and how I did. God has been right in the center of it all. 🙏🏻❤️
137,2,
138,61,I’ve got sunshine ☀️ on a cloudy day
139,98,"I look my before pictures 15 days before I start my challenge group and #transform20 program with my first on 2/25. These are my progress photos. LESS THAN A MONTH! Y’all! Can I just tell you that I DO NOT HAVE TIME IN MY DAY TO GO TO A GYM. Period!
These programs are designed and created for busy mamas and papas, students, employees, WHATEVER and WHOEVER you are, it was made for YOU and your busy schedule. The shortest exercise program is literally 20mins long. Not to mention the nutrition plans that come along with EACH program!
Here is prof that it CAN be done, no matter what!
You don’t have to be a pro, not even someone who works out all the time. You just HAVE to WANT to make a change, then make it happen!
The next round of challenge groups start April 1st. That’s plenty of time to get you plugged into the right program and in the challenge group, doing it all together with a bunch of us who WANT a change and are taking the steps to DO SOMETHING ABOUT IT instead of just watching everyone else do it!
If you’ve been watching my IG stories, and have been telling yourself” ugh, I want to do something” now is the time to do SOMETHING. Join me April 1st, YOU WILL NOT REGRET IT!
#beachbodyondemand #challengeyourself #april #bodygoals #powerfulwomen #conqueryourmind #transform20"
140,20,My Boo ♥️
141,12,♡
142,10,This little Angelito will be 6 months in a few days 😭⌛️#latepost📷 #nephew
143,10,My big girl! ❤️😭
144,121,"The girl on the left: l was always frustrated I never felt comfortable in my own clothes.
I had Very low self esteem. Little to no confidence. Negative self talk, shamed my body.
-—-—- The girl on the right:
Has SASS!!! She has focus, energy, drive, confidence!
You see how fired 🔥up I get when sharing MY progress?! I WANT THIS FOR YOU!!! How many times have you said those EXACT words to yourself on a daily basis? The negative self talk, body shaming, or just flat out not caring for your body like you know you should?
You’ve got to tell yourself enough is ENOUGH, kick your excuses to the curb and do something about it!
Im only asking for 10 ladies who have had ENOUGH and who are ready to turn their EXCUSES of why they can’t, into REASONS WHY THEY CAN & SHOULD!
Shoot ya girl a message or drop a 💪🏼 down below to get all the details on my next accountability group and how to get your spot reserved!
#conqueryourmind #powerfulwomen #accountability #bodypositive #truth #mindovermattress #enoughsaid #noexcuses #bod #fitnessmotivation #attractyourtribe"
145,26,"Sweaty on a Saturday! 💦😜It's been a while since I worked out on a Saturday morning but man does it feel so good! #21dayfix is growing on me fast!!!! I love me some Shaun T but Autumn is one bad mama!! Day 3/21, I totally skipped day 3 YESTERDAY, so I've got to do day 4 today as well at some point! Right now Ally and I are gonna get ready to have a ""Mommy and Ally"" day 👩‍👧while doing some last minute Christmas shopping🎄🛍!! Have a great weekend everyone! ♥️🤗"
146,16,True
147,12,"My heart and soul, so peaceful. #blessed to be present for this view each morning ❤️🙏🏻"
148,9,"No better day like TODAY! It's Humpday 🙌🏻 most people treat Wednesdays as a turning point in their week, but why? 🤷🏻‍♀️ Why not make EVERYDAY a day to be grateful, motivated, & just DO THE DAMN THANG! #motivation #personaldevelopment #makeithappen #dreambig"
149,23,"You're not broken, you're experienced. It's not an ugly mark on your body, it's a battle scar. The beauty of going through pain is just THAT, you went THROUGH it and came out on the other side with more knowledge than when you when in. You're beautiful. #LD3 #beautiful #lifehappens #loveyouthroughit"
150,2,She went #cowgirl on everybody.
151,15,"Michael tried to get him! 🔪🔪 @theirsonlyjuan Flipped the script real quick, like ninja! 🤣💀"
152,17,"After our run/walk to @zilkerpark100 , I finally got my photo! 📸: @louiefrench25 #sweatypic #zilkerparkaustin #hustlehard #sweetness"
153,42,
154,5,"Now isn't this the truth?! Let me ask you something... ⭐️Have low energy? ⭐️Wanna eat better? ⭐️Want to move a bit more during the day?
Yes?! Keep reading... I'm going to show you some easy ways to GET UP & MOVE in my next Free group, starts 9/11! -Simple moves that you can do wherever you spend most of you time working
🕺🏻💃🏻🏃🏻‍♀️🚶🏽‍♀️🏃🏾🤸🏻‍♀️ -Meal plans to start you off feeling great and keep you feeling that way 🥒🍏🍌🍑🍐🥑🌽🥕🍊🍎 -And a whole bunch of fun! 🙌🏻 Comment below👇🏼: ""I wanna get up and move"" for details!"
155,16,"Day 4 of #3weekyogaretreat let me tell something to You, I've been trying to find my balance between my busy schedule and making time to do everything I can under the sun BEFORE the sun comes up! Meaning, prayers, affirmations, yoga, run/T25, all before 6:30am & still manage to feed myself and my daughter(which of course always gets done!) ☺️It's a work in progress, but I need balance, and I Thank God for the balance and other blessings I KNOW he will grant me. #peace✌️ #love #light #balance #workingthefields 🙏🏻"
156,10,My kind of princess. #centralmarket #pumpkins #Fall
157,29,"✨It’s true. They see everything we do. ✨
I’m feeling so much love from today’s workout with my daughter. She tried every move and rested on the ones she didn’t feel comfortable with.
SHE is my #1 motivation and reason, my WHY.
If I don’t take care of ME, it will always be the ones closest to me who will suffer.
So much gratitude for today 🙏🏼 Are you taking care of you?
Don’t know where to start? Let’s chat!
#igotyourback #togetherisalwaysbetter"
158,13,"Super excited to start this program! For years I’ve struggled financially and I feel I’m way overdue to get it together! I’ve invested in this program/in myself, so the least I can do is follow through. May God be with me the entire way! Also, what better way to do it then with a buddy!! Thanks Dustin for joining in as well!!! @swiftlife87 #clclifegroup #financialfreedom #financialpeaceuniversity #daveramsey #babysteps👣"
159,1,My boys! Big brother and baby Malachi #December #wedding #mother
160,10,Life is sweeter and more beautiful with you in it.
161,27,There’s no telling what might happen when the three of us are together! 😇❤️ #trio #myhearts #latepost✌
162,81,"From March 2017 to Today, 8/17/17. This is what not giving up on yourself looks like. Constantly having a war in the mind of ""I don't see any change!"" ""Don't workout today, you're too tired"" and on and on. It's not been easy but it's not even over yet! I don't think I'll ever be done working on myself and growing. I wouldn't want you to give up on yourself, I want YOU to feel as I feel now, that ""wow, I really have changed, I really DID get this far!"" feeling. I pray everyday and give all the glory to God and the universe for my strength and the will power to follow through, because trust me when I say pizza 🍕 is bae, and so are fries 🍟 and there may be a time or two when I have both at the same time 🙈🤷🏻‍♀️ so yeah, I could use all the strength I can get!! There's no doubt in my mind that if any of you wanted to start today, you could. And guess what? you should! I'm your biggest cheerleader! 🎉💓 #pushon #livestrong #strength #motivation #tbt #transformation #myjourneytofit"
163,12,My Boo. Silly girl ❤️
164,15,"""How 'bout them cowgirl... they sure are some proud girls."""
165,29,"Spring at the Silos was no joke! I’m so happy for @magnolia @chipgaines and @joannagaines for their success! This place was so packed it was unbelievable. Took a couple snapshots here and there but mostly I was just glad I finally made it out to #wacotexas & yeah, this kiddo of mine was over it before we even got started 🤦🏻‍♀️🤣👋🏼"
166,17,
167,31,#Atx #jos #iloveyousomuch #icedturbo #sundayvibes
168,13,My princess.
169,23,"With God, there are no coincidences, only purpose! Thanks to Dustin, I’ve been blessed to (officially) meet 2 beautiful souls and get to call them friends! I work in the same building as this lovely woman and had no clue we’d end up sharing many things in common! #christianlifeaustin #friendship #life #centralmatket #newbeginnings"
170,38,Thankful. Grateful. Blessed.
171,20,"Happy Monday everyone! #motivationmonday ""Momentum demands movement, movement demands motivation"" #getupandmove"
172,26,ALWAYS being my silly sugar booger! 😜💕
173,46,"Ok, he wins the #IGpostaward 🏆 🙌🏼👏🏼😍 #Repost @theirsonlyjuan with @get_repost
・・・
When you find that one person who loves food as much as you do, you know she’s the Juan !! We workout so we can eat regular food!! 💪🏽💪🏽 #lovefood #couplegoals"
174,5,"""He counts the stars and knows them by name.."" psalms147:4"
175,8,"#Repost @jayshetty with @get_repost
・・・
That blog? Create it
That podcast? Record it
That book? Write it
That video? Make it
That idea? Start it"
176,17,#fitnesswithmercy
177,7,My twini me ♡
178,18,The other night 😘 celebrating A special birthday 🎂 @perla_estrada1 🙏🏼 Glad I could join the tradition ☺️ #cheesecakefactory
179,12,
180,26,
181,7,
182,14,My favorite plate in the entire house! Ally's plate gives me life every morning 🙌🏻😜
183,5,Mini Me.
184,23,"Not a 4:30am workout but I'm still up and about to get it! My Boo woke up 10mins before my alarm 🚨 with a tummy ache and it didn't end well ☹️ but she is better now, thank goodness🙏🏻So we then fell back asleep and now I'm up and ready to kick the heck outta this LAST T25 Alpha workout!! I'll be starting the 2nd half of this entire program tomorrow! 🙌🏻🙌🏻 #sweatbeads 💦👊🏻💪🏻 #sinkorswim⚓️🏊🏻‍♀️"
185,9,My #cowgirl
186,56,Praise the Lord for another beautiful day! Ready to worship HIM today. Who will I see at #CLC? 🙌🏻🙏🏻☺️
187,15,My big girl lost her first tooth yesterday. *tear* #milestones
188,12,"Meals for Monday-Friday
Talk about YUM!!! Week 4 of meal prepping
I've saved so much time and $ with meal prepping- I've even gone down 4lbs in the last couple weeks that I've been meal prepping ☺️😬💪🏼 it's not all that fun meal prepping for about 2hrs then cleaning for another hour but IT'S SO WORTH IT! Who wants to learn the best way to come up with meal plans and meal prepping?? 🙋🏻🙋🏻"
189,7,Saw this special little reminder at an appointment the other day and just had to capture it for myself. Reminders like this one here keep me grounded. I also like to think they are God’s way of telling me just what I need to hear at the right moment. 🙏🏻🙌🏼
190,21,Book 📚 parade day at school! My little love went as her favorite book character #juniebjones
191,4,
192,20,Something about Sunday's in the summer ☀️🌺👩‍👧💦#blessed #pooltime
