,number_of_likes,caption
73,32,"Man, I feel just like a rockstar (star) 
Follow your dreams my darling
#careerdayatschool"
74,9,
75,7,Thirsty Thursday on tha dirty!
76,8,Fall fun!
77,1,Christmas is here
78,16,"These eyes are going to be the death of me. #deezeyesrighthere #daddyproblems
#guncollection lol"
79,6,
80,4,Kids fishing/bashing for fish lol
81,6,"Got that nail game on point!
#whosyourdaddynailsalon #getyonailsdid #frozennailpolish #diva"
82,25,"My Chuck E Cheese squad
#latepostAnna's8thbday"
83,17,My world/My heart/My everything/My greatest accomplishment/My true love/My mini me. IS 4 TODAY!!!!! Happy Birthday baby girl you are loved by many.
84,10,My cowgirl
85,4,Cool kidz
86,10,"""Like a princess!"" She says #adorable #growedup"
87,12,"The light of my life
#xmas2016"
88,1,
89,1,Photo courtesy of the one the only...Emerie lol
90,3,♡ this!
91,3,Fountain fun! #waterbug
92,1,Have u tried this??
93,4,Bringing home a chic!! Score
94,68,"Happy Wednesday from Emerie
#halloween2017🎃"
95,8,
96,6,"Rockin the new outfit!
#freshthreads #bubblegumsnapin"
97,7,"Getting ready onset
#readyformycloseup
#ACTION
#facefortv"
98,5,
99,4,"How I'm spending xmas eve 2013
#wooo #drinkskillthepain
#jollyinacan #nosantahere"
100,4,Check my Emoji Match at #ACLFest! #GalaxyLife
101,16,"Every day on Earth is a gift
#beautifulmorning"
102,10,"Tea party tiiiime. #newbdaypresent
#teapartyset"
103,2,Spider-Girl!!
104,1,Having fun yet??
105,12,good morning folks
106,9,Chillaxin #chuckslife #converseonfire #drinkinbyfire
107,12,"Paying back the help w/ my car.
#foodporn #riseandshine #KKmornings #oldworkplace"
108,5,
109,2,Strawberry shortcake
110,1,Texan Game day face!!!
111,4,Fuck Baltimore!!! #nephewuncleluv
112,7,Good moods n the morn
113,2,
114,12,#TBT my leading lady as a baby. Miss holding her tiny self. She's getting so big and growing into her own sweet person.
115,6,
116,10,Driving in the rain with my dog is NOT safe!
117,8,"Under water fun
#fishface"
118,10,Surprise visit to her cousin w/chic fil A! #backtoschool #nosloppyjoeshere #sheloveshim
119,11,Dancin girl #turnup4thjuly
120,9,Free morning movie RIO :)
121,13,Happy V-day everyone! From Emerie and I ♡♡♡ 2015
122,10,
123,7,My lovies
124,4,She loves it!
125,6,Dressed for success! ! Its ffffffffffffffffffffffffriday
126,6,"Little Vday treat from home
#stilleatingclean #missonforsixpack
#strawberriesnyogurt"
127,7,Park and movie nite :)
128,5,My littlle elf helped me pick out a tree
129,10,Merry Christmas from Emerie & Adam Mena to you and yours :)
130,12,"Cookies out
Pass out
Christmas 2016
#waitingforsanta #visionsofsugarplums"
131,9,When all else fails...hit em with the ponytail! Lol #daddyskills #twinkies #iwhipmyhairbackandforth
132,9,Woohoo Zoo
133,5,Leg day!!! Ahhh
134,11,Her masterpieces! Merry Christmas from Emerie Mena
135,10,This is the face after the end of E.T. ♡♡ sweet girl
136,5,"Good mownin! Its FFFFFFFFFFRIDAY
#slickback #jeepaustinweird"
137,39,"Hook Em Horns!!!
#2017saturdaynightfootball"
138,60,"Me and my sweet cheeks in the Christmas spirit.
#itsbeginningtolookalotlikechristmas
#uglysweaterparty2018"
139,8,"2015 MURICA!!
Godbless"
140,3,She bathed!!!
141,4,
142,8,Art tiiiime!
143,53,"I thank God for every moment I get to spend with this beautiful, silly, caring, smart child of mine. I wouldn't know true love and happiness without her.
#myminime #daddyslillady"
144,3,Hanging out on a perfect day!
145,7,Halloween dance time!
146,1,TSO!!
147,1,Beach time! !
148,5,"It's goin down in the d....grill!!
My offical start grilling season"
149,11,2nd generation creamy jalapeno lover! :)
150,8,Perk of being single....always have left overs ;)
151,10,Ice cream fest!!
152,18,"I love my family 💙
#weallscreamforicecream
Rodeo2017"
153,8,Stunna shades on!! #cheerfreakinweekend
154,5,Is it you??
155,3,Emerie and her cuz Marcellus on a Christmas train ride
156,25,Gratitude is my Attitude today!
157,4,"Canoeing and feeding ducks
#staycation"
158,6,Favorite pic of the night. #lostinhereyes #bestbdaypresent #
159,50,"Just a dad with his daughter, on top of the world! #rodeo2017"
160,6,Dinner and classic disney with my one and only.
161,3,I'm THAT guy lol
162,5,Tacky sweater n e 1??
163,7,"Easter Treats for our classmates
Makings eggs #happyeasteryall"
164,26,"Christmas activities 2018
#santaclausiscomingtotown"
165,12,
166,33,"Someone was good this year.
Merry Christmas to all!
#happybirthdayjesus
#christmas2017🎄🎅🎁 #blessed"
167,12,"@mansports kicking my weekend off right!
Feeling the love
#Friyay #freesamples #supplife"
168,4,On one
169,2,Got a new dog lol!
170,14,V-day dinner 🍒🍸
171,67,"Missing her right about now
#flashbackfridays"
172,3,Feed me Semore!!!
173,10,We're Twinkies 2day #daddydaughterchucks #shoegame #onlysneakersshelikeswearing
174,3,Jingle Bells
175,4,
176,10,Crazy kid
177,11,"Taking Emerie to see her crush Shawn Mendes for the first time!
#aclfest #sunday"
178,29,"@halotop keeping me cool in rush hour!
#proteinicecream🍦 #whattraffic"
179,46,"Football/Family/Friends/and Santa
Relaxing weekend"
180,3,Shenanigans #dtstpattysday #bagpipesandkilts
181,1,Train ride (2)
182,6,"Contents in a 3 yr olds purse ha!
Thanks for sanitizer baby!"
183,2,Rodeo tiiiiiiime!!
184,8,Park time. Beautiful day. #bubblegun
185,3,Hot coco tiiiiiiiiiiiiiiiiiime!!
186,5,All we need is love
187,18,Missed those baby blues soooooo much!! ♡♡ #nofilters #shecompletesme
188,29,"My happy place 😁
Passing down the torch"
189,9,1st ballet class!! Aww
190,1,
191,8,Baking cookies earlier
192,29,"My path to success starts here.
#focusonthefuture #knowledgeispower #blessed🙏 #selfimprovement"
193,36,"Hunny we gon grow old together but still act like youngins. I love you
👨🏼‍🦳👵🏼"
194,5,Singing
195,2,Trouble
196,2,Big girl panties and a cami
197,5,Wine and dine
198,7,
199,7,Happy turtles!
200,16,"It's beginning to look a lot like Christmas!
#snowday2017❄️☃️❤️"
201,58,"My God she's getting so big!
Hump day lunch date!
#my🌎❤️"
202,5,Thin mint love!!
203,5,Prepping from football Sunday and MNF!!!
204,6,"We gon Bowling! #1ststrikeever
#bowlingshoegame #saturdaynightfun #bowlingwithbdaymom"
205,2,"Imma let yall in on a lil secret....
#shandy"
206,18,"My beautiful ol lady. Blessed to have her this long.
#myrideordie"
207,3,Leg day ahhhh need to up plates #deadliftsfordays #dontskiplegday #rackcity
208,2,Lol she's never gonna leave this toy alone
209,4,Late post...Throw back Thursday roller skating style!
210,7,My lil blues traveler baby lol
211,12,We all scream for ice cream!!! #Icecreamfestival #♡mycityevents #princessbatgirl
212,6,Spurs game!! Merry Xmas
213,1,Thermopolis London
214,6,Enjoying a peaceful ride on a train
215,8,My batman ready to go for a walk :)
216,15,"Sight to end the day!
Portal?? Prism??"
217,10,"Lets see what yall Cali people talkin bout!! #cherrypopped
#fatboystatus"
218,8,Step hop!
219,14,"my last sunset here:(
#nofilter"
220,54,"1st grade here she comes!!
Got teary eyed when I hugged her goodbye
#theregoesmylife #prouddaddy #blessthisschoolyear🙌🏾"
221,8,Emerie's T.V. debut @ jumpy gym from her bday party there
222,2,
223,15,Squad!
224,3,Made a little note for my lil one :)
225,6,#clarkkentswag
226,12,"Roomate love
#2017ishere"
227,10,Sunset kisses
228,11,Jump o line
229,2,Motivated beyond belief. Ready to make moves #moreschool #more $
230,5,Got to open my one present. ...picked a winner!
231,9,"Newest addition to the family.
Meet Awkward....the turtle"
232,5,S.U.P. kinda day
233,7,
234,1,
235,1,Morning lovin
236,4,MURICA!!
237,8,Posing b4 naps #divasdoit
238,27,The one my heart beats for this Valentines and every single day!
239,1,Santeria
240,2,Partner in crime
241,4,Draft 2015
242,2,
243,2,Really.....
244,11,Canoeing and feed ing ducks
245,2,1st timer here!! #nextdanicapatrick #nascargirl #myotherrightdaddyleft
246,2,
247,7,Her new favorite movie :) any guesses?
248,9,Orange smiles
249,6,Wakey wakey good mownin!
250,6,"On the set of Jimmy Kimmel!!! Don't care much for the guest Tony Romo
#jimmyinatx"
251,7,It's goin DOWN!! Co. Thanksgiving luncheon. Thankful for a job.
252,5,Finally got up early to run!!! #goals #faststart
253,5,Lounging before show. #betterstatecrewATX
254,14,Ready for church!
255,6,"No crying this year lol
Asked for a baby
#goodgirl"
256,8,
257,4,Book Parade @ school 2day!! Her fav book A Silly Snowy Day #shellytheturtle #homemadecostume.
258,2,
259,1,
260,51,"1st timers here!!!!
#MonsterJam #GravediggerVSWonderWoman #Texasmonstertrucks #Saturdaynightlights"
261,3,
262,9,Baking a cake for daddy :)
263,30,"Merry Christmas from Emerie & Daddy
#2016xmascheer"
264,4,Oh nooo
265,11,Emerie got 1 of only 3 good notes given out in her class 2day! #teacherspet #gettinaspecialtreat
266,55,"One for the books!
This weekend couldn't have treated me better.
Family & Friends over everything
#kidzbop #aclfest #blessed"
267,2,Gone Fishin
268,77,"Father's Day @clcaustin
#daddysgirl #faithisourstrength"
269,5,
270,2,Flex Friday!! #freakinweekend #lastdayofcleanse
271,50,"Speak the truth 😉
#daddyslillady"
272,3,Sat. Nite fun!
273,40,"2nd year in a row baby!
#kidzboplive2018"
274,61,"She loves the heck outta me 😇🤗
#wcw"
275,5,Asked for a high and tight...chic gave me a Macklemore!!! Lmao not cool
276,1,Hendricks Gin experience the unusual! !!
277,4,"Turn down for what!!?
@jbradleybowie #kidzone #chocolatewasted #nodeadbeatshere"
278,22,"Lunch thoughts
#hopelessromantic"
279,6,Hydrating @ ACL perfect weather!! #lovemycity #♡acl
280,2,Emmy lou who putting star on tree
281,12,Finally done!! Hopefully its a winner @ the work place #2nitesofwork
282,9,Let's Rodeo!!!
283,3,Made it to park!!
284,3,My view from laying under the tree at our picnic
285,9,Look who was at church!! Well his mom was...and brought the Heisman!! #hookem #60lbtrophy #facecutitoff
286,4,
287,5,Train ride
288,8,"Ready to break these bad boys in!
@mavasports
#nextlevel #firsttimerhere✋ #nomorepain"
289,4,
290,14,Nails by Daddy
291,1,Sublime!!
292,6,I don't normally buy Ranger gear... but when I do....It's for my nephews softball team im joining. #Strosbaby #73/8bighead
293,7,Dueces!
294,4,Zoo time
295,30,"Girl time, painting nails together
#oldfaithful #myloves #nailcolor"
296,1,"Breakfast w/ Santa
Minus Emerie :("
297,3,"My #WCW @megsmith13
She's kind of a big deal #nofilter"
298,6,Sick but still having a good night :)
299,1,Coffee! Coffee? ! Whats that? #Saturday #wakeupcall
300,38,"Starting the spookiest month off right!
Big girl got on all the rides except 2.
#frightfest2017😱🎃"
301,5,"Miss reading this to the lil one :( her fav book, even knows all the words while I read it."
302,8,Best present on the best day :)
303,3,1st football game in a while!!! Will b soaking 2nite lol #30yrsoldproblems
304,11,"Just some good ol boys...
Ain't meaning no harm
#touchthepole"
305,10,Friday nite with my princess
306,5,"ACL 2015 kickoff baby!
#mycity #gigapowergallery #noworkallplay"
307,24,"1st Steelers jersey EVAH! @ab
#businessisboomin #playoffs2017🏈 #herewegosteelers"
308,4,Cellus Cowboy!
309,26,"Feelin myself 2day
#birthdayeve"
310,39,"Someone can't wait for Halloween! 😂
Her black lipstick she's trying on for the 1st time.
Costume clues givin out soon"
311,8,"Saturday at the beach!!
#saltlife #myfaves"
312,8,TbT
313,48,"Late post
#rodeoaustin2018"
314,12,HMD to all who lost everything
315,4,Hot cocoa and putting up tree while xmas music is playing. ..ahhhh thank u lord ♥
316,7,Petting zoo
317,3,Warm my tortillas! #mesicanstyle
318,4,My Steelers and popcorn ahhh good Sunday
319,7,On the hunt! So serious! No messing around
320,17,"Bluebonnets out at the lake
#easterwknd #myflowerprincess"
321,14,The moms and my daughter brought me a Valentines to work! Hearing my daughter say Happy Valentine's Day daddy made my heart melt all in front of customers :)
322,4,Coloring eggs nite
323,3,Tuck and roll!
324,8,Hot CoCoa
325,5,I put up an instant Gazebo!
326,7,"Still rep my 5-8 boys
#nobandwagonhere
#blackandyellowblackandyello"
327,14,Saturday Fun! #ccthespot #daddydaughtersillypic
328,3,Chuy's 2014 parade! !
329,39,"😊See ya 2nd grade!
#daddysgirl #growinglikeaweed🌱 #schoolsoutforsummer"
330,1,Josh Abott
331,7,
332,9,New swim suit for pool! #daddyswimsuitmodel #summerfun
333,5,:( my old lady after surgery. They cut out a golf ball sized cyst. Emerie giving kisses and making Nala feel better.
334,5,She got me like....with my inhaler lol
335,2,The moms video bombed my video...ma! The meatloaf!!!!
336,4,"Mex Mart and my Spurs perrrrfect!
#popsquad #gospursgo"
337,14,"Sunday is made for water
#mysquad"
338,12,
339,3,Chuck kinda day
340,59,The 1st time we saw For King & Country in concert #goodfriday2019 #funwithmy❤️s #concertlife courtesy of @joyequallsphotography
341,14,Not a bad try
342,5,E.T. downtown Austin
343,10,Dance Class Tiiiiime :)
344,7,Fat Tue.!!!! #crawfishcrackin #ouuuui eee
345,6,Razzgary??
346,7,Special treats for us (not those special brownies)
347,8,Horsin around
348,18,Having fun at #blacklightrun
349,4,Summer fun! 1st Thursday in Dripping Springs. #toysruskid
350,10,Set go!! Egg hunt time
351,4,"Race me! I dare you. #smokedher
@megsmith13"
352,9,"Cake on your Bday. Happy Birthday to my one and only mom! I wouldn't be the man I am 2day without her love and guidance. To a beautiful, wonderful mom, gma, wife, and moat of all my ♡"
353,5,Ahhh its Friday! #nomaswork
354,9,Messy cookie baker girl
355,3,Overtime!!!
356,16,"My youngest nephew turning 10!
Nerf party 🎂🎯"
357,10,She's my whole EGGxistence :)
358,8,Good dad's get good presents!! Best gift is her :) Happy Father's Day 2015
359,5,Stop and smell the roses #masculinity
360,5,Bang Bang Bang ringing in the new year right!
361,13,"Just in the middle of town lake
Austin TX on a friday
no big deal \m/"
362,5,Playtime with my lil lady
363,3,U ever try to free style a long book to a 2 yr old? Lot harder than u think! .....maybe just as long too lol
364,10,Arrr matey!! Dressed up for guest reader at Emerie's school. She was trippin out lol
365,6,Fun Friday!! Been awhile since we been on town lake. #nofilter #♡mycity
366,4,Blacklight!!!
367,30,Superhero pose 💪
368,7,Proud daddy here ♡♡
369,14,Daddy Salon open for business.
370,10,
371,36,"Every day I am blessed by this woman.
I couldn't imagine my life without her, she taught me to love with all my heart. (even if not loved back the same) and Emerie shares the same love I have for you. Love you mom"
372,7,Heyrides!!
373,2,2 dozen chains! !!!! Happy born day
374,2,Karaoke anyone? More like story time. Or preaching? ...lol
375,5,Chucks kinda nite #shoegame #hisvshers
376,1,Sunday Funday with gma!
377,46,"So proud of Emerie and her hard work to start reading and writing
#Mynow1stgrader!
#lettertonumbergrades"
378,6,Underwater too! #Aquawoman #underthesea
379,6,Off work with baby girl
380,3,Jumpy time!
381,8,Picnic at the park :)
382,5,Got stopped by the cops...for J walkin!!! #Saturdayswag #2fly #13s
383,6,Yup
384,4,Her happy place.
385,6,Perfect day for Ice cream and playground
386,7,"Her appt. @ Daddy's Nail Salon
Book me now! Lol"
387,4,Happy New Year from me and Nala/Charli #2015
388,2,Give me yur man card
389,12,"Sunday night *Continuum*
Young adults/young at heart
be there 7pm
Tell a friend 😉"
390,4,SLIDE TO LEFFFFT SLIDE TO THE RIIIIGHT
391,1,
392,3,This girl and her long hair!
393,4,
394,1,Rodeo 2015 yes sir!
395,9,T is for Tracing @ Trudys!! And marTini lol
396,4,For 10 days....I can do it! #poopypants #6pkcoming #systemflush #healtyintestines
397,9,Beautiful girl of mine
398,7,My batgirl to the rescue!
399,5,Shes so happy when shes wit her daddy :) #sofreshnsocleanclean
400,8,Cabelas kyacks
401,6,"Happy New Year 2015!!!
From our family to yours :)"
402,5,"Monday night shenanigans
She introduced me to Trader Joe's!"
403,2,
404,4,Talib Kwaeli up front and perso
405,1,
406,8,Fresh kicks Friday!! #steppinout #swagsurfin
407,10,Im so official all i need is a whistle!
408,37,How did I create such a beautiful little girl with a big heart and a bigger personality 🤔 love her to pieces #daddysgirl #my🌎
409,15,V-day present for date
410,3,Kenny Chesney
411,6,Michelada time!!! Ahhhh
412,4,Pumpkin Princess 2014
413,2,Chuys parade
414,5,"@shinestythreads got me gameday ready!!
#steelersnation #likemypackage?"
415,5,Someone rides the bus now! Big girl status.
416,5,"Bday trip to Zoo
#feedingtheanimals"
417,8,Tacky sweaters unite!
418,3,Ruff ruff I have 2 doggies hanging out window
419,4,
420,6,We ready!! #teamneonflex
421,5,Its Saaaaaaaturday wo wooooooo
422,9,I woke up in a new....VIPER! #2014GTSCOUPE #fanggame #newtoy
423,21,"Flag football work outta the way
Sunday Sunday starts now!
Kid version"
424,7,Waiting for circus to open up!
425,3,Saturday nite yes plz
426,44,"Breakfast w/Sanata 2018
#lookupsantasaycheese #mostwonderfultimeoftheyear"
427,2,Turn up
428,1,
429,8,Clowning around in the car
430,6,
431,4,
432,3,Its 7pm...where are you??#supatx #surfboard #sunset
433,16,"Monday Vibes
Start the week off right!"
434,2,My princess
