,number_of_likes,caption
38,62,@honeybeeclay got me one of the most sentimental and meaningful gifts I've ever received. A quilt out of my college football shirts I was going to get rid of. #GoFrogs
39,17,"Like uncle, like niece. This girl has got wayyyyy too much swag. #tbt @abrown84"
40,8,"Just sent the check for our wedding venue & my FINAL letter to @honeybeerich in NY. Next week, she's back to me!"
41,50,So excited to #BlackoutTheCarter for #KSUvsTCU tonight. It's gonna be rockin' in Fort Worth #GoFrogs
42,18,Can't wait for this pretty girl to be back home. I'm pretty pathetic without her. @_brittanyclay
43,16,Just kicking it with the homie. @honeybeerich @karisa_issa
44,105,"And the angels rejoiced! Faith has always been a part of my life, but today I publicly declared that Jesus is my Lord and Savior. I feel extremely blessed to share this day with so many people I love."
45,120,Happy Mother’s Day to my beautiful Brittany. Norah and I are more grateful than we can express. Thank you for being the glue that holds everything together.
46,23,A Baylor Bear celebrating a TD with a Horned Frog. @agreen_22 #ThingsYouDontSeeEveryday
47,22,Nothing highlights my two races quite like the summer. Need to work on some fading.
48,35,#ForeverYoungWedding Congrats @jimm_young. Happy for you!
49,41,"If you're looking for a fantastic photographer, look up @natalie_rhea. She did our engagement photos, wedding, and Christmas card. Does a great job #repost"
50,54,"After an hour-long wait at the border, we finally made it to Vancouver. Not a bad view, I must say."
51,90,"Happy 30th Birthday, Mrs. Clay. Blessed to have you as my bride, the mother of our child, and friend who inspires and challenges me everyday. You deserve the world, @_brittanyclay. I hope you enjoyed your day. #ToManyMore"
52,45,Thankful for my bride.
53,14,"Just saw my dad on AMC's new show, #Showville. Unfortunately, they played him."
54,43,"Pretty surreal day. Met my new niece & nephew for the first time. Crazy, awesome feeling."
55,1,This is what my Friday nights have come to.
56,85,"TCU No. 2's, past and present. Honored to see this young man propel the legacy. #FrogFam #TCUSpringGame #Heisman2015 @t2boykin"
57,155,"Well, that escalated quickly.
@mnewhouse73, you’re the man. Thanks for hooking us up."
58,38,Quick trip visiting the old stomping grounds. This place gave me so much. #FunkyTown
59,20,Last day in Thailand. It's been real.
60,51,"Ok, so we may not have gotten the results we wanted, but it was a great day none the less. Blessed to know these folks. #WhoDey #GoFrogs"
61,30,Happy New Year from my family to yours!!! Blessed to see #2016!
62,3,@honeybeerich taking the view in
63,22,Not mad about this rainy day one bit.
64,16,Tree is up. Now we're just waiting on @karisa_issa so we can decorate this bad bay. @honeybeeclay
65,24,My wife is a boss in the kitchen.
66,1,One of those nights
67,32,Still trying to even out the tan on these feet. Slowly but surely …
68,4,"@honeybeerich was not a fan of my enthusiasm for Mustache May. With that being said, reminiscing to some Boyz II Men."
69,23,No presents under the tree means the sleigh is loaded and ready to go! Ready to enjoy Christmas with the family.
70,5,"At home and I found this gem with all my old stuff. Yes, that's T-Mac."
71,4,This is my Saturday night with my nephew. Don't know what this is? We can't be friends
72,106,Happy Mother’s Day to my best friend. Norah and I couldn’t be any luckier to have you. Thank you for all you do for our family.
73,24,"With the final AP Poll coming out today, I feel it's only right to point out we're on top (again). #StateChamps #GoFrogs"
74,27,@honeybeerich's face when she found out we had to rappel down 50 ft from a tree. 😂😂😂
75,5,Said dress shoes
76,34,"Awesome time in #NYC with the #squad. Thanks, @mnewhouse73. Until next time…

#marshallnotpictured
Photo credit: @_brittanyclay"
77,38,"""…and they goin' gorillas. Huh!""
#Paris #EiffelTower #cliché"
78,106,"It’s crazy to think about how fast this year has gone by. I can’t believe my baby girl is already ONE today. She surprises and makes me proud everyday. It’s been a whirlwind, but her smile more than makes up for all the sleepless nights. Happy Birthday to my Norah. I love you more than you’ll ever know."
79,20,Beautiful day in #SoCal
80,19,It's things like this that make coming home the best part of the day.
81,13,Great night out in #ATX. Glad @honeybeeclay dragged me out of the house.
82,30,"Nothing like trolling my students. Thanks, #SteveHarvey. #teacherlife"
83,3,"Burberry watch w/ ""Curtis Burrhus-clay, M. Ed"" engraved for graduation. @honeybeerich is too much!"
84,97,"It's hard to believe this little girl is already 3 months old. I go back to work tomorrow, but I'm grateful for all the time I've had to spend with her and Britt this summer. She can be a handful, but I'm so thankful for this blessing. You are loved, Norah Ann. 📷: @jacob_kirkpatrick & @calliekirk"
85,15,Everybody’s gotta eat! Awesome vibe in here. #BluetopiaNYC
86,13,"Breaking in the KD's, compliments of @drewhasdr3ads. Thanks for buying the wrong size shoes."
87,37,Feeling really grown up right now. First car purchase! Teamwork makes the dream work. @honeybeeclay
88,14,Just wait until Nas step out here! It's gonna get rowdy. #SXSW
89,29,Me contemplating if I'm really about this step life. #Bangkok #Thailand
90,47,"It’s been a Good Friday, indeed."
91,17,"Oh, yeah. I'm definitely in Paris now. #GoSpursGo"
92,39,Curtis Clay BOBBLEHEAD!!! @honeybeerich is too much. Best V-Day gift ever. Had me rolling
93,23,The Suite Life. #marshallnotpictured
94,38,"My wife is A1, top-notch UNREAL. She went all out with the steak and lobster tail. @honeybeeclay, my wife & beautiful valentine."
95,64,Halloween 2014 but we partied like it's 1999. #PurpleRain
96,39,"""Watching"" a movie with bae. She can't hang. Lol"
97,8,Not bad seats. Not bad at all! #MoontowerComedyFest
98,3,#BatFest2012
99,14,Time to go to work! Coaches report tomorrow. #GoViks
100,26,Just another day in the life of a coach.
101,21,When you FaceTime your niece and she's not feeling it. #SideEye
102,164,"In 2013, I made a commitment to the girl of my dreams. This May, I get to have another one. BABY GIRL is on the way.
I'm beyond blessed to share my life with @_brittanyclay and excited that we get to share in another one. Thank you to everyone for your love and prayers."
103,27,#tbt looking like a baby Pelé.
104,26,"These games are getting so crazy! I, literally, uploaded my own face into a video game. #FIFA14"
105,47,"Had an absolutely wonderful day celebrating our one-year anniversary. Feel like I hit the jackpot. I'm blessed beyond measure. To many, many more years with my beautiful bride, @_brittanyclay ."
106,35,Arc de Triomphe with this beautiful woman. #Paris
107,42,First night in Barcelona was a success. Buenas noches. Hasta mañana.
108,89,"Not my typical post, but this sunset is just unreal. Too beautiful not to share. Literally had to stop and thank God.
#nofilter"
109,1,Disappointed he doesn't have the fro out. ?uest
110,4,"good kid, m.A.A.d city last night in Austin."
111,89,"Happy Birthday, Mrs. Clay!!! Excited and blessed as ever to celebrate another year with you. You're the best part of my day, everyday. Thank you for loving me, choosing me, and challenging me to be my best me. Here's to many, many more!"
112,7,@allen_stone LIVE. Be jealous.
113,15,Reaping the rewards of my wife's power moves. Friday night standup time! #PattonOswalt #PeteHolmes #TJMiller
114,43,"A big birthday shout out to the big homie, @mnewhouse74. An awesome friend and even better person."
115,92,"Happy Mother's Day to the love of my life. Two weeks ago, she gave me the greatest gift of fatherhood when she delivered Norah. I've never been more in awe of a person than at that moment. I'm proud and honored to enjoy parenthood with this woman. Enjoy your day, Beautiful, and cheers to many more!"
116,36,Running these London streets like Jason Bourne.
117,27,"Hello, Florence."
118,12,"Greetings from #Ruidoso, NM. Not a bad Saturday with the family."
119,15,I'm pretty sure that's not a regulation track. Where dey do dat at? You guessed it... #Thailand
120,41,"In NYC for my beautiful wife's 26th birthday, so you know I gotta get all GQ on 'em. @honeybeeclay"
121,42,"Our obsession with Breaking Bad just went to another level. Thanks, @honeybeeclay."
122,85,"Good beer, better people."
123,117,Sunday Funday
124,38,"Enjoying Austin, Texas with my beautiful bride. Amazing night in the ATX. #BluesOnTheGreen"
125,4,When isn't a good day to throw on the All Stars?
126,51,"Hard to believe we're already celebrating THREE YEARS today! Happy Anniversary to my ride-or-die, my best friend, my bride. I love you, @_brittanyclay, and I'm blessed to have you."
127,48,"Baby girl came out to practice and helped my relay teams get their marks.
#DaddyDayCare
#TakeYourKidToWorkDay"
128,18,"S/o to @davidthinton as he sets out on 6 days in the wilderness for AF training. Fully expect him to look like Michael Scott on the ""Survivor Man"" episode."
129,31,This would definitely be the cover if I put out an easy listening album.
130,10,Am I in Austin or Miami?
131,45,".@adalton14 is the man! Broke my wedding ring last week & he sent me my very own rubber ring. Thanks, brotha. #WhoDey"
132,170,The love of my life delivered me the greatest gift she ever could this morning. Norah Ann Clay arrived at 7 pounds 12 ounces. Both mom and baby are healthy. Praise God!
133,53,"Two years ago, I married the woman of my dreams. Happy anniversary, @_brittanyclay. Already so many memories and we're just getting started."
134,4,Pic by @honeybeerich. Cat is smooth knocked out!
135,29,When ol' buddy's look is saying what everyone was thinking…#BoyWhyYouWearingThatHat.
136,91,"After a long day of traveling, Norah seems perfectly content in Uncle Marshall's arms."
137,52,"Even in Charleston, SC, the Frogs are well-represented. #GoFrogs #BleedPurple @TCU"
138,63,"Someone got punked by swim class. 😂 I ain’t mad about it, though."
139,17,Circuit of the Americas for the Mumford concert. Stage is in the middle of race track. Awesome venue.
140,9,Having a celebratory cigar with my fiancée on the bay.
141,33,Today was a good day. ¡La playa mañana!
142,61,I think @t2boykin's reaction to that hit just became a meme.
143,11,Great day for a jog in the #ATX
144,4,Halloween 2009
145,100,"Has it really been six years?!? Wedding day still feels like yesterday.
Thankful to do life with this special, beautiful woman. Happy Anniversary to my love."
146,133,"New threads, same passion."
147,25,This made my whole day. I'm blessed to work in a profession I love.
148,39,"On another note, I'm out here in these Paris streets feeling reaaaaal GQ."
149,137,"Never been real big on selfies, but I am poolside with the homie! Can't wait 'till she's old enough to swim with Dad."
150,19,"WAIT! All y'all need to see @_brittanyclay's doppelgänger. Doesn't matter that she's a 12-year old, German girl. They are same. Y'all should've seen how this girl was STARING at Brittany's braids with intrigue, envy, and admiration all at the same time. 😂😂😂"
151,25,"Yeah, my classroom is a little different than most."
152,83,"This is EASILY my current favorite photo, and it might even be on my all-time list. I love these ladies."
153,32,"@honeybeeclay isn't home, so this is my life."
154,3,"I'm pretty laid back, but someone would've caught a beatdown."
155,4,I'm vibing hard right now. Nice album. All the recognition and Big Boi is still underrated.
156,21,Watch the Throne. #BuckinghamPalace
157,34,Always good to see this face on national TV. #GoFrogs
158,25,All my peeps. So awesome to be surrounded by so many friends. #TheClayWedding
159,58,DM if you’re interested in putting in some EXTRA WORK! #ATXFootball #WideReceiver #Training
160,2,Six to Midnight…
161,13,My fifth time in NYC but my first time seeing MSG. It snuck up on me.
162,25,"Beautiful night at the park in Austin, TX! Watching Jurassic Park with @honeybeeclay."
163,46,This just got me pretty pumped!
164,29,"In addition to our forthcoming trip to Europe, @honeybeeclay got an awesome anniversary gift for the both of us. She knows my heart. #GoFrogs"
165,25,#tbt A Kid Named Slick Back
166,6,Great night at the ballpark.
167,27,Sometimes I gotta remind these boys…
168,31,Just coolin it at Southwark Cathedral with my bride.
169,3,California sunshine with @honeybeerich
170,10,"Me being all judgmental, pretending to know what I'm looking at."
171,10,The beautiful @honeybeerich
172,13,I love #ATX.
173,53,Adele absolutely killed it. She's on another level. My 2015 Christmas gift from @_brittanyclay was definitely worth the wait.
174,3,Soundtrack to my run @Suite709
175,17,"Yeah, I'm pretty much a sophisticated art expert now. #YEET"
176,51,Ready to load the sleigh tomorrow and go see the family! #MerryChristmas
177,48,Halloween foolishness. Great idea by @_brittanyclay. #hotlinebling
178,22,"Amazing #Mumford concert. I can't even pick a favorite song. Wish @honeybeerich was here with me, but glad she's having fun in NYC"
179,37,This bad boy is about to make a one-way trip to Paris. #LocksOfLove
180,50,Crossing rivers like a boss. #CostaRica #KCCO
181,18,It went down at the Color Run! Had a great time. #Happiest5K #ATX
182,6,Tecmo Super Bowl. I still got it!
183,25,"In the past week, I've received gifts from two awesome friends. This time, it was @mnewhouse74. Thanks, big homie."
184,5,"Not a bad seat. Thanks, Big Jeff. @j_olson62 @pryncedgarza"
185,38,So nice to finally meet @jacob_kirkpatrick & @calliekirk's little one. He's one happy baby.
186,44,"Baby girl fell asleep before the Grand Prix.
#eastonparkatx"
187,27,One of my favorite places in the entire city. #WashingtonSquare
188,27,"Boy, we're for real about to be the ""black sheep"" on this flight. I'm bout to go into full Chris Tucker-Rush Hour 2-mode. See y'all in 14 hours. #GodBless & #GoFrogs"
189,32,Is it December yet?
190,3,"Not a bad start to Cali. Three more hours until I pick @honeybeerich up, then it'll be perfect."
191,2,Peep the Tecate in preparation for Cinco de Mayo. We're emerging ourselves in the culture. @honeybeerich
