,number_of_likes,caption
89,15,Game night with the family.
90,62,I’ve been blessed to come to @passion268 conferences for the past 10 years. Every year God outdoes himself and the same can be said for this year. Wow!!
91,9,Addicting.
92,57,Love being able to FaceTime with sweet Harlow. Uncle CC loves you! #harlow_quinn @mrsjamiearnold @jarnold914
93,14,Ranger game with grandma!
94,70,"What an incredible last three days it has been. I’ve attended the Passion Conference the last ten years. I had always wanted to serve at the conference so this year I got to do just that! What an incredible experience and honor it was being a Door Holder and being able to pour into the young adults as they entered The Theater at Grand Prairie, not only welcoming them into the building, but to pray and speak into their lives. The people on the Touch Concourse Team have a special place in my heart. Can’t wait to serve again at #Passion2020! We are headed to the @mercedesbenzstadium in Atlanta December 31 - January 2! #doorholder #passion2019"
95,15,Happy birthday to this lady! So grateful and blessed to call her my friend. She goes above and beyond and loves me like her own son. @mommaleatherwood
96,8,A sweet treat from an agent. #justwhatineeded
97,38,Pastor @brandongreen08 killed it tonight at @nowcamps. #reellife #lightscameraaction #nowkidscamp
98,22,Best brothers there are! #blessed
99,23,The ups to being single is we get to fix our own plate. The rest of the family was served by their spouse. #yaysinglelife life #anderswedding
100,101,The past few days have been just what the soul needed. Meeting #grayson_joey and spending time with #harlow_quinn has done Uncle CC’s heart good. Loved being able to spend time with @jarnold914 and @mrsjamiearnold too! #family
101,20,Raymond brought a powerful word tonight @continuumministries. #thebeginning
102,9,Driving the church bus! #dreamsdocometrue #mondaylunch
103,1,@mebaner got lucky this time!
104,15,@sydneywrightmusic killing it at #thesaltlickbbq #goodfood #goodcompany #cbu
105,16,Great kickoff service tonight for dnow weekend. #band #dnow #follower
106,15,What a great day it has been with these people!! #surprisevisit #jumpstreet #estersfollies #golfsmith @mommaleatherwood @mleatherwood3 @jake_leatherwood
107,26,Beyond excited for these two! #engaged #brother #sisterinlawtobe
108,8,Moving on up. #duelmonitors #work
109,8,#passion2014 great first night. #thereisnothingthatcanseperatemefromyourlove #woeisme
110,13,@sydneywrightmusic doing her thing again! #spiderhouseballroom
111,5,Great night in Roby Tx worshipping Jesus! #jeremycamp
112,58,Annual grandma/grandson Ranger game. Love taking the Rangers #1 fan to the ballpark! #christmasinjuly #texasrangers #rangerswon
113,13,Miss this kid. @jake_leatherwood @mommaleatherwood #c40
114,26,"Want to lead a LifeGroup this semester? Whatever you love - running, cooking, studying the Word, drinking coffee, painting, basketball, you name it - you can do it! It's one of the quickest ways to get connected in real, life-giving community. Don't miss LifeGroup Leader Training this Sunday during all three services to learn how simple it is to lead a group. We can't wait to see what God does in our lives through great friendships this fall. Sign up online at clcaustin.com/leader or click the link in the bio! #clclifegroups @clcaustin"
115,11,It doesn't seem possible for @rba2014 to he starting his senior year today. So proud of you and the way you live your life. I'm amazed at the man of God that you are and super excited to see what He is going to do in your life. Love you!
116,49,This dude did so good today! 📷: @jacidj
117,19,It's beginning to look a lot like Christmas. #loveChristmas #lights #decorations #peace #joy #allaboutJesus #toobadidonthaveayard
118,10,Spoiled much?!
119,12,"Commissioning service for August Church, Midtown Church, and River Rock Bible Church."
120,65,Today is this little turkey's birthday. Wow how one year has flown by. She has the best expressions and an ever changing personality! Harlow Quinn Uncle CC loves you so much! #harlow_quinn
121,7,I'm gonna miss this kid! #MOPS
122,16,Hanging with Delaney! #dogsitting #meetsmeatthedoorwithhertailwagging
123,17,While playing spoons... @mleatherwood3 #thenewlook
124,23,Nothing like sitting outside at home in Snyder as the day starts.
125,12,Hello view out my bedroom and living room! #residentofaustintexas #movedin
126,5,In it to end it! ❌ #enditmovement #27million
127,10,Caught me teaching with my arms. #paperlesstrainingtheofficemanagers #cbur #skyslope
128,1,"Hung, focused, and gelled lights today for West Side Story. I'm just gonna say the actors are going to be looking pretty good! #somanylights"
129,17,Super proud of the man this guy has become. Hard to believe he walks across the stage tonight and receives his high school diploma. So excited to see where God is going to take you. @rba2014 #graduation #senior2014 #littlebrother
130,13,#latergram #lakelbj #kingsland #takemeback #viewfromtheporch #family #boatandjetski #vacation
131,1,And the editing begins. #C40video #latenight
132,15,Jack Jack.
133,85,Quick get away trip to refresh before things get crazy! First time in Vegas and have thoroughly enjoyed spending it with some of the best people I get to do life with on a daily basis! @blake_kelch @elishakelch @jacidj @reidwjohnson
134,14,Look who I found! #stateoneact #littlebro @rba2014 #basshall #3AAA
135,7,Day 2 of the 24 day challenge! #fiberdrink #advocare
136,13,Late nite baking for our office manager meeting and office Christmas party tomorrow! #tistheseasontobake #cheerycreamcheesepie #chocolatebutterscotchbars
137,23,You are the salt and light of the earth. Let your light shine. #shinebright
138,21,#arnoldpartyoftwo @rba2014
139,7,Not the best way to start off a work day. #systemrepair #technology #gottaloveit
140,9,What a way to bring a smile to your face!
141,10,Duties this weekend!!! #c40 #overcome
142,61,Pastor in training. @jacidj
143,25,Happy 20th birthday @rba2014! So excited to see where God is going to take you. So thankful for you. Love you!! #nolongerateenager
144,7,So glad ray ray came to visit this weekend. #missedthisbud #needstomovetoatx #hisweaknessiswhite
145,68,"From sharing the womb, to potty training at the same time and sharing a room for 18 years, there is no one else I'd rather share my birthday with. Happy birthday @jarnold914! #twins"
146,19,Eugene. #memoriesfromthejuniorhighmusical #yesiwasthenerd #greaselive
147,18,Great show tonight @sydneywrightmusic and @a_verey_specialperson!
148,48,Night 1 of kids camp with @clcaustin kids was great! Ready for day 2!! #butfirstsleep
149,12,Being home and seeing your families last 3 years of Christmas cards up on the board. #home #nixsauto #smalltown #oilchange
150,63,What an incredible night one of @christianlifestudents retreat! God showed up in a powerful way. Cannot wait to see what He has in store for tomorrow!! #clsretreat19
151,4,Dan's Hamburgers. Can't go wrong with that! @chickenchick05
152,19,#passion2014 @rba2014 #hisfirsttime
153,37,What a night!! Summer Blast has been incredible the past 2 days! Excited to celebrate baptisms in the morning!!! Honored to serve alongside @brandongreen08 and @karashleyg.
154,7,What a great birthday! Showed up to the office with decorations all over my desk. Plus a plant from my family. Then was surprised with a home cooked meal for lunch by the agents and a signed card! #blessedtoworkforcoldwellbankerunitedrealtors #24
155,33,There is always the expectation for God to show up the last night of camp and what a move of God we had tonight. Wow. An incredible word from @mikey_faulkner on the Holy Spirit. Now Kids Camp has been incredible. Kids lives have been changed! #nowkidscamp
156,21,iFly indoor skydiving! So fun.
157,2,This book is really tearing me up.
158,5,Had 28 students at Monday lunch today and 10 adults! #tamingthetongue #hammacandcheese #cobbler
159,25,@jarnold914 is a married man!!! #arnoldpartyoftwo
160,80,What a year! #2017bestnine
161,9,Just installing Previews signs in the dark! #nobigdeal
162,49,Happy birthday @rba2014. Loved hanging out with you these past few days.
163,4,Great are You Lord.
164,5,@rba2014 playing tennis! #regionals #tigertennis
165,13,Happy Birthday @rba2014! Can't believe you're 17 and going to be a senior! Love you. #littlebro
166,56,So much fun! If you’re in Austin you need to go to @urbanaxes. Great way to get some frustration out! Plus friendly competition! #funwithfriends #urbanaxesaustin
167,49,This girl turns 2 today!!! Happy birthday Harlow Quinn! Uncle CC loves you! #harlow_quinn
168,13,Happy Birthday @rba2014! So proud of the man you are. Excited to see what is in store for you. #thebig18 #littlebro
169,32,Wow. What a night at Now Kids Camp. #youaremorethanenough
170,89,So proud of the little brother @rba2014. I have loved seeing him grow as a performer and singer. Hard to believe he graduates in May from @hsutx. He’s the best Shrek I know!!
171,12,Headed home! #arnoldpartyoftwo #weddingweekend #itshere @jarnold914 @courtneycol323
172,20,Quick Goodwin wedding selfie. #goodwinpartyoftwo #mycheecksaresorefromsmiling #groomsman
173,9,Wicked!!! #broadwayinaustin #wicked @chickenchick05
174,16,Today is the day @jarnold914 says I do! It's also the day we finally gain a sister @courtneycol323! #arnoldpartyoftwo #excited
175,18,There is always someone happy to see you. #tailneverstopswagging
176,66,"Even though it was a super quick trip, loved getting to spend time with #harlow_quinn and the family! #unclecc"
177,17,Super excited to spend the rest of the week with these guys! @jarnold914 @courtneycol323 #hurryupwednesdaynight
178,14,I ran/walked 3.466 @CharityMiles for @autismspeaks! #300mileshereicome #jogsforjack
179,4,How I've missed you! #piano #love #passion
180,20,Crazy how fast 1 year has flown! Happy Anniversary @jarnold914 @mrsjamiearnold. #oneyear #arnoldpartyoftwo photocred:saraandrockyphotography
181,5,Your grace finds me no matter where I am.
182,6,Will probably regret this later! #sogood #greasy #latenightsupper #cheeseburger #onionrings #homemaderanch #chocolateshake
183,19,It's a boots kind of day.
184,11,#passion2014
185,5,"Deliciousness! Supper cooked by @abby_bridges, Matt Bridges and @chickenchick05 #brisket #greenbeancasserole #nanahscorn #browngravy #goodtimes #yeahyeah"
186,15,Not a bad view for the night. #theoasis
187,72,Today we celebrated Grayson turning one! Nothing better than being able to surprise the family and spend a day with them. #unclecc
188,8,I love this kid!
189,6,Great turn out for See You At The Pole at the Junior High! #takingastandforChrist
190,15,Excited to see and hang out with this guy this week! #littlebro #ATX #stateoneact #basshall #ut @rba2014
191,4,Grilling burgers for Monday lunch!
192,40,Sweet snuggles with #judahbeaukelch.
193,12,It's a potato soup kind of night! #pioneerwomanrecipe #baconcookedonthestove
194,9,Excited @chickenchick05 is here for the weekend. Already had fun tonight. Can't wait for the rest of the weekend!! #officechristmasparty #chuys #nightowls #stubbs
195,14,Today is this guys 6th birthday. So hard to believe. Seems like just yesterday I was babysitting you for the first time at 6 weeks old. Happy birthday Xach!
196,11,Showing the little bro ATX! @rba2014 #pennybackerbridge
197,10,While shredding papers at work I came across this. #thepaperthatstarteditall #coverletter #coldwellbanker #assistantofficemanager #officemanager #whatayear
198,5,Go follow @jogsforjack and bid on the auction items to help get Jack a communication device! Auction is over at 6PM June 7. #autism #instasale #sweetboy
199,5,Lecrae
200,42,The things you do to keep the kids happy during LifeGroup! Love these kiddos and the people in our LifeGroup!
201,14,So glad I got to see mom and her students before they left ATX to go back home after their workshop. #mom #threadgills
202,8,Westlake Relay For Life! Great time with Team United! #coworkers #walkingforcancer #coldwellbankerunitedrealtors
203,4,Rehearsal with lights! Finally!
204,15,It's been a while! #chocolatecake #fromscratch #forwork
205,11,Not a bad view. #campeagle #eaglerock #missouri #vacation #churchcamp #rest
206,6,One spoiled dog.
207,18,Great time tonight celebrating this guy! #arnoldpartyoftwo @jarnold914 #brother #bachelorparty
208,12,Always cool to see your name come up on the screen. #piano #gift #passion @j_holt16
209,15,Hard to believe this little guy is 5 today. Happy birthday Xach! #littlebuddy @jacidj
210,8,Just hanging out with Delany. #ishouldgetadog
211,127,"April 1, 2005 @reidwjohnson became my youth pastor @colonialhill. I was introduced to him as the person that had just spilled lemonade on a projector. 🤦🏼‍♂️ Who knew I would become his right hand guy in ministry. From being an intern my senior year in high school, to helping lead Takhamasak (the college ministry), to driving back and forth from Abilene every Wednesday and weekends to help with the youth group, to becoming his Assistant Youth Pastor, to moving to Austin to help plant a church and to serving alongside him @christianlifeaustin. These past 14 years have been incredible getting to do life with him and @jacidj. When Xach was seven weeks old, they let an 19 year old babysit him (the first person outside of their family). I have no idea what they were thinking! We became family. Getting to have a front row seat to seeing what marriage was like, to seeing them raise two of the greatest boys, to seeing the highs and lows, to them having an ear to listen and speaking life into me has been a complete joy. This past Sunday, Reid preached his first message @colonialhill as their Senior Pastor. He was made for that. I cannot wait to see all that God does at Colonial Hill. These past 14 years have been the best. I can’t wait to see what’s to come."
212,8,Trail of lights with the boys. @chickenchick05 @stephaniefaye2
213,5,@chickenchick05 #silentnight #thegrovechurch #atx
214,13,Baking always fixes frustrations! #oreodelight #oreos #creamcheese #coolwhip #chocolatepudding #poweredsugar #delicious
215,12,Remembering #passion2013 today. #Enditmovementpicture Excited for #passion2014 in Houston! #letthefuturebegin
216,43,No sight like it.
217,10,The beautiful bride. @kirstie_d_d
218,7,It's back!! #serialpodcast #season2
219,20,No one said you had to be married and have kids to learn about how to be intentional in parenting. Great conference at @clcaustin this weekend with @dougfields. #intentionalparenting #clcaustin
220,1,This is what happens when you say you will have a birthday cake at the dodgeball game tomorrow night. You get reminded by the birthday girl herself (even though her birthday isn't until Wednesday!) @Taylor_Laine21
221,6,Spurs game!
222,2,Lucy's Fried Chicken #frieddevileggs
223,117,What a fun night! I had no clue a surprise birthday party was being thrown for me tonight. I was under the impression we were going out of town for a quick trip but needed to stop by and help @brandon.green_ move a sectional.. little did I know that was not the case... that @faithandfuel is a tricky one! Couldn’t imagine celebrating turning 30 (officially on Tuesday) with anyone other than these people who are family. Thanks for taking the time to make tonight a special one! #30
224,5,First Trailer Food Park experience! #delicious #tacos #atx
225,9,"Our office participated tonight in the Relay for Life in Westlake. Being able to partake in the Luminary ceremony will forever be a memory. Walking around the track in silence while Amazing Grace was played on a bagpipe brought tears to my eyes as I looked at each luminary and saw the loved ones that had either lost their battle, are currently fighting or are a survivor. I love and miss you Gramps and Uncle Gene."
226,13,I was reminded of God's beauty tonight as I drove through the county roads.
227,2,Favorite hymn!
228,33,Friday Night Lights! Loved seeing some of CLC's youth in action! Way to go @jogo723 and @brand.canyon. And the company wasn't too bad either! #bowiehighschool #bowiecheer #bowieband
229,27,Made my night. #seriously #lovehim #misshim #littlebro @rba2014
230,11,I get to my apartment and was greeted by this! #batman #xach #loveit #birthday @jacidj
231,37,Sweet Harlow I can't wait to see you. #unclestatus #2weeks #andseeyourparents
232,10,New mercies every day.
233,6,Light show at Mozart's. #Christmas
234,6,Great morning on the lake! @abby_bridges @chickenchick05
235,18,@rba2014 moves to @hsutx today!! Hard to believe you're a freshman in college. Enjoy your time at HSU. It will be 4 of the best years of your life! #littlebro #goingtocollege #fish #hsu
236,5,Glad we got to hang out tonight. @bradreston @kirstie_d_r is a monster killer. #movetoaustin
237,13,2 different types of cookies delivered to the office today! YES!!!
238,11,When all you want is a treat. #Delaney #thiswentonfor90seconds #latergram
239,11,Happy birthday Xach! Hard to believe you are 7! #wherehastimegone #flownby
240,4,Enjoying the rain while at lunch!
241,15,Waiting to see @rba2014 in Bullies @hsutx #worldpremire #musical #bullies #littlebro
242,81,"I am in awe of all the God did this weekend @christianlifeaustin. 32 weeks ago a vision and dream was born, to bring the Freedom group curriculum and Freedom Conference to CLC. This weekend the vision and dream became a reality. I can’t thank my host team enough for all the work they put into making this happen. From speaking, ushering, stuffing bags, making food, setting up and tearing down, you amaze me with your heart and passion for everyone else to experience the Freedom that we found 20 weeks ago. I’m so excited that from the 14 that attended the conference down @lifechurchhtx this past December, 118 attended this past weekend at CLC. Freedom and deliverance took place! Thank you prayer team from @lifechurchhtx for spending your weekend with us and pouring into our people when you have your very own Freedom Conference this next weekend. I cannot wait to see the future of freedom groups at CLC! Every single person needs to be a part of a freedom group! Freedom Groups will launch in September! #freedom #freedomgroups #freedomconference #freedomconf19"
243,13,First time since 2008 I'm not at @passion268. Thankful for the live stream! #thisiswhathappenswhenyouarenolonger18-25.
244,4,#Passion2014
245,14,What a great morning at The Grove!
246,7,Blessed to get encouraging prayer text messages for a job interview! @sarahdanae83 @barbaraleatherwood
247,10,Love this 🐳! #instalessmegan @mommaleatherwood #c40
248,8,August Church charter service. @chickenchick05 and @caseybarnold leading worship.
249,13,Back seat buddy. He is out of it!
250,27,What a fun night with friends! @anngreengonzales @fredgonzales @mag564 @jogo723
251,34,"#Repost @clcaustin with @get_repost
・・・
LifeGroup sign-ups start TODAY! Join us in the gym after all 3 services to browse all the different groups offered, sign-up + get some yummy DONUTS! Don't do life alone!"
252,61,There’s no one like you. Happy Mother’s Day @diane4371. God knew exactly who I needed as my mom. You’re the best!!
253,26,There aren't many people we would get up at 5:30 for on a Saturday morning for a graduation! Congratulations @mrsjamiearnold! #sister #texastech #drarnold
254,10,I need to go meet the neighbors that just got a Steinway! #illbeyourbestfriend #pianoheaven #amazingtouch
255,12,Hanging out with Jack this morning!
256,12,Having fun with the boys! #mylittlebuddies
257,13,@sydneywrightmusic doing her thing! Great night with coworkers and friends. #neighborsforlife #atx #music #songwriter #strangebrew
258,13,What a dork. #littlebrother #snapchat #lovehim #hesinnewyork @rba2014
259,5,Yum chocolate! @mebaner @bmebane
260,2,Best boneless chicken wings ever! Pluckers in Austin you can bet I'll be back! #greatweekendwiththejohnsons
261,76,What a joy it has been to have my parents here in ATX the last 5 days. God blessed me tremendously when he made them my parents. I cannot thank them enough for the huge help them have been. Absolutely love them.
262,24,I love facetiming with @rba2014 and taking screenshots when he has no clue! #littlebro #lovehim
263,3,Showing off her trophy! @mebaner
264,78,f a m i l y
265,16,24 Day Challenge with Advocare! Before and after shots. This is just the beginning! Reid lost 27 pounds and 22 inches. Casey lost 20.8 pounds and 12 inches. #itworks #ibelieve
266,5,Fun night with the little bro! #gourdoughs #dirtysouth #grandmaschickenanddumplings #chickenfry #donut #cooltables @rba2014
267,3,Hitting that tennis ball!
268,16,#nationalsiblingday #bestbrothersthereare @rba2014 @jarnold914
269,7,Jimmy John's brought complimentary sandwiches to the office today. #freelunch
270,12,Beautiful day in Austin. #atx #zilkerpark #skyline #flagfootball
271,31,Perfect night to grill.
272,5,The Word of God is so refreshing.
273,2,So nice getting away from phone service. Great time at the lake!
274,19,Hung out with this kid tonight. #lovehim
275,4,Tree 1 cut down! #grandmas #easttexas #familyreunion @rba2014 @jarnold914 @courtneycol323
276,20,Class of 2007. #arnoldpartyoftwo
277,11,Sometimes you just need to sit still and enjoy the silence.
278,10,Passion 2013!
279,4,Watching the rain.
280,8,Love this girl! @recoveringingod #c40
281,17,Beautiful day at Zilker Park. #ATX #downtown #flagfootball #zilker
282,5,#besttitleever
283,11,Morton Indians Friday Night Lights #coacharnold #goindians
284,51,Ready for night 2! Love these people. #passion2017 @mleatherwood3 @elishakelch @blake_kelch
285,9,What a rough life! #Delaney
286,13,@realestatechefatx brought pocket pies to the office today. #delicious #cherry #blueberry #sweetpotatoe #cbu
287,15,Super excited to be a part of @clcimage The Image band and youth ministry. #behindthekeysagain #feelslikehome
288,40,Loved getting to surprise this guy tonight! Great job @rba2014. #hsutheatre #hardinsimmons #macbeth
289,39,Incredible day two of serving the people of the greater Houston area. Today we completely tore the Sheetrock out of a house then headed over to a wearhouse to load and unload supplies. Thank you for all of your donations as they are going out to the people who truly need it. Thank you @gracechurchlive for all of your work in serving your community and for allowing @clcaustin to partner with you. It has truly been a joy. #rescuerecoverrebuild
290,18,Great morning in #clckids. @mag564 @jogo723 @annabethbarnett
291,13,Thank you @realestatechefatx for the lottery tickets and @roxanneescobedo for the Tiff's Treats! Blessed to work with these great agents! #administrativeprofessionalsday #thankyou #staffforrealtors #cbuwestlake
292,40,Bachelor party for @cmsuarezv. #therange #k1speed
293,5,Watching the little bro play tennis!
294,3,Hello exegesis!
295,11,Good bye West Texas! See ya next time. #home #family
296,5,Mrs. Kathy's peach dumpling. #alittletasteofheaven
297,12,Sound and Cinema. #longcenter #downtown #skyline
298,15,Winter BBQ baked chicken. #24daychallenge #bestmealyet
299,5,Playing Candy Land!
300,7,Great first night at #revealkids15. Looking forward to tomorrow! #clckids #h>m
301,26,Never tasted better! #itsback #bluebell #benefittolivinginatx #dinner
302,29,I'm gonna have a niece!!!! #unclecasey #shewillbespoiled
303,75,Adventures with #harlow_quinn.
304,11,I'm ever amazed at your beauty going down these county roads.
305,11,There's just something about those windmills!
306,9,Supporting the little bro! @rba2014
307,7,Just some rain to set church up in!
308,43,"This Freedom Group! Who knew last semester during LifeGroups, this group would truly become family. Loved hanging out with you today! Tomorrow our spring semester of LifeGroups opens up! Registration will take place in the Chapel after each service! Join a LifeGroup this semester. You won’t regret it!!"
309,60,It's been ten years since graduating high school and had a great turn out for our 10 year reunion tonight. #classof2007 #snyderhighschool
310,15,Goodbye cotton fields and wind turbines. So glad I got to be apart of an incredible weekend!
311,13,So good! #caniruntheproduction #wicked #broadwayinaustin
312,9,Nature trail with the parents! #home #walking #momanddad
313,12,Looked over at my tree and was surprised by a new ornament! Thank you so much Xach Johnson! I love it! @jacidj
314,15,Ready to see this guy in a week! @rba2014 #districtoneact
315,9,#SXSW #thousandsofpeople #6thstreet
316,6,Keeping Jude and Lilly! Watching and dancing to Yo Gabba Gabba! @ndoland @tonydoland
317,17,Not a bad sight to wake up too! #revealkids15 #clckids #campcopass
318,4,Night with the brother. #congressbridge #bats #capital #universityoftexas #amysicecream
319,10,#passion2014 #enditmovement @rba2014 @mommaleatherwood
