,number_of_likes,caption
79,103,Missing CO right about now
80,141,
81,120,Yesterday was fun ✌🏼️
82,151,
83,115,I PROMise to love you always and forever 💜
84,118,When the ocean was my paradise ☀️
85,110,She loves me even when I wear children's bathing suits 💕
86,116,Sometimes I'm a #foodie
87,130,xoxo - gossip girl
88,118,Counting down the days 👋🏼
89,171,"It’s all about, it’s all about the cliiiiiiiiiiiiiiiiimb #mileyorhannah"
90,232,Can I live here forever?? 💙
91,180,GRL PWR 💪🏼💕 #hbdmom
92,115,Runnin' through the 6 with my woes ✋🏼
93,183,Spain knows how to keep me smiling 🌼
94,180,Starting our new year off right! 💕
95,136,Happy Sunday 💗
96,190,Couldn't have asked for a better date to formal on my birthday ❤️
97,147,"Beaches, braids, and bae 🌴💙"
98,128,We got a groovy kind of love...💛 happy birthday b 🧡 you’re the best ❤️
99,135,I live my best life at the beach 💗
100,140,Reminiscing on the best concert of my life 💫🎉✨ #adventuresofkeshaandmacklemore
101,177,Happy 21st birthday to my BFF of 13 years! You are the bestest sister and I love you so much! I am so blessed to have been so close to you for so many years! Here’s to 13 more! ❤️
102,165,We’re counting down the days ‘til Christmas break! 🌟🎄💗
103,98,☁️ days make me miss these ☀️ days
104,110,Happy birthday to my day one 🔞 I love you girl!
105,179,Finding myself in Spain 🌻
106,203,2 mythical creatures + a giraffe #happyhalloween
107,177,Smiled through the chaos of getting lost in Purgatory 🌳🌿#txstaterecruitment #txst22
108,102,Babies R Life
109,206,Hugs for my beachy bff 💛
110,170,He’s twenty twoooooooooooo *Taylor Swift voice*
111,190,
112,194,Making this city my own 🤙🏼
113,122,Yesterday was once in a lifetime! #backstage #drake
114,105,"S is for Steph, Sarah, Swimming & SUMMER!"
115,95,"Happy birthday to the most wonderful person alive, I love you!"
116,211,Summer can't come fast enough! ☀️#6moredays
117,188,Found myself a mini me in Nevada 💛 #cousinlove
118,224,________________________________________________________ 🐰☀️🌷H A P P Y E A S T E R 🐣🍃🥚
119,202,"Beach towels, beach hair, and a beachin’ good time! 🌺"
120,177,
121,205,"🌲Hello, December🌲"
122,88,Much love for mama Windham! 💕
123,108,See you later Port A
124,184,
125,241,Quite a thankful thanksgiving 💛
126,140,I have been so blessed to call these girls my sisters for the last 13 years 💛 Congrats on graduating high school Grace! UH ain’t ready for you!
127,95,"I'm so glad I'm back in Austin with you, I've missed you bunches! 💋"
128,131,Never been in such a beautiful place 💙
129,212,"Wanna be, gotta be a DELTA ZEE! 💙"
130,173,luv u b ❤️
131,105,Can't help it with these two 😄
132,188,"Look (Odie), everything the light touches is our kingdom 🦁☀️"
133,132,
134,104,"Happy 1 year anniversary, you are the best boyfriend in the world! 😘"
135,147,Got the most handsome date to SXSW 💚 #happystpattysday
136,232,Tomorrow. Is. The. Day. Woo! 🎉
137,169,Happy (late) birthday to the hottie in the middle! I’m so glad I’ve gotten to celebrate your past 12 birthdays with you and here’s to a lifetime more! 💕
138,150,"This beach is ""Jamaican me"" want to stay here forever 🌴"
139,112,Follow me up the mountain 🚵
140,46,My day> your day ☁💙☀👌🏊
141,136,Hola from Nola 👋🏼💜😉
142,56,With my baby last night at trail of lights ❤️
143,218,"This city and these people have given me more than I could have ever hoped for from this trip. Studying abroad in Cuenca has given me new found strength and independence, and I am so glad that I chose to step out of my comfort zone and do this. I will never forget this city, and I am forever grateful to have a new home in Spain with my host family. Now off to conquer the rest of Spain! @txstatecola"
144,132,Happy birthday to this stud! I'm so blessed to be able to call you my boyfriend and best friend! ❤️
145,191,I’ve waited 8 years for this moment...Last night was THE GREATEST NIGHT OF MY LIFE!!! KESHA #purebliss #iloveyoukesha #momentsforgood
146,150,Oh hey there
147,201,Floating in the Flotarian 🧜🏼‍♀️
148,106,
